Name,Mass,Sample_data[, -1]
#N/A-1,55.04219874,10
#N/A-2,57.96908323,220
#N/A-3,61.96401083,114
#N/A-4,65.0314789,26
#N/A-5,80.0185996,5
2ndIP,1.997,4
acetone (-H),57.03403983,2
acetone_(_H)_C3H5O,57.03404,99
acetotacetate (-H2O),84.02112943,57
acetotacetate_(_H2O)_C4H4O2,84.0211371,128
acetylation (-H),59.01330439,95
acetylation (-H2O),42.01056471,2
acetylation_(_H2O)_C2H2O,42.010565,308
adenine (-H),134.0466702,0
adenine_(_H)_C5H4N5,134.04667,0
adenosine (-H2O),249.0861894,0
Adenosine 5'-diphosphate (-H2O),409.0188541,0
adenylate (-H2O),329.0525217,0
Alanine,71.03711384,0
Alanine_C3H5NO,71.037114,9
Arginine,156.1011111,0
Asparagine,114.0429275,0
Asparagine_C4H6N2O2,114.042928,0
Aspartic Acid,115.0269431,0
Aspartic_Acid_C4H5NO3,115.026944,7
biotinyl (-H),243.0803393,0
biotinyl (-H2O),226.0775996,0
C_10H_10N7O12P3S1,284.775609,0
C_10H_12N7O11P3S1,266.765044,0
C_10H_2O5P2,19.906451,0
C_1H_1N1,0.995249,12
C_1H_2O1,1.979265,444
C_1H_2O2,17.97418,287
C_1H_4O2,15.95853,319
C_1H_5N_1O2,0.947631,15
C_1H_6O2,13.94288,247
C_1H1N_1S1,6.976823,0
C_1H1N1O_2S1,2.993141,1
C_1H1O1P1,35.9765,1
C_1H1O2P1,51.971418,0
C_1H2O,6.010565,285
C_1H2O2,22.00548,198
C_1H4O,8.026215,224
C_1H4O2,24.02113,155
C_1O1,3.994915,352
C_1O2,19.98983,227
C_1O3,35.984745,166
C_2H_2O1S2,53.923409,0
C_2H_2O2,5.97418,253
C_2H2O2,10.00548,166
C_2N_1O1P1,8.965604,0
C_2O2,7.98983,218
C_3H_2O3,9.969095,133
C_4H1N2O1P1,27.982651,1
C_7H_2O4P2,39.911536,0
C_7H_4O5P2,53.890801,0
C_8H_4N7O10P3S1,282.832729,0
C_8H_6N7O12P3S1,312.806909,0
C_8H_6N7O9P3S1,264.822164,0
C_8H_8N7O11P3S1,294.796344,0
C_8H_9N1O1P2S1,18.847162,0
C_9H_10N7O11P3S1,280.780694,0
C_9H_8N7O12P3S1,298.791259,0
C1,12,423
C10H10,130.07825,35
C10H10F1N3O5,271.0604502,0
C10H10N2,158.084398,0
C10H10N2O_1,142.089483,0
C10H10O1,146.073165,41
C10H10O2,162.06808,59
C10H10O2N2,190.074228,0
C10H10O3N2,206.069143,0
C10H10O4N2S1,254.03613,0
C10H11N3S1,205.067369,0
