C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,,PosFHW7.csv,PosFHW8.csv,PosFHW9.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
16,18,0,7,0,0,,321.0979758,,3627078,2995905,2195623,Yes,2939535.333,,2700077,2964971,2318906,Yes,2661318,,1.125,0.4375,,321.09798,8,0.5,0.444444444,1.142857143,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,321.17222,321.00000,0.17222
16,18,0,8,0,0,,337.0928904,,7378644,7328851,5310759,Yes,6672751.333,,5538554,4582091,4730749,Yes,4950464.667,,1.125,0.5,,337.09289,8,0.5,0.444444444,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,337.17084,337.00000,0.17084
16,18,0,9,0,0,,353.087805,,10993380,11018434,7930164,Yes,9980659.333,,9248246,9052082,8678399,Yes,8992909,,1.125,0.5625,,353.08780,8,0.5,0.444444444,0.888888889,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,353.16945,353.00000,0.16945
16,18,0,10,0,0,,369.0827196,,13711073,12710020,9520547,Yes,11980546.67,,13692732,14275395,12785775,Yes,13584634,,1.125,0.625,,369.08272,8,0.5,0.444444444,0.8,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,369.16806,369.00000,0.16806
16,18,0,11,0,0,,385.0776342,,11255212,11869969,7891280,Yes,10338820.33,,13754370,13174153,12577717,Yes,13168746.67,,1.125,0.6875,,385.07763,8,0.5,0.444444444,0.727272727,O,,,0.238095238,,----,----,HUnSatLig,----,----,----,,385.16668,385.00000,0.16668
16,18,0,12,0,0,,401.0725488,,7460329,7591859,5252824,Yes,6768337.333,,12731748,11784810,10891390,Yes,11802649.33,,1.125,0.75,,401.07255,8,0.5,0.444444444,0.666666667,O,,,0.2,,----,----,HUnSatLig,----,----,----,,401.16529,401.00000,0.16529
16,18,0,13,0,0,,417.0674634,,3559265,2959538,2353154,Yes,2957319,,7628040,7900847,7017133,Yes,7515340,,1.125,0.8125,,417.06746,8,0.5,0.444444444,0.615384615,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,417.16390,417.00000,0.16390
16,19,1,9,0,0,,368.098704,,3165026,3194634,2648664,Yes,3002774.667,,1919016,2356750,1795368,Yes,2023711.333,,1.1875,0.5625,,368.09870,8,0.5,0.421052632,0.888888889,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,368.18382,368.00000,0.18382
16,19,1,10,0,0,,384.0936186,,2972775,2414541,2099257,Yes,2495524.333,,2138380,2380935,2168488,Yes,2229267.667,,1.1875,0.625,,384.09362,8,0.5,0.421052632,0.8,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,384.18243,384.00000,0.18243
16,20,0,7,0,0,,323.1136258,,4641241,3782267,3347389,Yes,3923632.333,,3687554,3182424,3642730,Yes,3504236,,1.25,0.4375,,323.11363,7,0.4375,0.35,1,CRAM,,,0.28,,----,----,HUnSatLig,----,----,----,,323.18834,323.00000,0.18834
16,20,0,8,0,0,,339.1085404,,6791432,6641310,4889813,Yes,6107518.333,,7815341,7468209,6404416,Yes,7229322,,1.25,0.5,,339.10854,7,0.4375,0.35,0.875,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,339.18695,339.00000,0.18695
16,20,0,9,0,0,,355.103455,,10045900,8612776,7078818,Yes,8579164.667,,11567121,12134936,10659444,Yes,11453833.67,,1.25,0.5625,,355.10345,7,0.4375,0.35,0.777777778,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,355.18557,355.00000,0.18557
16,20,0,10,0,0,,371.0983696,,12906990,10955653,8796229,Yes,10886290.67,,15028591,14710200,12909322,Yes,14216037.67,,1.25,0.625,,371.09837,7,0.4375,0.35,0.7,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,371.18418,371.00000,0.18418
16,20,0,11,0,0,,387.0932842,,7821360,7561622,5422967,Yes,6935316.333,,13992433,12558219,10479049,Yes,12343233.67,,1.25,0.6875,,387.09328,7,0.4375,0.35,0.636363636,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,387.18279,387.00000,0.18279
16,20,0,12,0,0,,403.0881988,,4228921,4842788,2946008,Yes,4005905.667,,10948273,10417011,8218976,Yes,9861420,,1.25,0.75,,403.08820,7,0.4375,0.35,0.583333333,O,,,0.1,,----,----,HUnSatLig,----,----,----,,403.18141,403.00000,0.18141
16,22,0,7,0,0,,325.1292758,,4407166,4113476,3183843,Yes,3901495,,4337633,4600530,4311210,Yes,4416457.667,,1.375,0.4375,,325.12928,6,0.375,0.272727273,0.857142857,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,325.20446,325.00000,0.20446
16,22,0,8,0,0,,341.1241904,,8359763,6556926,5370011,Yes,6762233.333,,8400495,8325799,7881497,Yes,8202597,,1.375,0.5,,341.12419,6,0.375,0.272727273,0.75,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,341.20307,341.00000,0.20307
16,22,0,9,0,0,,357.119105,,8742081,6581914,5515809,Yes,6946601.333,,12388916,12186758,10922231,Yes,11832635,,1.375,0.5625,,357.11910,6,0.375,0.272727273,0.666666667,O,,,0.130434783,,----,----,HUnSatLig,----,----,----,,357.20168,357.00000,0.20168
16,22,0,10,0,0,,373.1140196,,7312627,6322815,5242593,Yes,6292678.333,,13753247,14004263,11781533,Yes,13179681,,1.375,0.625,,373.11402,6,0.375,0.272727273,0.6,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,373.20030,373.00000,0.20030
16,22,0,11,0,0,,389.1089342,,5252759,4892672,3373443,Yes,4506291.333,,9853905,10006900,7911360,Yes,9257388.333,,1.375,0.6875,,389.10893,6,0.375,0.272727273,0.545454545,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,389.19891,389.00000,0.19891
16,22,0,12,0,0,,405.1038488,,3672150,2948200,2359463,Yes,2993271,,14979043,10865747,8641040,Yes,11495276.67,,1.375,0.75,,405.10385,6,0.375,0.272727273,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,405.19752,405.00000,0.19752
16,23,3,7,0,0,,368.1463228,,2740085,2428700,1800808,Yes,2323197.667,,2467381,2557469,2002232,Yes,2342360.667,,1.4375,0.4375,,368.14632,7,0.4375,0.304347826,1,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,368.23145,368.00000,0.23145
16,23,3,8,0,0,,384.1412374,,2352247,2756061,1669703,Yes,2259337,,3339544,3358867,2944693,Yes,3214368,,1.4375,0.5,,384.14124,7,0.4375,0.304347826,0.875,CRAM,,,0.166666667,,----,----,HUnSatLig,----,----,----,,384.23006,384.00000,0.23006
16,23,3,9,0,0,,400.136152,,2385724,2250489,1945169,Yes,2193794,,3471553,3998690,3501060,Yes,3657101,,1.4375,0.5625,,400.13615,7,0.4375,0.304347826,0.777777778,CRAM,,,0.117647059,,----,----,HUnSatLig,----,----,----,,400.22868,400.00000,0.22868
17,14,0,10,0,0,,377.0514196,,12939960,14339122,10543070,Yes,12607384,,5345238,5685449,6763140,Yes,5931275.667,,0.823529412,0.588235294,,377.05142,11,0.647058824,0.785714286,1.1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,377.13861,377.00000,0.13861
17,14,0,11,0,0,,393.0463342,,13625066,15241315,10035496,Yes,12967292.33,,7831368,7206114,8407864,Yes,7815115.333,,0.823529412,0.647058824,,393.04633,11,0.647058824,0.785714286,1,CRAM,,,0.47826087,,----,----,HUnSatLig,----,----,----,,393.13722,393.00000,0.13722
17,14,0,12,0,0,,409.0412488,,8925690,10624100,6900149,Yes,8816646.333,,7389678,7507355,7799519,Yes,7565517.333,,0.823529412,0.705882353,,409.04125,11,0.647058824,0.785714286,0.916666667,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,409.13583,409.00000,0.13583
17,14,0,13,0,0,,425.0361634,,5067450,6090526,3817571,Yes,4991849,,5817066,5187111,6306979,Yes,5770385.333,,0.823529412,0.764705882,,425.03616,11,0.647058824,0.785714286,0.846153846,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,425.13445,425.00000,0.13445
17,14,0,14,0,0,,441.031078,,2266065,2597001,1534460,Yes,2132508.667,,3347502,3486297,3455477,Yes,3429758.667,,0.823529412,0.823529412,,441.03108,11,0.647058824,0.785714286,0.785714286,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,441.13306,441.00000,0.13306
17,16,0,7,0,0,,331.0823258,,4664007,4184050,3237545,Yes,4028534,,1403698,1579397,2039227,Yes,1674107.333,,0.941176471,0.411764706,,331.08233,10,0.588235294,0.625,1.428571429,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,331.15888,331.00000,0.15888
17,16,0,8,0,0,,347.0772404,,7755433,8214652,5826158,Yes,7265414.333,,3164144,2722010,3447067,Yes,3111073.667,,0.941176471,0.470588235,,347.07724,10,0.588235294,0.625,1.25,CRAM,,,0.461538462,,----,----,HUnSatLig,----,----,----,,347.15750,347.00000,0.15750
17,16,0,9,0,0,,363.072155,,13266360,14321530,9649602,Yes,12412497.33,,5722277,6164439,6545563,Yes,6144093,,0.941176471,0.529411765,,363.07215,10,0.588235294,0.625,1.111111111,CRAM,,,0.44,,----,----,HUnSatLig,----,----,----,,363.15611,363.00000,0.15611
17,16,0,10,0,0,,379.0670696,,15277462,16539400,12565081,Yes,14793981,,7928307,7995157,9008369,Yes,8310611,,0.941176471,0.588235294,,379.06707,10,0.588235294,0.625,1,CRAM,,,0.416666667,,----,----,HUnSatLig,----,----,----,,379.15472,379.00000,0.15472
17,16,0,11,0,0,,395.0619842,,16933098,19096177,11539154,Yes,15856143,,10830066,10833528,10425546,Yes,10696380,,0.941176471,0.647058824,,395.06198,10,0.588235294,0.625,0.909090909,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,395.15334,395.00000,0.15334
17,16,0,12,0,0,,411.0568988,,10961551,12119341,8296961,Yes,10459284.33,,10758871,9637391,10226442,Yes,10207568,,0.941176471,0.705882353,,411.05690,10,0.588235294,0.625,0.833333333,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,411.15195,411.00000,0.15195
17,16,0,13,0,0,,427.0518134,,6018640,6856446,4349888,Yes,5741658,,8281916,7880147,7098347,Yes,7753470,,0.941176471,0.764705882,,427.05181,10,0.588235294,0.625,0.769230769,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,427.15056,427.00000,0.15056
17,17,1,9,0,0,,378.083054,,3384370,3489191,2323749,Yes,3065770,,1583596,1714680,1752260,Yes,1683512,,1,0.529411765,,378.08305,10,0.588235294,0.588235294,1.111111111,CRAM,,,0.434782609,,----,----,HUnSatLig,----,----,----,,378.17048,378.00000,0.17048
17,17,1,10,0,0,,394.0779686,,3404789,3270005,2243591,Yes,2972795,,1956388,1658550,2355211,Yes,1990049.667,,1,0.588235294,,394.07797,10,0.588235294,0.588235294,1,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,394.16909,394.00000,0.16909
17,17,1,11,0,0,,410.0728832,,2333771,2141392,1548257,Yes,2007806.667,,2094696,1941467,2148602,Yes,2061588.333,,1,0.647058824,,410.07288,10,0.588235294,0.588235294,0.909090909,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,410.16771,410.00000,0.16771
17,18,0,7,0,0,,333.0979758,,4581050,4544515,3260438,Yes,4128667.667,,2726848,2683706,2556991,Yes,2655848.333,,1.058823529,0.411764706,,333.09798,9,0.529411765,0.5,1.285714286,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,333.17500,333.00000,0.17500
17,18,0,8,0,0,,349.0928904,,8757590,8547120,6309021,Yes,7871243.667,,5365225,4943639,4867925,Yes,5058929.667,,1.058823529,0.470588235,,349.09289,9,0.529411765,0.5,1.125,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,349.17361,349.00000,0.17361
17,18,0,9,0,0,,365.087805,,15104203,15022723,10428517,Yes,13518481,,9390811,9496150,9118523,Yes,9335161.333,,1.058823529,0.529411765,,365.08780,9,0.529411765,0.5,1,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,365.17223,365.00000,0.17223
17,18,0,10,0,0,,381.0827196,,16179298,17592782,12532931,Yes,15435003.67,,11961350,11989329,11831115,Yes,11927264.67,,1.058823529,0.588235294,,381.08272,9,0.529411765,0.5,0.9,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,381.17084,381.00000,0.17084
17,18,0,11,0,0,,397.0776342,,15467202,15938651,9643094,Yes,13682982.33,,13933190,13209582,12975667,Yes,13372813,,1.058823529,0.647058824,,397.07763,9,0.529411765,0.5,0.818181818,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,397.16945,397.00000,0.16945
17,18,0,12,0,0,,413.0725488,,10076922,11597265,7260709,Yes,9644965.333,,11117480,12510818,11729678,Yes,11785992,,1.058823529,0.705882353,,413.07255,9,0.529411765,0.5,0.75,O,,,0.272727273,,----,----,HUnSatLig,----,----,----,,413.16807,413.00000,0.16807
17,18,0,13,0,0,,429.0674634,,5917138,6094540,3424011,Yes,5145229.667,,8454015,8193392,8083236,Yes,8243547.667,,1.058823529,0.764705882,,429.06746,9,0.529411765,0.5,0.692307692,O,,,0.238095238,,----,----,HUnSatLig,----,----,----,,429.16668,429.00000,0.16668
17,19,1,10,0,0,,396.0936186,,3228641,2506097,1853342,Yes,2529360,,1955012,1647676,1778056,Yes,1793581.333,,1.117647059,0.588235294,,396.09362,9,0.529411765,0.473684211,0.9,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,396.18521,396.00000,0.18521
17,20,0,6,0,0,,319.1187112,,3037899,2045216,1753508,Yes,2278874.333,,1473000,1783442,1797661,Yes,1684701,,1.176470588,0.352941176,,319.11871,8,0.470588235,0.4,1.333333333,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,319.19250,319.00000,0.19250
17,20,0,7,0,0,,335.1136258,,6458561,4879911,4248471,Yes,5195647.667,,3866458,4105471,4243928,Yes,4071952.333,,1.176470588,0.411764706,,335.11363,8,0.470588235,0.4,1.142857143,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,335.19112,335.00000,0.19112
17,20,0,8,0,0,,351.1085404,,10064922,9090552,6961891,Yes,8705788.333,,8829935,8721764,7580070,Yes,8377256.333,,1.176470588,0.470588235,,351.10854,8,0.470588235,0.4,1,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,351.18973,351.00000,0.18973
17,20,0,9,0,0,,367.103455,,16784350,16330123,10771210,Yes,14628561,,13405457,13859028,12637660,Yes,13300715,,1.176470588,0.529411765,,367.10345,8,0.470588235,0.4,0.888888889,CRAM,,,0.28,,----,----,HUnSatLig,----,----,----,,367.18834,367.00000,0.18834
17,20,0,10,0,0,,383.0983696,,15500057,16397440,10977050,Yes,14291515.67,,15465999,15758204,14496145,Yes,15240116,,1.176470588,0.588235294,,383.09837,8,0.470588235,0.4,0.8,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,383.18696,383.00000,0.18696
17,20,0,11,0,0,,399.0932842,,12756080,13559327,8615344,Yes,11643583.67,,16100356,15798593,13926257,Yes,15275068.67,,1.176470588,0.647058824,,399.09328,8,0.470588235,0.4,0.727272727,O,,,0.217391304,,----,----,HUnSatLig,----,----,----,,399.18557,399.00000,0.18557
17,20,0,12,0,0,,415.0881988,,7725888,7962195,5247524,Yes,6978535.667,,11652196,11228823,10134253,Yes,11005090.67,,1.176470588,0.705882353,,415.08820,8,0.470588235,0.4,0.666666667,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,415.18418,415.00000,0.18418
17,20,0,13,0,0,,431.0831134,,4625731,5488264,3153479,Yes,4422491.333,,7059382,7138560,6391376,Yes,6863106,,1.176470588,0.764705882,,431.08311,8,0.470588235,0.4,0.615384615,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,431.18280,431.00000,0.18280
17,21,1,10,0,0,,398.1092686,,2910628,2071368,1713932,Yes,2231976,,1837901,2244256,2189531,Yes,2090562.667,,1.235294118,0.588235294,,398.10927,8,0.470588235,0.380952381,0.8,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,398.20133,398.00000,0.20133
17,22,0,6,0,0,,321.1343612,,3514957,3179721,2602668,Yes,3099115.333,,2605875,2167281,2450495,Yes,2407883.667,,1.294117647,0.352941176,,321.13436,7,0.411764706,0.318181818,1.166666667,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,321.20862,321.00000,0.20862
17,22,0,7,0,0,,337.1292758,,7285470,6172766,4337967,Yes,5932067.667,,5490433,5969620,5673861,Yes,5711304.667,,1.294117647,0.411764706,,337.12928,7,0.411764706,0.318181818,1,CRAM,,,0.259259259,,----,----,HUnSatLig,----,----,----,,337.20723,337.00000,0.20723
17,22,0,8,0,0,,353.1241904,,10510065,9826511,8051007,Yes,9462527.667,,10546688,10868669,10603530,Yes,10672962.33,,1.294117647,0.470588235,,353.12419,7,0.411764706,0.318181818,0.875,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,353.20585,353.00000,0.20585
17,22,0,9,0,0,,369.119105,,12871408,12497041,9295279,Yes,11554576,,17235782,17834830,15304827,Yes,16791813,,1.294117647,0.529411765,,369.11910,7,0.411764706,0.318181818,0.777777778,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,369.20446,369.00000,0.20446
17,22,0,10,0,0,,385.1140196,,12443063,12158748,8632666,Yes,11078159,,16265227,16934291,14242751,Yes,15814089.67,,1.294117647,0.588235294,,385.11402,7,0.411764706,0.318181818,0.7,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,385.20307,385.00000,0.20307
17,22,0,11,0,0,,401.1089342,,10470895,10577850,7857885,Yes,9635543.333,,13225322,13496943,11378818,Yes,12700361,,1.294117647,0.647058824,,401.10893,7,0.411764706,0.318181818,0.636363636,O,,,0.130434783,,----,----,HUnSatLig,----,----,----,,401.20168,401.00000,0.20168
17,22,0,12,0,0,,417.1038488,,4788065,5136051,3545601,Yes,4489905.667,,9108747,8883888,7008940,Yes,8333858.333,,1.294117647,0.705882353,,417.10385,7,0.411764706,0.318181818,0.583333333,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,417.20030,417.00000,0.20030
17,22,0,13,0,0,,433.0987634,,2024100,2407477,1742711,Yes,2058096,,6258657,5914756,4737396,Yes,5636936.333,,1.294117647,0.764705882,,433.09876,7,0.411764706,0.318181818,0.538461538,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,433.19891,433.00000,0.19891
17,24,0,6,0,0,,323.1500112,,3587553,3062403,2761155,Yes,3137037,,2721672,2202206,2402160,Yes,2442012.667,,1.411764706,0.352941176,,323.15001,6,0.352941176,0.25,1,CRAM,,,0.214285714,,----,----,HUnSatLig,----,----,----,,323.22473,323.00000,0.22473
17,24,0,7,0,0,,339.1449258,,7554322,6862505,5139165,Yes,6518664,,6239413,5493946,5380424,Yes,5704594.333,,1.411764706,0.411764706,,339.14493,6,0.352941176,0.25,0.857142857,CRAM,,,0.185185185,,----,----,HUnSatLig,----,----,----,,339.22335,339.00000,0.22335
17,24,0,8,0,0,,355.1398404,,9593305,8141750,7294894,Yes,8343316.333,,11444251,11018787,9852543,Yes,10771860.33,,1.411764706,0.470588235,,355.13984,6,0.352941176,0.25,0.75,O,,,0.153846154,,----,----,HUnSatLig,----,----,----,,355.22196,355.00000,0.22196
17,24,0,9,0,0,,371.134755,,9896444,8549267,6805585,Yes,8417098.667,,15225210,15467972,12620566,Yes,14437916,,1.411764706,0.529411765,,371.13475,6,0.352941176,0.25,0.666666667,O,,,0.12,,----,----,HUnSatLig,----,----,----,,371.22057,371.00000,0.22057
17,24,0,10,0,0,,387.1296696,,7661628,6388129,4984705,Yes,6344820.667,,13631994,13455252,10221011,Yes,12436085.67,,1.411764706,0.588235294,,387.12967,6,0.352941176,0.25,0.6,O,,,0.083333333,,----,----,HUnSatLig,----,----,----,,387.21919,387.00000,0.21919
17,24,0,11,0,0,,403.1245842,,5448510,4327722,3327964,Yes,4368065.333,,10182327,10570615,8186211,Yes,9646384.333,,1.411764706,0.647058824,,403.12458,6,0.352941176,0.25,0.545454545,O,,,0.043478261,,----,----,HUnSatLig,----,----,----,,403.21780,403.00000,0.21780
17,24,0,12,0,0,,419.1194988,,2556257,2616566,1965503,Yes,2379442,,7476638,7025326,5573196,Yes,6691720,,1.411764706,0.705882353,,419.11950,6,0.352941176,0.25,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,419.21641,419.00000,0.21641
17,24,0,13,0,0,,435.1144134,,3557880,3704277,2746012,Yes,3336056.333,,8273922,7408639,5655698,Yes,7112753,,1.411764706,0.764705882,,435.11441,6,0.352941176,0.25,0.461538462,O,,,-0.047619048,,----,----,HUnSatLig,----,----,----,,435.21503,435.00000,0.21503
17,25,3,8,0,0,,398.1568874,,3874734,4060498,2846484,Yes,3593905.333,,2826582,2738856,2751715,Yes,2772384.333,,1.470588235,0.470588235,,398.15689,7,0.411764706,0.28,0.875,CRAM,,,0.15,,----,----,HUnSatLig,----,----,----,,398.24896,398.00000,0.24896
18,14,0,12,0,0,,421.0412488,,8692549,10686235,6756710,Yes,8711831.333,,4668954,4371094,5440984,Yes,4827010.667,,0.777777778,0.666666667,,421.04125,12,0.666666667,0.857142857,1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,421.13861,421.00000,0.13861
18,14,0,13,0,0,,437.0361634,,6078283,7330160,4257733,Yes,5888725.333,,4566040,4654970,4705208,Yes,4642072.667,,0.777777778,0.722222222,,437.03616,12,0.666666667,0.857142857,0.923076923,CRAM,,,0.47826087,,----,----,HUnSatLig,----,----,----,,437.13722,437.00000,0.13722
18,14,0,14,0,0,,453.031078,,2969980,3541435,2103040,Yes,2871485,,3313663,3202854,3874199,Yes,3463572,,0.777777778,0.777777778,,453.03108,12,0.666666667,0.857142857,0.857142857,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,453.13583,453.00000,0.13583
18,16,0,8,0,0,,359.0772404,,8292269,9142655,6209690,Yes,7881538,,2068046,2601194,3353971,Yes,2674403.667,,0.888888889,0.444444444,,359.07724,11,0.611111111,0.6875,1.375,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,359.16027,359.00000,0.16027
18,16,0,9,0,0,,375.072155,,12894168,12908890,9256290,Yes,11686449.33,,4988347,5127802,5378067,Yes,5164738.667,,0.888888889,0.5,,375.07215,11,0.611111111,0.6875,1.222222222,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,375.15888,375.00000,0.15888
18,16,0,10,0,0,,391.0670696,,15137998,16891453,10006371,Yes,14011940.67,,6821267,5994294,6210955,Yes,6342172,,0.888888889,0.555555556,,391.06707,11,0.611111111,0.6875,1.1,CRAM,,,0.461538462,,----,----,HUnSatLig,----,----,----,,391.15750,391.00000,0.15750
18,16,0,11,0,0,,407.0619842,,14018877,15993720,10297667,Yes,13436754.67,,7973107,7431432,7701133,Yes,7701890.667,,0.888888889,0.611111111,,407.06198,11,0.611111111,0.6875,1,CRAM,,,0.44,,----,----,HUnSatLig,----,----,----,,407.15611,407.00000,0.15611
18,16,0,12,0,0,,423.0568988,,10328843,12445480,8100079,Yes,10291467.33,,7446155,7603816,7608646,Yes,7552872.333,,0.888888889,0.666666667,,423.05690,11,0.611111111,0.6875,0.916666667,CRAM,,,0.416666667,,----,----,HUnSatLig,----,----,----,,423.15472,423.00000,0.15472
18,16,0,13,0,0,,439.0518134,,7050895,8893694,4522719,Yes,6822436,,6360103,6195945,6392531,Yes,6316193,,0.888888889,0.722222222,,439.05181,11,0.611111111,0.6875,0.846153846,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,439.15334,439.00000,0.15334
18,16,0,14,0,0,,455.046728,,4076768,5144918,2627157,Yes,3949614.333,,5207026,4697786,4663581,Yes,4856131,,0.888888889,0.777777778,,455.04673,11,0.611111111,0.6875,0.785714286,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,455.15195,455.00000,0.15195
18,18,0,7,0,0,,345.0979758,,6048800,5570025,4425828,Yes,5348217.667,,2464781,2660025,2541315,Yes,2555373.667,,1,0.388888889,,345.09798,10,0.555555556,0.555555556,1.428571429,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,345.17777,345.00000,0.17777
18,18,0,8,0,0,,361.0928904,,12319414,13100161,8571696,Yes,11330423.67,,5012093,4701541,5129738,Yes,4947790.667,,1,0.444444444,,361.09289,10,0.555555556,0.555555556,1.25,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,361.17639,361.00000,0.17639
18,18,0,9,0,0,,377.087805,,15817413,15789119,11401194,Yes,14335908.67,,6701023,7365843,7692943,Yes,7253269.667,,1,0.5,,377.08780,10,0.555555556,0.555555556,1.111111111,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,377.17500,377.00000,0.17500
18,18,0,10,0,0,,393.0827196,,17313523,18964589,12486960,Yes,16255024,,9348944,9139434,9427776,Yes,9305384.667,,1,0.555555556,,393.08272,10,0.555555556,0.555555556,1,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,393.17361,393.00000,0.17361
18,18,0,11,0,0,,409.0776342,,15260157,18590824,11346359,Yes,15065780,,10093043,9983390,10150625,Yes,10075686,,1,0.611111111,,409.07763,10,0.555555556,0.555555556,0.909090909,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,409.17223,409.00000,0.17223
18,18,0,12,0,0,,425.0725488,,12274360,14511902,9289824,Yes,12025362,,9535211,9537062,8663200,Yes,9245157.667,,1,0.666666667,,425.07255,10,0.555555556,0.555555556,0.833333333,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,425.17084,425.00000,0.17084
18,18,0,13,0,0,,441.0674634,,7224781,8436870,5144055,Yes,6935235.333,,8026158,7424598,7526897,Yes,7659217.667,,1,0.722222222,,441.06746,10,0.555555556,0.555555556,0.769230769,O,,,0.304347826,,----,----,HUnSatLig,----,----,----,,441.16945,441.00000,0.16945
18,18,0,14,0,0,,457.062378,,3969109,5077245,2801597,Yes,3949317,,5884903,6014557,5540031,Yes,5813163.667,,1,0.777777778,,457.06238,10,0.555555556,0.555555556,0.714285714,O,,,0.272727273,,----,----,HUnSatLig,----,----,----,,457.16807,457.00000,0.16807
18,20,0,6,0,0,,331.1187112,,3845840,3129852,2304175,Yes,3093289,,2020922,1734540,1711042,Yes,1822168,,1.111111111,0.333333333,,331.11871,9,0.5,0.45,1.5,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,331.19528,331.00000,0.19528
18,20,0,7,0,0,,347.1136258,,7191221,5975176,4357752,Yes,5841383,,3533817,3673829,3920165,Yes,3709270.333,,1.111111111,0.388888889,,347.11363,9,0.5,0.45,1.285714286,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,347.19389,347.00000,0.19389
18,20,0,8,0,0,,363.1085404,,15762886,14407560,10108366,Yes,13426270.67,,8601776,8270818,7684263,Yes,8185619,,1.111111111,0.444444444,,363.10854,9,0.5,0.45,1.125,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,363.19250,363.00000,0.19250
18,20,0,9,0,0,,379.103455,,17898915,18759445,13679204,Yes,16779188,,11250172,11519775,11128060,Yes,11299335.67,,1.111111111,0.5,,379.10345,9,0.5,0.45,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,379.19112,379.00000,0.19112
