C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,,PosFHW7.csv,PosFHW8.csv,PosFHW9.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
17,30,0,8,0,0,,361.1867904,,3837659,3273893,3000143,Yes,3370565,,2850967,2771330,2418217,Yes,2680171.333,,1.764705882,0.470588235,,361.18679,3,0.176470588,0.1,0.375,O,,,-0.076923077,,----,----,----,AlipatNoN,----,----,,361.27031,361.00000,0.27031
17,30,0,9,0,0,,377.181705,,3255016,2457697,2089480,Yes,2600731,,3159033,3556591,3140268,Yes,3285297.333,,1.764705882,0.529411765,,377.18170,3,0.176470588,0.1,0.333333333,O,,,-0.12,,----,----,----,AlipatNoN,----,----,,377.26892,377.00000,0.26892
17,30,0,10,0,0,,393.1766196,,5418764,2810502,2112325,Yes,3447197,,3187556,3032317,3409748,Yes,3209873.667,,1.764705882,0.588235294,,393.17662,3,0.176470588,0.1,0.3,O,,,-0.166666667,,----,----,----,AlipatNoN,----,----,,393.26754,393.00000,0.26754
17,32,0,10,0,0,,395.1922696,,4981002,3248786,2693869,Yes,3641219,,2611981,2083473,2862306,Yes,2519253.333,,1.882352941,0.588235294,,395.19227,2,0.117647059,0.0625,0.2,O,,,-0.25,,----,----,----,AlipatNoN,----,----,,395.28365,395.00000,0.28365
18,28,0,6,0,0,,339.1813112,,6628637,5972660,4388581,Yes,5663292.667,,2590397,2184899,2583376,Yes,2452890.667,,1.555555556,0.333333333,,339.18131,5,0.277777778,0.178571429,0.833333333,O,,,0.133333333,,----,----,----,AlipatNoN,----,----,,339.25974,339.00000,0.25974
18,28,0,7,0,0,,355.1762258,,12009959,11017155,8182713,Yes,10403275.67,,5804069,6140462,5895819,Yes,5946783.333,,1.555555556,0.388888889,,355.17623,5,0.277777778,0.178571429,0.714285714,O,,,0.103448276,,----,----,----,AlipatNoN,----,----,,355.25836,355.00000,0.25836
18,28,0,8,0,0,,371.1711404,,14217738,11973537,9810013,Yes,12000429.33,,9875844,12004815,10504994,Yes,10795217.67,,1.555555556,0.444444444,,371.17114,5,0.277777778,0.178571429,0.625,O,,,0.071428571,,----,----,----,AlipatNoN,----,----,,371.25697,371.00000,0.25697
18,28,0,9,0,0,,387.166055,,10655815,8804780,6734731,Yes,8731775.333,,10904067,11659165,10589660,Yes,11050964,,1.555555556,0.5,,387.16605,5,0.277777778,0.178571429,0.555555556,O,,,0.037037037,,----,----,----,AlipatNoN,----,----,,387.25558,387.00000,0.25558
18,28,0,10,0,0,,403.1609696,,6244164,4786480,3617760,Yes,4882801.333,,9471676,10541948,8431975,Yes,9481866.333,,1.555555556,0.555555556,,403.16097,5,0.277777778,0.178571429,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,403.25419,403.00000,0.25419
18,30,0,3,1,0,,325.1842881,,14944138,16001105,9752811,Yes,13566018,,16821739,30737629,22667955,Yes,23409107.67,,1.666666667,0.166666667,,325.18429,4,0.222222222,0.133333333,1.333333333,O,,,0.096774194,,----,----,----,AlipatNoN,----,----,,325.25948,325.00000,0.25948
18,30,0,6,0,0,,341.1969612,,7937897,7237908,5327020,Yes,6834275,,1974399,1694906,1691434,Yes,1786913,,1.666666667,0.333333333,,341.19696,4,0.222222222,0.133333333,0.666666667,O,,,0.066666667,,----,----,----,AlipatNoN,----,----,,341.27586,341.00000,0.27586
18,30,0,7,0,0,,357.1918758,,12920029,11611829,9733688,Yes,11421848.67,,4074056,4469917,4347150,Yes,4297041,,1.666666667,0.388888889,,357.19188,4,0.222222222,0.133333333,0.571428571,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,357.27447,357.00000,0.27447
18,30,0,8,0,0,,373.1867904,,12641550,12369562,9190137,Yes,11400416.33,,7259060,7058493,7728564,Yes,7348705.667,,1.666666667,0.444444444,,373.18679,4,0.222222222,0.133333333,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,373.27308,373.00000,0.27308
18,30,0,9,0,0,,389.181705,,8573613,7541782,5110166,Yes,7075187,,7367650,7313797,6594514,Yes,7091987,,1.666666667,0.5,,389.18170,4,0.222222222,0.133333333,0.444444444,O,,,-0.037037037,,----,----,----,AlipatNoN,----,----,,389.27170,389.00000,0.27170
18,30,0,10,0,0,,405.1766196,,5498976,4762226,3017902,Yes,4426368,,6381549,6323290,5555733,Yes,6086857.333,,1.666666667,0.555555556,,405.17662,4,0.222222222,0.133333333,0.4,O,,,-0.076923077,,----,----,----,AlipatNoN,----,----,,405.27031,405.00000,0.27031
18,32,0,6,0,0,,343.2126112,,15018445,12475273,9004684,Yes,12166134,,1864271,1968578,1772316,Yes,1868388.333,,1.777777778,0.333333333,,343.21261,3,0.166666667,0.09375,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,343.29197,343.00000,0.29197
18,32,0,7,0,0,,359.2075258,,17256415,17101233,12691653,Yes,15683100.33,,2613874,2348307,3312029,Yes,2758070,,1.777777778,0.388888889,,359.20753,3,0.166666667,0.09375,0.428571429,O,,,-0.034482759,,----,----,----,AlipatNoN,----,----,,359.29059,359.00000,0.29059
18,32,0,8,0,0,,375.2024404,,9492488,9869706,7343500,Yes,8901898,,3086302,3110561,4174908,Yes,3457257,,1.777777778,0.444444444,,375.20244,3,0.166666667,0.09375,0.375,O,,,-0.071428571,,----,----,----,AlipatNoN,----,----,,375.28920,375.00000,0.28920
18,32,0,9,0,0,,391.197355,,3938547,5927522,3136386,Yes,4334151.667,,3127728,2499411,3843496,Yes,3156878.333,,1.777777778,0.5,,391.19735,3,0.166666667,0.09375,0.333333333,O,,,-0.111111111,,----,----,----,AlipatNoN,----,----,,391.28781,391.00000,0.28781
18,32,0,10,0,0,,407.1922696,,3594571,3653513,2715980,Yes,3321354.667,,3217668,4204819,3846803,Yes,3756430,,1.777777778,0.555555556,,407.19227,3,0.166666667,0.09375,0.3,O,,,-0.153846154,,----,----,----,AlipatNoN,----,----,,407.28643,407.00000,0.28643
18,36,0,2,0,0,,283.2642528,,3375622,1616913,1613036,Yes,2201857,,4230211,5302562,3803694,Yes,4445489,,2,0.111111111,,283.26425,1,0.055555556,0.027777778,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,283.32975,283.00000,0.32975
18,38,0,6,1,0,,381.2316319,,4646038,4737537,5703920,Yes,5029165,,10771501,7571835,7991159,Yes,8778165,,2.111111111,0.333333333,,381.23163,0,0,0,0,O,,,-0.285714286,,----,----,----,AlipatNoN,----,----,,381.31979,381.00000,0.31979
18,38,0,7,1,0,,397.2265465,,5791460,6284414,6339697,Yes,6138523.667,,16755363,9687048,12949068,Yes,13130493,,2.111111111,0.388888889,,397.22655,0,0,0,0,O,,,-0.333333333,,----,----,----,AlipatNoN,----,----,,397.31840,397.00000,0.31840
19,30,0,6,0,0,,353.1969612,,6844172,4799722,4528469,Yes,5390787.667,,2040851,2430931,2497057,Yes,2322946.333,,1.578947368,0.315789474,,353.19696,5,0.263157895,0.166666667,0.833333333,O,,,0.125,,----,----,----,AlipatNoN,----,----,,353.27863,353.00000,0.27863
19,30,0,7,0,0,,369.1918758,,12277516,10129581,8226247,Yes,10211114.67,,5306203,5666661,5439635,Yes,5470833,,1.578947368,0.368421053,,369.19188,5,0.263157895,0.166666667,0.714285714,O,,,0.096774194,,----,----,----,AlipatNoN,----,----,,369.27725,369.00000,0.27725
19,30,0,8,0,0,,385.1867904,,12783055,11943732,9079150,Yes,11268645.67,,7659550,8850854,7887827,Yes,8132743.667,,1.578947368,0.421052632,,385.18679,5,0.263157895,0.166666667,0.625,O,,,0.066666667,,----,----,----,AlipatNoN,----,----,,385.27586,385.00000,0.27586
19,30,0,9,0,0,,401.181705,,10509820,9676744,6319847,Yes,8835470.333,,10009975,10777210,9326731,Yes,10037972,,1.578947368,0.473684211,,401.18170,5,0.263157895,0.166666667,0.555555556,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,401.27447,401.00000,0.27447
19,30,0,10,0,0,,417.1766196,,5311330,4204214,2839551,Yes,4118365,,7707921,7880368,6654633,Yes,7414307.333,,1.578947368,0.526315789,,417.17662,5,0.263157895,0.166666667,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,417.27309,417.00000,0.27309
19,32,0,3,1,0,,339.1999381,,7120162,4370105,3789545,Yes,5093270.667,,6490305,8752327,6415700,Yes,7219444,,1.684210526,0.157894737,,339.19994,4,0.210526316,0.125,1.333333333,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,339.27837,339.00000,0.27837
19,32,0,7,0,0,,371.2075258,,10988056,9001902,7839849,Yes,9276602.333,,3479438,3806682,3892013,Yes,3726044.333,,1.684210526,0.368421053,,371.20753,4,0.210526316,0.125,0.571428571,O,,,0.032258065,,----,----,----,AlipatNoN,----,----,,371.29336,371.00000,0.29336
19,32,0,8,0,0,,387.2024404,,12755026,11909560,7719828,Yes,10794804.67,,5598732,5493670,4992485,Yes,5361629,,1.684210526,0.421052632,,387.20244,4,0.210526316,0.125,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,387.29198,387.00000,0.29198
19,32,0,9,0,0,,403.197355,,7958345,7477559,5056485,Yes,6830796.333,,5490370,6580096,5817706,Yes,5962724,,1.684210526,0.473684211,,403.19735,4,0.210526316,0.125,0.444444444,O,,,-0.034482759,,----,----,----,AlipatNoN,----,----,,403.29059,403.00000,0.29059
19,34,0,7,0,0,,373.2231758,,10120476,8341160,7185157,Yes,8548931,,1642430,2369608,1914560,Yes,1975532.667,,1.789473684,0.368421053,,373.22318,3,0.157894737,0.088235294,0.428571429,O,,,-0.032258065,,----,----,----,AlipatNoN,----,----,,373.30948,373.00000,0.30948
19,34,0,8,0,0,,389.2180904,,8573624,7681057,5298591,Yes,7184424,,2152938,2349966,2148827,Yes,2217243.667,,1.789473684,0.421052632,,389.21809,3,0.157894737,0.088235294,0.375,O,,,-0.066666667,,----,----,----,AlipatNoN,----,----,,389.30809,389.00000,0.30809
19,34,0,9,0,0,,405.213005,,4340836,3546744,2771633,Yes,3553071,,2306547,2449502,2052120,Yes,2269389.667,,1.789473684,0.473684211,,405.21300,3,0.157894737,0.088235294,0.333333333,O,,,-0.103448276,,----,----,----,AlipatNoN,----,----,,405.30670,405.00000,0.30670
19,40,0,6,1,0,,395.2472819,,1708055,2036896,2306808,Yes,2017253,,4653336,2794140,3487980,Yes,3645152,,2.105263158,0.315789474,,395.24728,0,0,0,0,O,,,-0.266666667,,----,----,----,AlipatNoN,----,----,,395.33868,395.00000,0.33868
20,30,0,6,0,0,,365.1969612,,11852021,11078317,7108745,Yes,10013027.67,,3573497,3729016,3621728,Yes,3641413.667,,1.5,0.3,,365.19696,6,0.3,0.2,1,CRAM,,,0.176470588,,----,----,----,AlipatNoN,----,----,,365.28141,365.00000,0.28141
20,30,0,7,0,0,,381.1918758,,14987400,14369267,11533540,Yes,13630069,,6277155,6602096,6474604,Yes,6451285,,1.5,0.35,,381.19188,6,0.3,0.2,0.857142857,CRAM,,,0.151515152,,----,----,----,AlipatNoN,----,----,,381.28002,381.00000,0.28002
20,30,0,8,0,0,,397.1867904,,16057051,15316085,9944169,Yes,13772435,,10021532,10549249,10202693,Yes,10257824.67,,1.5,0.4,,397.18679,6,0.3,0.2,0.75,O,,,0.125,,----,----,----,AlipatNoN,----,----,,397.27863,397.00000,0.27863
20,30,0,9,0,0,,413.181705,,10863359,10298841,6726181,Yes,9296127,,11776947,12076646,10167053,Yes,11340215.33,,1.5,0.45,,413.18170,6,0.3,0.2,0.666666667,O,,,0.096774194,,----,----,----,AlipatNoN,----,----,,413.27725,413.00000,0.27725
20,30,0,10,0,0,,429.1766196,,6664651,7306952,4331265,Yes,6100956,,10209155,10153323,8122137,Yes,9494871.667,,1.5,0.5,,429.17662,6,0.3,0.2,0.6,O,,,0.066666667,,----,----,----,AlipatNoN,----,----,,429.27586,429.00000,0.27586
20,30,0,11,0,0,,445.1715342,,4190272,3678089,2425380,Yes,3431247,,7700523,8163626,6657082,Yes,7507077,,1.5,0.55,,445.17153,6,0.3,0.2,0.545454545,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,445.27447,445.00000,0.27447
20,32,0,6,0,0,,367.2126112,,8838153,8269237,6220591,Yes,7775993.667,,1881391,1861366,1980417,Yes,1907724.667,,1.6,0.3,,367.21261,5,0.25,0.15625,0.833333333,O,,,0.117647059,,----,----,----,AlipatNoN,----,----,,367.29752,367.00000,0.29752
20,32,0,7,0,0,,383.2075258,,11291454,11082917,8425273,Yes,10266548,,3463723,4382618,4162992,Yes,4003111,,1.6,0.35,,383.20753,5,0.25,0.15625,0.714285714,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,383.29614,383.00000,0.29614
20,32,0,8,0,0,,399.2024404,,12215430,11331127,7699905,Yes,10415487.33,,6089752,7407954,6291329,Yes,6596345,,1.6,0.4,,399.20244,5,0.25,0.15625,0.625,O,,,0.0625,,----,----,----,AlipatNoN,----,----,,399.29475,399.00000,0.29475
20,32,0,9,0,0,,415.197355,,8213314,7745113,5754403,Yes,7237610,,6635629,7176857,6583019,Yes,6798501.667,,1.6,0.45,,415.19735,5,0.25,0.15625,0.555555556,O,,,0.032258065,,----,----,----,AlipatNoN,----,----,,415.29336,415.00000,0.29336
20,32,0,10,0,0,,431.1922696,,6762810,5108355,4102716,Yes,5324627,,6078393,6001913,5546565,Yes,5875623.667,,1.6,0.5,,431.19227,5,0.25,0.15625,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,431.29198,431.00000,0.29198
20,34,0,7,0,0,,385.2231758,,8877531,8415040,6410616,Yes,7901062.333,,2867239,2939311,2359261,Yes,2721937,,1.7,0.35,,385.22318,4,0.2,0.117647059,0.571428571,O,,,0.03030303,,----,----,----,AlipatNoN,----,----,,385.31225,385.00000,0.31225
20,34,0,8,0,0,,401.2180904,,9129474,9338831,6713068,Yes,8393791,,3271037,4428415,4128912,Yes,3942788,,1.7,0.4,,401.21809,4,0.2,0.117647059,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,401.31087,401.00000,0.31087
20,34,0,9,0,0,,417.213005,,6389602,6353592,4383230,Yes,5708808,,4239635,5084848,4356775,Yes,4560419.333,,1.7,0.45,,417.21300,4,0.2,0.117647059,0.444444444,O,,,-0.032258065,,----,----,----,AlipatNoN,----,----,,417.30948,417.00000,0.30948
20,34,0,10,0,0,,433.2079196,,3572891,3755568,2235755,Yes,3188071.333,,3136483,2762877,2606440,Yes,2835266.667,,1.7,0.5,,433.20792,4,0.2,0.117647059,0.4,O,,,-0.066666667,,----,----,----,AlipatNoN,----,----,,433.30809,433.00000,0.30809
20,36,0,8,0,0,,403.2337404,,6196047,5294397,3936233,Yes,5142225.667,,2064584,2341252,2168686,Yes,2191507.333,,1.8,0.4,,403.23374,3,0.15,0.083333333,0.375,O,,,-0.0625,,----,----,----,AlipatNoN,----,----,,403.32698,403.00000,0.32698
20,38,0,7,1,0,,421.2265465,,45873984,15105821,3045724,Yes,21341843,,4284965,5154451,5038539,Yes,4825985,,1.9,0.35,,421.22655,2,0.1,0.052631579,0.285714286,O,,,-0.161290323,,----,----,----,AlipatNoN,----,----,,421.32395,421.00000,0.32395
20,42,0,7,1,0,,425.2578465,,2155695,2572572,3557458,Yes,2761908.333,,6934260,4771359,5152912,Yes,5619510.333,,2.1,0.35,,425.25785,0,0,0,0,O,,,-0.290322581,,----,----,----,AlipatNoN,----,----,,425.35618,425.00000,0.35618
20,42,0,8,1,0,,441.2527611,,2476988,3193979,3074530,Yes,2915165.667,,8507439,4478537,5874140,Yes,6286705.333,,2.1,0.4,,441.25276,0,0,0,0,O,,,-0.333333333,,----,----,----,AlipatNoN,----,----,,441.35479,441.00000,0.35479
21,32,0,6,0,0,,379.2126112,,6893003,5771068,4808326,Yes,5824132.333,,1548825,1925951,2127645,Yes,1867473.667,,1.523809524,0.285714286,,379.21261,6,0.285714286,0.1875,1,O,,,0.166666667,,----,----,----,AlipatNoN,----,----,,379.30030,379.00000,0.30030
21,32,0,7,0,0,,395.2075258,,11100430,10271382,6520560,Yes,9297457.333,,4122896,4124308,3932389,Yes,4059864.333,,1.523809524,0.333333333,,395.20753,6,0.285714286,0.1875,0.857142857,O,,,0.142857143,,----,----,----,AlipatNoN,----,----,,395.29891,395.00000,0.29891
21,32,0,8,0,0,,411.2024404,,11162264,11738426,7655941,Yes,10185543.67,,5809895,6899222,5766924,Yes,6158680.333,,1.523809524,0.380952381,,411.20244,6,0.285714286,0.1875,0.75,O,,,0.117647059,,----,----,----,AlipatNoN,----,----,,411.29752,411.00000,0.29752
21,32,0,9,0,0,,427.197355,,9298504,9055995,6105012,Yes,8153170.333,,7503681,7910861,6647773,Yes,7354105,,1.523809524,0.428571429,,427.19735,6,0.285714286,0.1875,0.666666667,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,427.29614,427.00000,0.29614
21,32,0,10,0,0,,443.1922696,,11214079,9772036,7696644,Yes,9560919.667,,7282735,7649722,6299913,Yes,7077456.667,,1.523809524,0.476190476,,443.19227,6,0.285714286,0.1875,0.6,O,,,0.0625,,----,----,----,AlipatNoN,----,----,,443.29475,443.00000,0.29475
21,32,0,11,0,0,,459.1871842,,5095382,5775534,2948404,Yes,4606440,,5536733,6252044,4906108,Yes,5564961.667,,1.523809524,0.523809524,,459.18718,6,0.285714286,0.1875,0.545454545,O,,,0.032258065,,----,----,----,AlipatNoN,----,----,,459.29336,459.00000,0.29336
21,34,0,7,0,0,,397.2231758,,9306851,7738493,4891760,Yes,7312368,,2190499,2806791,2757195,Yes,2584828.333,,1.619047619,0.333333333,,397.22318,5,0.238095238,0.147058824,0.714285714,O,,,0.085714286,,----,----,----,AlipatNoN,----,----,,397.31503,397.00000,0.31503
21,34,0,8,0,0,,413.2180904,,9515777,9092572,6220326,Yes,8276225,,3518390,4044391,4439821,Yes,4000867.333,,1.619047619,0.380952381,,413.21809,5,0.238095238,0.147058824,0.625,O,,,0.058823529,,----,----,----,AlipatNoN,----,----,,413.31364,413.00000,0.31364
21,34,0,9,0,0,,429.213005,,7027145,7120583,4794110,Yes,6313946,,3932036,5299561,4310805,Yes,4514134,,1.619047619,0.428571429,,429.21300,5,0.238095238,0.147058824,0.555555556,O,,,0.03030303,,----,----,----,AlipatNoN,----,----,,429.31225,429.00000,0.31225
21,34,0,10,0,0,,445.2079196,,16131132,13122438,9394208,Yes,12882592.67,,4730923,4841768,4082743,Yes,4551811.333,,1.619047619,0.476190476,,445.20792,5,0.238095238,0.147058824,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,445.31087,445.00000,0.31087
21,34,0,11,0,0,,461.2028342,,10983283,7733364,5509836,Yes,8075494.333,,4572120,3582418,4376670,Yes,4177069.333,,1.619047619,0.523809524,,461.20283,5,0.238095238,0.147058824,0.454545455,O,,,-0.032258065,,----,----,----,AlipatNoN,----,----,,461.30948,461.00000,0.30948
21,36,0,7,0,0,,399.2388258,,11250829,6202942,4191687,Yes,7215152.667,,1829407,1995608,1924998,Yes,1916671,,1.714285714,0.333333333,,399.23883,4,0.19047619,0.111111111,0.571428571,O,,,0.028571429,,----,----,----,AlipatNoN,----,----,,399.33114,399.00000,0.33114
21,36,0,8,0,0,,415.2337404,,8180547,7564891,4769314,Yes,6838250.667,,2336369,2565786,2603754,Yes,2501969.667,,1.714285714,0.380952381,,415.23374,4,0.19047619,0.111111111,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,415.32976,415.00000,0.32976
21,36,0,9,0,0,,431.228655,,6260024,6559362,4471353,Yes,5763579.667,,2677178,4930807,3135041,Yes,3581008.667,,1.714285714,0.428571429,,431.22865,4,0.19047619,0.111111111,0.444444444,O,,,-0.03030303,,----,----,----,AlipatNoN,----,----,,431.32837,431.00000,0.32837
21,36,0,10,0,0,,447.2235696,,31478652,18967306,17258307,Yes,22568088.33,,2543139,2259609,2927473,Yes,2576740.333,,1.714285714,0.476190476,,447.22357,4,0.19047619,0.111111111,0.4,O,,,-0.0625,,----,----,----,AlipatNoN,----,----,,447.32698,447.00000,0.32698
21,36,0,11,0,0,,463.2184842,,51621670,28989514,24744573,Yes,35118585.67,,2865111,2066859,3929186,Yes,2953718.667,,1.714285714,0.523809524,,463.21848,4,0.19047619,0.111111111,0.363636364,O,,,-0.096774194,,----,----,----,AlipatNoN,----,----,,463.32560,463.00000,0.32560
22,34,0,7,0,0,,409.2231758,,7096841,7441528,4580798,Yes,6373055.667,,2391556,2771367,2891493,Yes,2684805.333,,1.545454545,0.318181818,,409.22318,6,0.272727273,0.176470588,0.857142857,O,,,0.135135135,,----,----,----,AlipatNoN,----,----,,409.31780,409.00000,0.31780
22,34,0,8,0,0,,425.2180904,,8028849,7845660,5254229,Yes,7042912.667,,3815154,3654176,3846291,Yes,3771873.667,,1.545454545,0.363636364,,425.21809,6,0.272727273,0.176470588,0.75,O,,,0.111111111,,----,----,----,AlipatNoN,----,----,,425.31642,425.00000,0.31642
22,34,0,9,0,0,,441.213005,,6698431,7173245,4784615,Yes,6218763.667,,4528174,4689483,4226528,Yes,4481395,,1.545454545,0.409090909,,441.21300,6,0.272727273,0.176470588,0.666666667,O,,,0.085714286,,----,----,----,AlipatNoN,----,----,,441.31503,441.00000,0.31503
22,34,0,10,0,0,,457.2079196,,5022796,5801207,3088307,Yes,4637436.667,,5105638,5117527,3987641,Yes,4736935.333,,1.545454545,0.454545455,,457.20792,6,0.272727273,0.176470588,0.6,O,,,0.058823529,,----,----,----,AlipatNoN,----,----,,457.31364,457.00000,0.31364
22,34,0,11,0,0,,473.2028342,,3861166,4317270,3141174,Yes,3773203.333,,4740105,4171227,3505686,Yes,4139006,,1.545454545,0.5,,473.20283,6,0.272727273,0.176470588,0.545454545,O,,,0.03030303,,----,----,----,AlipatNoN,----,----,,473.31226,473.00000,0.31226
22,34,0,12,0,0,,489.1977488,,2470425,3634844,1817783,Yes,2641017.333,,2965748,3120756,2415725,Yes,2834076.333,,1.545454545,0.545454545,,489.19775,6,0.272727273,0.176470588,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,489.31087,489.00000,0.31087
22,36,0,8,0,0,,427.2337404,,5226054,5738235,4015025,Yes,4993104.667,,1855298,2510283,2222554,Yes,2196045,,1.636363636,0.363636364,,427.23374,5,0.227272727,0.138888889,0.625,O,,,0.055555556,,----,----,----,AlipatNoN,----,----,,427.33253,427.00000,0.33253
22,36,0,9,0,0,,443.228655,,4367612,5268481,3049728,Yes,4228607,,2159151,3174839,2312453,Yes,2548814.333,,1.636363636,0.409090909,,443.22865,5,0.227272727,0.138888889,0.555555556,O,,,0.028571429,,----,----,----,AlipatNoN,----,----,,443.33115,443.00000,0.33115
22,36,0,10,0,0,,459.2235696,,7585748,6250669,5334834,Yes,6390417,,2829277,2906123,2180731,Yes,2638710.333,,1.636363636,0.454545455,,459.22357,5,0.227272727,0.138888889,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,459.32976,459.00000,0.32976
22,36,0,11,0,0,,475.2184842,,5355201,4682879,3987038,Yes,4675039.333,,3210269,2230798,2307763,Yes,2582943.333,,1.636363636,0.5,,475.21848,5,0.227272727,0.138888889,0.454545455,O,,,-0.03030303,,----,----,----,AlipatNoN,----,----,,475.32837,475.00000,0.32837
22,36,0,12,0,0,,491.2133988,,2200152,4074246,1760043,Yes,2678147,,2002716,1908966,2057053,Yes,1989578.333,,1.636363636,0.545454545,,491.21340,5,0.227272727,0.138888889,0.416666667,O,,,-0.0625,,----,----,----,AlipatNoN,----,----,,491.32698,491.00000,0.32698
23,36,0,8,0,0,,439.2337404,,5433982,5640436,3333835,Yes,4802751,,2326056,2209500,2292926,Yes,2276160.667,,1.565217391,0.347826087,,439.23374,6,0.260869565,0.166666667,0.75,O,,,0.105263158,,----,----,----,AlipatNoN,----,----,,439.33531,439.00000,0.33531
23,36,0,9,0,0,,455.228655,,4681939,5686605,3461190,Yes,4609911.333,,2657777,2869425,2342163,Yes,2623121.667,,1.565217391,0.391304348,,455.22865,6,0.260869565,0.166666667,0.666666667,O,,,0.081081081,,----,----,----,AlipatNoN,----,----,,455.33392,455.00000,0.33392
23,36,0,10,0,0,,471.2235696,,3433640,5057594,2546206,Yes,3679146.667,,3324920,3811765,2960783,Yes,3365822.667,,1.565217391,0.434782609,,471.22357,6,0.260869565,0.166666667,0.6,O,,,0.055555556,,----,----,----,AlipatNoN,----,----,,471.33253,471.00000,0.33253
23,36,0,11,0,0,,487.2184842,,1946588,3307065,1632330,Yes,2295327.667,,3183823,3523593,2666884,Yes,3124766.667,,1.565217391,0.47826087,,487.21848,6,0.260869565,0.166666667,0.545454545,O,,,0.028571429,,----,----,----,AlipatNoN,----,----,,487.33115,487.00000,0.33115
24,36,0,7,0,0,,435.2388258,,5611501,6475215,3921039,Yes,5335918.333,,1922051,1656311,1923716,Yes,1834026,,1.5,0.291666667,,435.23883,7,0.291666667,0.194444444,1,O,,,0.170731707,,----,----,----,AlipatNoN,----,----,,435.33947,435.00000,0.33947
24,36,0,8,0,0,,451.2337404,,5948945,6904349,3826088,Yes,5559794,,2554891,2326929,2647063,Yes,2509627.667,,1.5,0.333333333,,451.23374,7,0.291666667,0.194444444,0.875,O,,,0.15,,----,----,----,AlipatNoN,----,----,,451.33808,451.00000,0.33808
24,36,0,9,0,0,,467.228655,,4934342,6408230,3663397,Yes,5001989.667,,3415008,3563921,3489988,Yes,3489639,,1.5,0.375,,467.22865,7,0.291666667,0.194444444,0.777777778,O,,,0.128205128,,----,----,----,AlipatNoN,----,----,,467.33669,467.00000,0.33669
24,36,0,10,0,0,,483.2235696,,4379495,5235077,2964351,Yes,4192974.333,,4038794,4611905,3154879,Yes,3935192.667,,1.5,0.416666667,,483.22357,7,0.291666667,0.194444444,0.7,O,,,0.105263158,,----,----,----,AlipatNoN,----,----,,483.33531,483.00000,0.33531
24,36,0,11,0,0,,499.2184842,,2434357,3854541,1741573,Yes,2676823.667,,4075979,3430075,3204358,Yes,3570137.333,,1.5,0.458333333,,499.21848,7,0.291666667,0.194444444,0.636363636,O,,,0.081081081,,----,----,----,AlipatNoN,----,----,,499.33392,499.00000,0.33392
24,36,0,12,0,0,,515.2133988,,1956147,2156645,1553866,Yes,1888886,,3051352,3312109,2425424,Yes,2929628.333,,1.5,0.5,,515.21340,7,0.291666667,0.194444444,0.583333333,O,,,0.055555556,,----,----,----,AlipatNoN,----,----,,515.33253,515.00000,0.33253
24,38,0,10,0,0,,485.2392196,,3092385,3730909,1914338,Yes,2912544,,2309291,2763683,1821856,Yes,2298276.667,,1.583333333,0.416666667,,485.23922,6,0.25,0.157894737,0.6,O,,,0.052631579,,----,----,----,AlipatNoN,----,----,,485.35142,485.00000,0.35142
24,48,0,2,0,0,,367.3581528,,3792962,2178541,2326368,Yes,2765957,,11339096,7622948,7306801,Yes,8756281.667,,2,0.083333333,,367.35815,1,0.041666667,0.020833333,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,367.44310,367.00000,0.44310
25,38,0,9,0,0,,481.244305,,4466483,6000951,2907943,Yes,4458459,,2042987,2774760,1925867,Yes,2247871.333,,1.52,0.36,,481.24430,7,0.28,0.184210526,0.777777778,O,,,0.12195122,,----,----,----,AlipatNoN,----,----,,481.35559,481.00000,0.35559
25,38,0,10,0,0,,497.2392196,,3903749,4384857,2923665,Yes,3737423.667,,2842014,3040838,2688037,Yes,2856963,,1.52,0.4,,497.23922,7,0.28,0.184210526,0.7,O,,,0.1,,----,----,----,AlipatNoN,----,----,,497.35420,497.00000,0.35420
