DWP,CPCRW,SR
293.71992,,
293.80004,,
293.80004,,
293.80004,,
293.80004,,
293.88016,,
293.88016,,
293.96028,,
293.96028,,
293.96028,,
294.0404,,
294.0404,,
294.0404,,
294.12052,,
294.12052,,
294.12052,,
294.20064,,
294.36088,,
294.52112,,
294.68136,,
294.8416,,
295.00184,,
295.08196,,
295.08196,,
295.08196,,
295.16208,,
295.16208,,
295.2422,,
295.2422,,
295.2422,,
295.32232,,
295.32232,,
295.40244,,
295.40244,,
295.48256,,
295.56268,,
295.56268,,
295.56268,,
295.6428,,
295.6428,,
295.6428,,
295.6428,,
295.6428,,
295.6428,,
295.72292,,
295.80304,,
295.80304,,
295.80304,,
295.80304,,
295.80304,,
295.80304,,
296.0434,,
296.12352,,
296.28376,,
296.36388,,
296.52412,,
296.60424,,
296.60424,,
296.68436,,
296.92472,,
296.92472,,
297.00484,,
297.08496,,
297.32532,,
297.32532,,
297.32532,,
297.32532,,
297.40544,,
297.48556,,
297.56568,,
297.6458,,
297.6458,,
297.6458,,
297.6458,,
297.6458,,
297.72592,,
297.72592,,
297.80604,,
297.80604,,
297.88616,,
297.88616,,
297.88616,,
297.96628,,
297.96628,,
298.0464,,
298.0464,,
298.12652,,
298.20664,,
298.28676,,
298.28676,,
298.36688,,
298.36688,,
298.447,,
298.447,,
298.447,,
298.60724,,
298.60724,,
298.76748,,
298.8476,,
298.8476,,
298.8476,,
299.08796,,
299.08796,,
299.08796,,
299.08796,,
299.08796,,
299.16808,,
299.16808,,
299.16808,,
299.2482,,
299.2482,,
299.32832,,
299.32832,,
299.32832,,
299.40844,,
299.48856,,
299.48856,,
299.48856,,
299.6488,,
299.80904,,
299.80904,,
299.80904,,
299.80904,,
299.80904,,
299.80904,,
299.88916,,
299.88916,,
299.88916,,
299.96928,,
299.96928,,
299.96928,,
299.96928,,
300.0494,,
300.12952,,
300.28976,,
300.36988,,
300.45,,
300.53012,,
300.53012,,
300.61024,,
300.61024,,
300.69036,,
300.69036,,
300.77048,,
300.8506,,
300.93072,,
300.93072,,
301.01084,,
301.01084,,
301.01084,,
301.09096,,
301.17108,,
301.17108,,
301.17108,,
301.17108,,
301.2512,,
301.2512,,
301.2512,,
301.33132,,
301.33132,,
301.33132,,
301.49156,,
301.49156,,
301.49156,,
301.57168,,
301.6518,,
301.6518,,
301.81204,,
301.81204,,
301.89216,,
301.89216,,
301.97228,,
301.97228,,
302.0524,,
302.0524,,
302.29276,,
302.29276,,
302.37288,,
302.37288,,
302.453,,
302.453,,
302.53312,,
302.61324,,
302.77348,,
302.77348,,
302.77348,,
302.8536,,
302.8536,,
302.8536,,
302.93372,,
303.01384,,
303.01384,,
303.09396,,
303.17408,,
303.2542,,
303.2542,,
303.33432,,
303.33432,,
303.33432,,
303.41444,,
303.41444,,
303.49456,,
303.49456,,
303.49456,,
303.57468,,
303.6548,,
303.6548,,
303.6548,,
303.73492,,
303.73492,,
304.0554,,
304.0554,,
304.13552,,
304.13552,,
304.21564,,
304.21564,,
304.21564,,
304.21564,,
304.21564,,
304.29576,,
304.37588,,
304.456,,
304.456,,
304.53612,,
304.53612,,
304.77648,,
304.77648,,
304.77648,,
304.8566,,
304.93672,,
305.09696,,
305.09696,,
305.09696,,
305.09696,,
305.2572,,
305.2572,,
305.33732,,
305.33732,,
305.33732,,
305.33732,,
305.41744,,
305.41744,,
305.41744,,
305.49756,,
305.49756,,
305.49756,,
305.57768,,
305.6578,,
305.6578,,
305.6578,,
305.73792,,
305.73792,,
305.73792,,
305.73792,,
305.73792,,
305.73792,,
305.81804,,
306.0584,,
306.13852,,
306.21864,,
306.21864,,
306.37888,,
306.459,,
306.459,,
306.53912,,
306.61924,,
306.61924,,
306.61924,,
306.77948,,
306.8596,,
306.8596,,
306.8596,,
306.93972,,
307.01984,,
307.09996,,
307.18008,,
307.18008,,
307.18008,,
307.18008,,
307.18008,,
307.2602,,
307.2602,,
307.42044,,
307.42044,,
307.50056,,
307.58068,,
307.6608,,
307.74092,,
307.82104,,
307.90116,,
307.98128,,
307.98128,,
307.98128,,
308.0614,,
308.14152,,
308.22164,,
308.22164,,
308.30176,,
308.30176,,
308.30176,,
308.38188,,
308.38188,,
308.54212,,
308.62224,,
308.70236,,
308.78248,,
308.8626,,
308.8626,,
308.8626,,
308.94272,,
308.94272,,
309.10296,,
309.10296,,
309.10296,,
309.34332,,
309.34332,,
309.34332,,
309.34332,,
309.42344,,
309.50356,,
309.50356,,
309.50356,,
309.6638,,
309.6638,,
309.6638,,
309.82404,,
309.90416,,
309.90416,,
309.90416,,
310.14452,,
310.14452,,
310.22464,,
310.22464,,
310.30476,,
310.30476,,
310.30476,,
310.38488,,
310.38488,,
310.38488,,
310.465,,
310.465,,
310.54512,,
310.54512,,
310.70536,,
310.70536,,
310.70536,,
310.70536,,
310.78548,,
310.78548,,
310.8656,,
310.8656,,
310.94572,,
311.02584,,
311.10596,,
311.10596,,
311.18608,,
311.18608,,
311.2662,,
311.2662,,
311.34632,,
311.42644,,
311.42644,,
311.42644,,
311.50656,,
311.6668,,
311.6668,,
311.6668,,
311.82704,,
311.98728,,
311.98728,,
311.98728,,
312.0674,,
312.0674,,
312.0674,,
312.0674,,
312.0674,,
312.14752,,
312.14752,,
312.22764,,
312.22764,,
312.22764,,
312.38788,,
312.38788,,
312.468,,
312.468,,
312.54812,,
312.54812,,
312.62824,,
312.62824,,
312.62824,,
312.70836,,
312.70836,,
312.78848,,
312.8686,,
313.02884,,
313.10896,,
313.10896,,
313.10896,,
313.10896,,
313.18908,,
313.18908,,
313.18908,,
313.18908,,
313.2692,,
313.34932,,
313.42944,,
313.50956,,
313.58968,,
313.6698,,
313.74992,,
313.83004,,
313.83004,,
313.91016,,
313.99028,,
313.99028,,
314.15052,,
314.15052,,
314.31076,,
314.39088,,
314.39088,,
314.55112,,
314.63124,,
314.71136,,
314.79148,,
314.79148,,
314.8716,,
314.95172,,
314.95172,,
314.95172,,
314.95172,,
314.95172,,
315.03184,,
315.03184,,
315.03184,,
315.11196,,
315.11196,,
315.11196,,
315.11196,,
315.19208,,
315.2722,,
315.2722,,
315.35232,,
315.35232,,
315.43244,,
315.51256,,
315.59268,,
315.59268,,
315.59268,,
315.59268,,
315.6728,,
315.6728,,
315.75292,,
315.75292,,
315.75292,,
315.83304,,
315.83304,,
315.91316,,
315.91316,,
315.91316,,
315.91316,,
315.91316,,
315.99328,,
316.0734,,
316.23364,,
316.23364,,
316.23364,,
316.23364,,
316.31376,,
316.39388,,
316.39388,,
316.55412,,
316.63424,,
316.63424,,
316.63424,,
316.79448,,
316.8746,,
316.8746,,
316.95472,,
317.11496,,
317.11496,,
317.19508,,
317.2752,,
317.51556,,
317.6758,,
317.6758,,
317.75592,,
317.75592,,
317.83604,,
317.83604,,
317.91616,,
317.91616,,
317.99628,,
317.99628,,
318.15652,,
318.23664,,
318.23664,,
318.31676,,
318.31676,,
318.39688,,
318.477,,
318.477,,
318.55712,,
318.55712,,
318.55712,,
318.63724,,
318.71736,,
318.71736,,
318.71736,,
318.71736,,
318.95772,,
318.95772,,
318.95772,,
319.03784,,
319.03784,,
319.03784,,
319.19808,,
319.2782,,
319.35832,,
319.43844,,
319.6788,,
319.6788,,
319.75892,,
319.75892,,
319.83904,,
319.91916,,
319.91916,,
319.91916,,
319.91916,,
319.99928,,
320.15952,,
320.15952,,
320.15952,,
320.15952,,
320.31976,,
320.31976,,
320.31976,,
320.39988,,
320.48,,
320.56012,,
320.64024,,
320.64024,,
320.64024,,
320.72036,,
320.72036,,
320.8806,,
320.8806,,
321.12096,,
321.12096,,
321.12096,,
321.12096,,
321.12096,,
321.12096,,
321.36132,,
321.44144,,
321.44144,,
321.44144,,
321.52156,,
321.6818,,
321.84204,,
321.84204,,
321.92216,,
321.92216,,
322.00228,,
322.00228,,
322.00228,,
322.00228,,
322.0824,,
322.0824,,
322.16252,,
322.24264,,
322.40288,,
322.483,,
322.483,,
322.483,,
322.56312,,
322.56312,,
322.64324,,
322.8836,,
322.96372,,
322.96372,,
323.2842,,
323.52456,,
323.60468,,
323.6848,,
323.76492,,
323.76492,,
323.84504,,
323.92516,,
323.92516,,
324.00528,,
324.00528,,
324.24564,,
324.32576,,
324.40588,,
324.486,,
324.56612,,
324.56612,,
324.56612,,
324.56612,,
324.64624,,
324.72636,,
324.72636,,
324.80648,,
324.80648,,
324.80648,,
324.80648,,
324.8866,,
324.8866,,
324.8866,,
324.96672,,
324.96672,,
324.96672,,
325.12696,,
325.12696,,
325.20708,,
325.20708,,
325.36732,,
325.36732,,
325.36732,,
325.44744,,
325.60768,,
325.60768,,
325.76792,,
325.76792,,
325.92816,,
326.00828,,
326.00828,,
326.16852,,
326.16852,,
326.24864,,
326.24864,,
326.32876,,
326.489,,
326.72936,,
326.72936,,
326.8896,,
326.96972,,
326.96972,,
327.04984,,
327.04984,,
327.12996,,
327.21008,,
327.2902,,
327.37032,,
327.37032,,
327.37032,,
327.45044,,
327.45044,,
327.53056,,
327.53056,,
327.53056,,
327.61068,,
327.61068,,
327.6908,,
327.77092,,
327.85104,,
327.93116,,
328.01128,,
328.0914,,
328.17152,,
328.17152,,
328.41188,,
328.41188,,
328.41188,,
328.57212,,
328.65224,,
328.73236,,
328.81248,,
328.81248,,
328.8926,,
328.8926,,
329.05284,,
329.21308,,
329.2932,,
329.2932,,
329.37332,,
329.37332,,
329.45344,,
329.53356,,
329.53356,,
329.61368,,
329.61368,,
329.61368,,
329.61368,,
329.6938,,
329.77392,,
329.77392,,
329.77392,,
329.77392,,
329.85404,,
329.85404,,
330.01428,,
330.0944,,
330.17452,,
330.25464,,
330.25464,,
330.41488,,
330.495,,
330.57512,,
330.65524,,
330.65524,,
330.73536,,
330.73536,,
330.8956,,
330.8956,,
330.8956,,
330.97572,,
331.05584,,
331.13596,,
331.21608,,
331.21608,,
331.2962,,
331.2962,,
331.37632,,
331.37632,,
331.45644,,
331.53656,,
331.61668,,
331.61668,,
331.6968,,
331.6968,,
331.77692,,
331.77692,,
331.77692,,
331.77692,,
331.85704,,
332.01728,,
332.01728,,
332.01728,,
332.0974,,
332.17752,,
332.25764,,
332.25764,,
332.33776,,
332.41788,,
332.498,,
332.57812,,
332.65824,,
332.81848,,
332.8986,,
332.97872,,
332.97872,,
333.05884,,
333.05884,,
333.05884,,
333.13896,,
333.21908,,
333.2992,,
333.37932,,
333.45944,,
333.45944,,
333.53956,,
333.53956,,
333.6998,,
333.6998,,
333.77992,,
333.77992,,
333.77992,,
333.94016,,
333.94016,,
333.94016,,
333.94016,,
333.94016,,
334.18052,,
334.26064,,
334.34076,,
334.42088,,
334.42088,,
334.501,,
334.501,,
334.501,,
334.58112,,
334.58112,,
334.82148,,
334.82148,,
334.82148,,
334.9016,,
334.9016,,
334.9016,,
335.06184,,
335.14196,,
335.14196,,
335.14196,,
335.22208,,
335.3022,,
335.3022,,
335.38232,,
335.38232,,
335.62268,,
335.7028,,
335.78292,,
335.78292,,
335.78292,,
335.94316,,
335.94316,,
335.94316,,
335.94316,,
336.02328,,
336.1034,,
336.1034,,
336.18352,,
336.18352,,
336.18352,,
336.34376,,
336.42388,,
336.42388,,
336.504,,
336.58412,,
336.66424,,
336.74436,,
336.82448,,
336.9046,,
337.14496,,
337.22508,,
337.46544,,
337.46544,,
337.46544,,
337.46544,,
337.46544,,
337.62568,,
337.7058,,
337.78592,,
337.86604,,
337.86604,,
337.94616,,
337.94616,,
338.02628,,
338.02628,,
338.02628,,
338.02628,,
338.1064,,
338.18652,,
338.26664,,
338.26664,,
338.58712,,
338.66724,,
338.66724,,
338.74736,,
338.82748,,
338.9076,,
338.98772,,
338.98772,,
338.98772,,
339.06784,,
339.06784,,
339.14796,,
339.14796,,
339.54856,,
339.54856,,
339.54856,,
339.54856,,
339.54856,,
339.62868,,
339.7088,,
339.7088,,
339.78892,,
339.78892,,
339.86904,,
339.86904,,
339.94916,,
339.94916,,
339.94916,,
340.02928,,
340.02928,,
340.1094,,
340.1094,,
340.1094,,
340.1094,,
340.18952,,
340.18952,,
340.26964,,
340.26964,,
340.34976,,
340.42988,,
340.42988,,
340.42988,,
340.42988,,
340.42988,,
340.59012,,
340.75036,,
340.75036,,
340.9106,,
340.99072,,
341.07084,,
341.07084,,
341.15096,,
341.3112,,
341.3112,,
341.3112,,
341.3112,,
341.47144,,
341.47144,,
341.47144,,
341.55156,,
341.55156,,
341.63168,,
341.63168,,
341.7118,,
341.79192,,
341.95216,,
342.03228,,
342.03228,,
342.03228,,
342.1124,,
342.27264,,
342.27264,,
342.27264,,
342.27264,,
342.35276,,
342.35276,,
342.43288,,
342.59312,,
342.59312,,
342.67324,,
342.67324,,
342.75336,,
342.75336,,
342.83348,,
343.15396,,
343.23408,,
343.3142,,
343.3142,,
343.3142,,
343.47444,,
343.47444,,
343.55456,,
343.63468,,
343.63468,,
343.7148,,
343.7148,,
343.7148,,
343.7148,,
343.79492,,
343.79492,,
343.79492,,
343.87504,,
343.87504,,
343.87504,,
343.95516,,
343.95516,,
344.35576,,
344.43588,,
344.43588,,
344.43588,,
344.43588,,
344.516,,
344.59612,,
344.59612,,
344.75636,,
344.75636,,
344.83648,,
344.99672,,
344.99672,,
345.07684,,
345.07684,,
345.07684,,
345.15696,,
345.15696,,
345.15696,,
345.15696,,
345.15696,,
345.23708,,
345.23708,,
345.23708,,
345.47744,,
345.55756,,
345.55756,,
345.79792,,
345.79792,,
345.87804,,
345.87804,,
345.95816,,
345.95816,,
346.03828,,
346.1184,,
346.19852,,
346.19852,,
346.27864,,
346.27864,,
346.35876,,
346.35876,,
346.43888,,
346.43888,,
346.43888,,
346.519,,
346.519,,
346.519,,
346.59912,,
346.67924,,
346.67924,,
346.67924,,
346.83948,,
346.9196,,
346.9196,,
346.9196,,
346.9196,,
346.99972,,
346.99972,,
347.07984,,
347.3202,,
347.40032,,
347.56056,,
347.56056,,
347.64068,,
347.64068,,
347.88104,,
347.88104,,
347.88104,,
347.88104,,
347.96116,,
348.04128,,
348.04128,,
348.20152,,
348.20152,,
348.20152,,
348.28164,,
348.36176,,
348.36176,,
348.36176,,
348.36176,,
348.522,,
348.60212,,
348.68224,,
348.68224,,
348.76236,,
348.76236,,
349.00272,,
349.00272,,
349.00272,,
349.08284,,
349.08284,,
349.08284,,
349.16296,,
349.16296,,
349.24308,,
349.40332,,
349.48344,,
349.48344,,
349.64368,,
349.64368,,
349.7238,,
349.80392,,
349.88404,,
349.96416,,
349.96416,,
350.04428,,
350.1244,,
350.20452,,
350.20452,,
350.20452,,
350.20452,,
350.36476,,
350.36476,,
350.44488,,
350.525,,
350.525,,
350.60512,,
350.60512,,
350.60512,,
350.76536,,
350.76536,,
350.76536,,
350.84548,,
350.84548,,
350.9256,,
350.9256,,
351.00572,,
351.00572,,
351.00572,,
351.00572,,
351.16596,,
351.24608,,
351.24608,,
351.3262,,
351.48644,,
351.56656,,
351.64668,,
351.7268,,
351.80692,,
351.80692,,
351.88704,,
351.88704,,
352.04728,,
352.04728,,
352.1274,,
352.20752,,
352.28764,,
352.36776,,
352.36776,,
352.36776,,
352.44788,,
352.528,,
352.528,,
352.60812,,
352.68824,,
352.76836,,
352.76836,,
352.76836,,
353.00872,,
353.24908,,
353.24908,,
353.3292,,
353.48944,,
353.48944,,
353.56956,,
353.64968,,
353.64968,,
353.64968,,
353.7298,,
353.80992,,
353.80992,,
353.97016,,
354.1304,,
354.21052,,
354.21052,,
354.29064,,
354.37076,,
354.45088,,
354.45088,,
354.45088,,
354.531,,
354.61112,,
354.61112,,
354.69124,,
354.77136,,
354.85148,,
354.9316,,
355.09184,,
355.09184,,
355.3322,,
355.3322,,
355.49244,,
355.57256,,
355.57256,,
355.57256,,
355.57256,,
355.65268,,
355.7328,,
355.7328,,
355.7328,,
355.81292,,
355.81292,,
355.97316,,
355.97316,,
355.97316,,
355.97316,,
356.05328,,
356.05328,,
356.1334,,
356.1334,,
356.1334,,
356.1334,,
356.1334,,
356.37376,,
356.45388,,
356.534,,
356.534,,
356.534,,
356.534,,
356.61412,,
356.69424,,
356.77436,,
356.77436,,
356.85448,,
357.01472,,
357.09484,,
357.09484,,
357.09484,,
357.17496,,
357.17496,,
357.17496,,
357.25508,,
357.3352,,
357.3352,,
357.41532,,
357.41532,,
357.49544,,
357.57556,,
357.57556,,
357.65568,,
357.81592,,
357.89604,,
357.89604,,
357.97616,,
357.97616,,
358.1364,,
358.21652,,
358.21652,,
358.21652,,
358.29664,,
358.29664,,
358.537,,
358.537,,
358.537,,
358.61712,,
358.69724,,
359.01772,,
359.09784,,
359.09784,,
359.17796,,
359.25808,,
359.25808,,
359.25808,,
359.25808,,
359.3382,,
359.3382,,
359.49844,,
359.57856,,
359.65868,,
359.65868,,
359.7388,,
359.89904,,
360.05928,,
360.05928,,
360.05928,,
360.21952,,
360.21952,,
360.37976,,
360.45988,,
360.45988,,
360.78036,,
360.78036,,
360.86048,,
360.9406,,
361.02072,,
361.18096,,
361.18096,,
361.3412,,
361.3412,,
361.3412,,
361.3412,,
361.3412,,
361.42132,,
361.50144,,
361.50144,,
361.58156,,
361.58156,,
361.66168,,
361.66168,,
361.7418,,
361.7418,,
361.90204,,
361.98216,,
362.1424,,
362.22252,,
362.22252,,
362.30264,,
362.38276,,
362.543,,
362.543,,
362.543,,
362.62312,,
362.70324,,
362.70324,,
362.70324,,
362.78336,,
362.86348,,
362.9436,,
363.18396,,
363.18396,,
363.26408,,
363.26408,,
363.3442,,
363.3442,,
363.50444,,
363.50444,,
363.50444,,
363.58456,,
363.82492,,
363.90504,,
363.90504,,
363.90504,,
363.90504,,
363.98516,,
363.98516,,
364.06528,,
364.22552,,
364.30564,,
364.46588,,
364.546,,
364.62612,,
364.78636,,
364.86648,,
364.9466,,
365.02672,,
365.10684,,
365.10684,,
365.10684,,
365.26708,,
365.26708,,
365.42732,,
365.42732,,
365.58756,,
365.66768,,
365.66768,,
365.66768,,
365.7478,,
365.7478,,
365.82792,,
365.90804,,
365.90804,,
365.98816,,
365.98816,,
366.1484,,
366.1484,,
366.1484,,
366.1484,,
366.1484,,
366.30864,,
366.46888,,
366.549,,
366.62912,,
366.62912,,
366.86948,,
366.9496,,
366.9496,,
366.9496,,
367.02972,,
367.02972,,
367.02972,,
367.10984,,
367.18996,,
367.18996,,
367.27008,,
367.43032,,
367.43032,,
367.43032,,
367.59056,,
367.59056,,
367.59056,,
367.67068,,
367.7508,,
367.83092,,
367.83092,,
367.91104,,
367.99116,,
367.99116,,
367.99116,,
367.99116,,
368.07128,,
368.07128,,
368.23152,,
368.31164,,
368.47188,,
368.552,,
368.63212,,
368.71224,,
368.71224,,
368.9526,,
368.9526,,
368.9526,,
369.03272,,
369.03272,,
369.11284,,
369.19296,,
369.3532,,
369.59356,,
369.59356,,
369.7538,,
369.91404,,
369.91404,,
369.91404,,
369.99416,,
370.07428,,
370.23452,,
370.23452,,
370.39476,,
370.47488,,
370.47488,,
370.63512,,
370.63512,,
370.63512,,
370.71524,,
370.71524,,
370.87548,,
371.03572,,
371.19596,,
371.19596,,
371.27608,,
371.3562,,
371.43632,,
371.51644,,
371.59656,,
371.59656,,
371.67668,,
371.67668,,
371.7568,,
371.7568,,
371.83692,,
371.91704,,
371.99716,,
371.99716,,
372.07728,,
372.07728,,
372.07728,,
372.1574,,
372.1574,,
372.23752,,
372.31764,,
372.39776,,
372.39776,,
372.63812,,
372.9586,,
372.9586,,
373.03872,,
373.11884,,
373.27908,,
373.27908,,
373.3592,,
373.43932,,
373.51944,,
373.51944,,
373.67968,,
373.67968,,
373.7598,,
373.7598,,
373.7598,,
373.83992,,
373.83992,,
373.92004,,
373.92004,,
373.92004,,
374.00016,,
374.00016,,
374.08028,,
374.1604,,
374.24052,,
374.24052,,
374.24052,,
374.32064,,
374.40076,,
374.48088,,
374.48088,,
374.561,,
374.561,,
374.72124,,
374.72124,,
374.88148,,
375.04172,,
375.12184,,
375.3622,,
375.52244,,
375.52244,,
375.60256,,
375.7628,,
376.00316,,
376.08328,,
376.1634,,
376.24352,,
376.32364,,
376.32364,,
376.32364,,
376.40376,,
376.40376,,
376.48388,,
376.564,,
376.80436,,
376.88448,,
376.88448,,
376.88448,,
376.9646,,
376.9646,,
377.04472,,
377.04472,,
377.20496,,
377.20496,,
377.28508,,
377.28508,,
377.3652,,
377.52544,,
377.7658,,
377.7658,,
377.84592,,
377.84592,,
377.84592,,
378.00616,,
378.08628,,
378.1664,,
378.1664,,
378.1664,,
378.1664,,
378.24652,,
378.24652,,
378.24652,,
378.40676,,
378.72724,,
378.80736,,
378.80736,,
378.88748,,
378.88748,,
378.9676,,
379.12784,,
379.12784,,
379.3682,,
379.68868,,
379.68868,,
379.7688,,
380.00916,,
380.00916,,
380.32964,,
380.32964,,
380.32964,,
380.40976,,
380.48988,,
380.57,,
380.57,,
380.65012,,
380.65012,,
380.73024,,
380.73024,,
380.73024,,
380.73024,,
380.81036,,
380.81036,,
380.89048,,
381.05072,,
381.05072,,
381.13084,,
381.21096,,
381.3712,,
381.45132,,
381.53144,,
381.61156,,
381.69168,,
381.69168,,
381.7718,,
381.85192,,
381.93204,,
381.93204,,
381.93204,,
381.93204,,
382.01216,,
382.01216,,
382.01216,,
382.09228,,
382.09228,,
382.09228,,
382.09228,,
382.1724,,
382.25252,,
382.33264,,
382.33264,,
382.49288,,
382.65312,,
382.73324,,
382.81336,,
382.81336,,
382.89348,,
382.9736,,
382.9736,,
383.29408,,
383.45432,,
383.61456,,
383.69468,,
383.7748,,
383.85492,,
383.85492,,
383.85492,,
383.85492,,
383.85492,,
384.01516,,
384.09528,,
384.1754,,
384.25552,,
384.25552,,
384.33564,,
384.41576,,
384.41576,,
384.41576,,
384.49588,,
384.65612,,
384.9766,,
384.9766,,
385.05672,,
385.05672,,
385.05672,,
385.13684,,
385.3772,,
385.45732,,
385.53744,,
385.61756,,
385.69768,,
385.69768,,
385.7778,,
385.7778,,
385.7778,,
385.93804,,
386.01816,,
386.01816,,
386.1784,,
386.25852,,
386.25852,,
386.25852,,
386.33864,,
386.41876,,
386.49888,,
386.89948,,
386.9796,,
386.9796,,
387.13984,,
387.21996,,
387.21996,,
387.30008,,
387.30008,,
387.30008,,
387.3802,,
387.3802,,
387.46032,,
387.54044,,
387.54044,,
387.62056,,
387.62056,,
387.62056,,
387.70068,,
387.70068,,
387.7808,,
387.86092,,
387.86092,,
387.86092,,
387.94104,,
387.94104,,
388.10128,,
388.10128,,
388.1814,,
388.1814,,
388.34164,,
388.42176,,
388.42176,,
388.42176,,
388.42176,,
388.66212,,
388.66212,,
388.66212,,
388.66212,,
388.74224,,
388.82236,,
389.14284,,
389.14284,,
389.3832,,
389.54344,,
389.54344,,
389.54344,,
389.62356,,
389.70368,,
389.70368,,
389.94404,,
389.94404,,
390.1844,,
390.26452,,
390.26452,,
390.26452,,
390.42476,,
390.50488,,
390.585,,
390.585,,
390.66512,,
390.90548,,
391.06572,,
391.06572,,
391.06572,,
391.54644,,
391.54644,,
391.70668,,
391.7868,,
391.7868,,
391.7868,,
391.86692,,
391.94704,,
392.02716,,
392.02716,,
392.1874,,
392.26752,,
392.26752,,
392.34764,,
392.34764,,
392.42776,,
392.42776,,
392.50788,,
392.66812,,
392.74824,,
392.9886,,
393.06872,,
393.06872,,
393.06872,,
393.06872,,
393.06872,,
393.30908,,
393.30908,,
393.3892,,
393.3892,,
393.62956,,
393.62956,,
393.62956,,
393.7898,,
393.86992,,
393.86992,,
394.03016,,
394.1904,,
394.27052,,
394.27052,,
394.35064,,
394.51088,,
394.51088,,
394.591,,
394.591,,
394.67112,,
394.75124,,
394.83136,,
394.91148,,
394.9916,,
395.07172,,
395.15184,,
395.31208,,
395.63256,,
395.87292,,
396.1934,,
396.27352,,
396.35364,,
396.51388,,
396.594,,
396.594,,
396.594,,
396.67412,,
396.75424,,
396.75424,,
396.75424,,
396.83436,,
396.83436,,
396.83436,,
396.83436,,
396.83436,,
396.91448,,
396.9946,,
396.9946,,
397.15484,,
397.3952,,
397.47532,,
397.71568,,
397.71568,,
397.7958,,
397.7958,,
397.7958,,
397.87592,,
397.95604,,
397.95604,,
398.03616,,
398.03616,,
398.03616,,
398.27652,,
398.27652,,
398.35664,,
398.43676,,
398.43676,,
398.51688,,
398.597,,
398.597,,
398.67712,,
398.67712,,
398.67712,,
398.91748,,
398.9976,,
398.9976,,
399.15784,,
399.15784,,
399.15784,,
399.23796,,
399.23796,,
399.3982,,
399.47832,,
399.47832,,
399.63856,,
399.71868,,
399.7988,,
399.7988,,
399.7988,,
399.87892,,
399.87892,,
400.03916,,
400.03916,,
400.03916,,
400.03916,,
400.03916,,
400.11928,,
400.1994,,
400.1994,,
400.27952,,
400.35964,,
400.51988,,
400.51988,,
400.6,,
400.68012,,
400.68012,,
400.76024,,
400.84036,,
400.92048,,
400.92048,,
400.92048,,
400.92048,,
401.0006,,
401.0006,,
401.32108,,
401.32108,,
401.56144,,
401.88192,,
402.12228,,
402.12228,,
402.52288,,
402.52288,,
402.603,,
402.603,,
402.68312,,
402.68312,,
402.76324,,
402.76324,,
402.84336,,
402.84336,,
402.92348,,
402.92348,,
403.0036,,
403.0036,,
403.08372,,
403.08372,,
403.08372,,
403.16384,,
403.16384,,
403.16384,,
403.24396,,
403.32408,,
403.4042,,
403.48432,,
403.48432,,
403.64456,,
403.8048,,
403.96504,,
404.12528,,
404.36564,,
404.606,,
404.68612,,
404.92648,,
404.92648,,
405.0066,,
405.0066,,
405.08672,,
405.4072,,
405.48732,,
405.72768,,
405.8078,,
405.88792,,
405.96804,,
405.96804,,
406.12828,,
406.12828,,
406.2084,,
406.28852,,
406.36864,,
406.36864,,
406.36864,,
406.44876,,
406.52888,,
406.609,,
406.68912,,
406.68912,,
406.76924,,
406.84936,,
406.84936,,
406.92948,,
407.0096,,
407.0096,,
407.08972,,
407.16984,,
407.24996,,
407.33008,,
407.4102,,
407.49032,,
407.49032,,
407.49032,,
407.57044,,
407.65056,,
407.73068,,
407.8108,,
407.97104,,
407.97104,,
408.05116,,
408.13128,,
408.2114,,
408.29152,,
408.29152,,
408.37164,,
408.37164,,
408.37164,,
408.45176,,
408.612,,
408.612,,
408.77224,,
408.93248,,
409.09272,,
409.17284,,
409.4132,,
409.4132,,
409.49332,,
409.49332,,
409.65356,,
409.73368,,
409.8138,,
409.97404,,
409.97404,,
409.97404,,
410.05416,,
410.13428,,
410.2144,,
410.29452,,
410.29452,,
410.29452,,
410.37464,,
410.37464,,
410.45476,,
410.53488,,
410.69512,,
410.69512,,
410.77524,,
410.85536,,
410.85536,,
410.93548,,
410.93548,,
411.0156,,
411.0156,,
411.09572,,
411.09572,,
411.09572,,
411.17584,,
411.25596,,
411.57644,,
411.89692,,
411.97704,,
412.37764,,
412.37764,,
412.37764,,
412.618,,
412.93848,,
412.93848,,
413.09872,,
413.09872,,
413.17884,,
413.33908,,
413.33908,,
413.4192,,
413.4192,,
413.49932,,
413.73968,,
413.73968,,
413.73968,,
413.89992,,
413.89992,,
413.98004,,
414.06016,,
414.06016,,
414.06016,,
414.14028,,
414.2204,,
414.46076,,
414.54088,,
414.54088,,
414.78124,,
414.86136,,
414.86136,,
414.86136,,
414.86136,,
414.94148,,
415.10172,,
415.26196,,
415.50232,,
415.58244,,
415.74268,,
415.74268,,
415.8228,,
415.8228,,
416.06316,,
416.2234,,
416.30352,,
416.38364,,
416.78424,,
417.0246,,
417.10472,,
417.18484,,
417.18484,,
417.26496,,
417.26496,,
417.4252,,
417.50532,,
417.50532,,
417.58544,,
417.58544,,
417.74568,,
417.74568,,
417.74568,,
417.90592,,
417.98604,,
417.98604,,
417.98604,,
418.06616,,
418.06616,,
418.14628,,
418.2264,,
418.2264,,
418.38664,,
418.38664,,
418.46676,,
418.46676,,
