"","SampleID","Site","Treatment","TREATMENT_PHASE","inctime_hours","DryMass_SoilOnly_g","CO2_flux_mgC_hr","cumCO2_flux_mgC_gSoil","CO2_flux_mgC_gSoil_hr"
"4476","D16","DWP","field moist","FIELD_MOIST_INCUBATION",511.55,NA,1.44391280718012,NA,NA
"4477","D17","DWP","field moist","FIELD_MOIST_INCUBATION",608.2,318.25,2.95441522984737,18.5937664802123,0.00928331572615042
"4478","D18","DWP","field moist","FIELD_MOIST_INCUBATION",608.2,461.79,1.33983088435379,3.38157034776927,0.00290138566091468
"4479","D19","DWP","field moist","FIELD_MOIST_INCUBATION",608.2,457.99,1.3734991899629,3.35177976736964,0.00299897200804144
"4480","D20","DWP","field moist","FIELD_MOIST_INCUBATION",608.2,387.1,1.26050965678326,3.79467190058047,0.00325628947761111
"4481","D16","DWP","field moist","FIELD_MOIST_INCUBATION",512.03,NA,1.37289692050641,NA,NA
"4482","D17","DWP","field moist","FIELD_MOIST_INCUBATION",608.68,318.25,3.2744904714535,18.5987052246783,0.0102890509707887
"4483","D18","DWP","field moist","FIELD_MOIST_INCUBATION",608.68,461.79,1.26323403525217,3.38288339555489,0.00273551622003978
"4484","D19","DWP","field moist","FIELD_MOIST_INCUBATION",608.68,457.99,1.04144157517767,3.35287125835435,0.00227393955146982
"4485","D20","DWP","field moist","FIELD_MOIST_INCUBATION",608.68,387.1,1.16700895696313,3.79611897962811,0.00301474801592128
"4486","D16","DWP","field moist","FIELD_MOIST_INCUBATION",512.51,NA,1.39276840026748,NA,NA
"4487","D17","DWP","field moist","FIELD_MOIST_INCUBATION",609.16,318.25,3.14086358685287,18.6034424266317,0.00986917073637978
"4488","D18","DWP","field moist","FIELD_MOIST_INCUBATION",609.16,461.79,1.20972246642202,3.38414082162276,0.00261963764139981
"4489","D19","DWP","field moist","FIELD_MOIST_INCUBATION",609.16,457.99,1.28785932392581,3.35422100938709,0.00281198131820741
"4490","D20","DWP","field moist","FIELD_MOIST_INCUBATION",609.16,387.1,1.16773850767761,3.7975669633111,0.00301663267289489
"4491","D16","DWP","field moist","FIELD_MOIST_INCUBATION",513,NA,1.48430546123405,NA,NA
"4492","D17","DWP","field moist","FIELD_MOIST_INCUBATION",609.65,318.25,3.17321128120502,18.6083281250694,0.00997081313811474
"4493","D18","DWP","field moist","FIELD_MOIST_INCUBATION",609.65,461.79,1.25659800704282,3.3854741831582,0.00272114599069451
"4494","D19","DWP","field moist","FIELD_MOIST_INCUBATION",609.65,457.99,1.32933919683726,3.35564325923195,0.00290255070380852
"4495","D20","DWP","field moist","FIELD_MOIST_INCUBATION",609.65,387.1,1.03984317414586,3.79888322049356,0.00268623914788392
"4496","D16","DWP","field moist","FIELD_MOIST_INCUBATION",513.48,NA,1.51700624029485,NA,NA
"4497","D17","DWP","field moist","FIELD_MOIST_INCUBATION",610.13,318.25,3.78722504605011,18.6140402005513,0.0119001572538888
"4498","D18","DWP","field moist","FIELD_MOIST_INCUBATION",610.13,461.79,1.01347113844427,3.38652761901964,0.00219465804466158
"4499","D19","DWP","field moist","FIELD_MOIST_INCUBATION",610.13,457.99,1.08537507594075,3.3567807950656,0.00236986632009596
"4500","D20","DWP","field moist","FIELD_MOIST_INCUBATION",610.13,387.1,1.26630027441391,3.80045341974884,0.00327124844849887
"4501","D16","DWP","field moist","FIELD_MOIST_INCUBATION",513.96,NA,1.37499745375765,NA,NA
"4502","D17","DWP","field moist","FIELD_MOIST_INCUBATION",610.61,318.25,4.14965938401192,18.6202989169828,0.0130389925656305
"4503","D18","DWP","field moist","FIELD_MOIST_INCUBATION",610.61,461.79,1.00788240301606,3.3875752457622,0.00218255571367084
"4504","D19","DWP","field moist","FIELD_MOIST_INCUBATION",610.61,457.99,1.28877147135599,3.35813150208158,0.00281397294996831
"4505","D20","DWP","field moist","FIELD_MOIST_INCUBATION",610.61,387.1,1.18610598259726,3.80192417891094,0.00306408158769636
"4506","D16","DWP","field moist","FIELD_MOIST_INCUBATION",514.45,NA,1.08937711439407,NA,NA
"4507","D17","DWP","field moist","FIELD_MOIST_INCUBATION",611.1,318.25,3.04049783717742,18.6249802805027,0.0095538031018929
"4508","D18","DWP","field moist","FIELD_MOIST_INCUBATION",611.1,461.79,1.36869881242468,3.38902755615889,0.00296389876875784
"4509","D19","DWP","field moist","FIELD_MOIST_INCUBATION",611.09,457.99,0.994785818712246,3.35917409513598,0.0021720688633207
"4510","D20","DWP","field moist","FIELD_MOIST_INCUBATION",611.1,387.1,1.19726150753653,3.80343969980655,0.00309289978697113
"4511","D16","DWP","field moist","FIELD_MOIST_INCUBATION",514.93,NA,1.21272302146382,NA,NA
"4512","D17","DWP","field moist","FIELD_MOIST_INCUBATION",611.58,318.25,3.06805586958867,18.6296076703453,0.00964039550538468
"4513","D18","DWP","field moist","FIELD_MOIST_INCUBATION",611.58,461.79,1.20810087074005,3.39028329668587,0.0026161260978801
"4514","D19","DWP","field moist","FIELD_MOIST_INCUBATION",611.58,457.99,1.15614188569963,3.36041104250163,0.00252438237887208
"4515","D20","DWP","field moist","FIELD_MOIST_INCUBATION",611.58,387.1,1.240118746526,3.80497743423779,0.00320361339841386
"4516","D16","DWP","field moist","FIELD_MOIST_INCUBATION",515.41,NA,1.11372962360701,NA,NA
"4517","D17","DWP","field moist","FIELD_MOIST_INCUBATION",612.06,318.25,3.059261591591,18.6342217962336,0.00961276226737155
"4518","D18","DWP","field moist","FIELD_MOIST_INCUBATION",612.06,461.79,1.32976812638589,3.39166550223529,0.00287959489461852
"4519","D19","DWP","field moist","FIELD_MOIST_INCUBATION",612.06,457.99,1.19046327000143,3.36165871683862,0.00259932153540782
"4520","D20","DWP","field moist","FIELD_MOIST_INCUBATION",612.06,387.1,1.15034993688284,3.80640385627268,0.00297171257267589
"4521","D16","DWP","field moist","FIELD_MOIST_INCUBATION",515.89,NA,1.13738620009795,NA,NA
"4522","D17","DWP","field moist","FIELD_MOIST_INCUBATION",612.54,318.25,3.48716133294043,18.6394813011506,0.0109573019102606
"4523","D18","DWP","field moist","FIELD_MOIST_INCUBATION",612.54,461.79,1.12367253100933,3.39283348511687,0.00243329766995674
"4524","D19","DWP","field moist","FIELD_MOIST_INCUBATION",612.54,457.99,1.32626977990266,3.36304872425003,0.00289584877377816
"4525","D20","DWP","field moist","FIELD_MOIST_INCUBATION",612.54,387.1,1.43195480275631,3.80817946543135,0.00369918574723923
"4526","D16","DWP","field moist","FIELD_MOIST_INCUBATION",516.38,NA,1.54957747305145,NA,NA
"4527","D17","DWP","field moist","FIELD_MOIST_INCUBATION",613.03,318.25,3.13285262089938,18.6443048605669,0.00984399880879616
"4528","D18","DWP","field moist","FIELD_MOIST_INCUBATION",613.03,461.79,1.23923014923445,3.39414841782031,0.00268353612948407
"4529","D19","DWP","field moist","FIELD_MOIST_INCUBATION",613.03,457.99,1.21269599057712,3.36434617842018,0.00264786565334859
"4530","D20","DWP","field moist","FIELD_MOIST_INCUBATION",613.03,387.1,1.24193366667905,3.80975153336386,0.00320830190307169
"4531","D16","DWP","field moist","FIELD_MOIST_INCUBATION",516.86,NA,1.53212873604361,NA,NA
"4532","D17","DWP","field moist","FIELD_MOIST_INCUBATION",613.51,318.25,3.24064283922011,18.6491925544014,0.0101826954885157
"4533","D18","DWP","field moist","FIELD_MOIST_INCUBATION",613.51,461.79,1.02878740939421,3.39521777392701,0.00222782522227466
"4534","D19","DWP","field moist","FIELD_MOIST_INCUBATION",613.51,457.99,1.25654911224794,3.36566311454079,0.00274361691794131
"4535","D20","DWP","field moist","FIELD_MOIST_INCUBATION",613.51,387.1,1.15068313781886,3.81117836856446,0.0029725733345876
"4536","D16","DWP","field moist","FIELD_MOIST_INCUBATION",517.34,NA,1.46404422388502,NA,NA
"4537","D17","DWP","field moist","FIELD_MOIST_INCUBATION",613.99,318.25,3.22851494592335,18.6540619563622,0.0101445874184552
"4538","D18","DWP","field moist","FIELD_MOIST_INCUBATION",613.99,461.79,1.12781122225606,3.39639005870295,0.00244225994988211
"4539","D19","DWP","field moist","FIELD_MOIST_INCUBATION",613.99,457.99,1.07484784164912,3.36678961722423,0.00234688059051315
"4540","D20","DWP","field moist","FIELD_MOIST_INCUBATION",613.99,387.1,1.20966125077504,3.81267833601569,0.00312493219006727
"4541","D16","DWP","field moist","FIELD_MOIST_INCUBATION",517.82,NA,1.31613444191717,NA,NA
"4542","D17","DWP","field moist","FIELD_MOIST_INCUBATION",614.48,318.25,2.84791334830745,18.6584468033086,0.00894866723741538
"4543","D18","DWP","field moist","FIELD_MOIST_INCUBATION",614.48,461.79,1.14791751997159,3.39760810063713,0.00248579986567832
"4544","D19","DWP","field moist","FIELD_MOIST_INCUBATION",614.47,457.99,1.28065704582956,3.36813181985311,0.00279625547682168
"4545","D20","DWP","field moist","FIELD_MOIST_INCUBATION",614.47,387.1,1.25928876555464,3.81423984107244,0.0032531355348867
"4546","D16","DWP","field moist","FIELD_MOIST_INCUBATION",570.42,NA,1.41246860521436,NA,NA
"4547","D17","DWP","field moist","FIELD_MOIST_INCUBATION",667.07,318.25,4.36100269642521,19.3790913651467,0.013703072101886
"4548","D18","DWP","field moist","FIELD_MOIST_INCUBATION",667.07,461.79,1.34791112167744,3.55111217367686,0.00291888330556625
"4549","D19","DWP","field moist","FIELD_MOIST_INCUBATION",667.07,457.99,1.43108387536291,3.53249132954565,0.00312470550746284
"4550","D20","DWP","field moist","FIELD_MOIST_INCUBATION",667.07,387.1,1.26366943871211,3.9859500257179,0.00326445217957145
"4551","D16","DWP","field moist","FIELD_MOIST_INCUBATION",570.9,NA,1.49050512059863,NA,NA
"4552","D17","DWP","field moist","FIELD_MOIST_INCUBATION",667.55,318.25,4.41702575711669,19.3857533364379,0.0138791068566117
"4553","D18","DWP","field moist","FIELD_MOIST_INCUBATION",667.56,461.79,1.81996914100535,3.55304332177252,0.00394111856256167
"4554","D19","DWP","field moist","FIELD_MOIST_INCUBATION",667.55,457.99,1.56330847730746,3.53412976721702,0.00341341181533977
"4555","D20","DWP","field moist","FIELD_MOIST_INCUBATION",667.55,387.1,1.29724950259423,3.98755860169631,0.00335119995503547
"4556","D16","DWP","field moist","FIELD_MOIST_INCUBATION",571.39,NA,1.70801784180926,NA,NA
"4557","D17","DWP","field moist","FIELD_MOIST_INCUBATION",668.04,318.25,5.25777356436869,19.3938485730335,0.0165208910113706
"4558","D18","DWP","field moist","FIELD_MOIST_INCUBATION",668.04,461.79,1.53369239811878,3.55463749304322,0.00332119014729375
"4559","D19","DWP","field moist","FIELD_MOIST_INCUBATION",668.04,457.99,1.29337728435247,3.53551354168662,0.00282402952979861
"4560","D20","DWP","field moist","FIELD_MOIST_INCUBATION",668.04,387.1,1.44600480306402,3.98938898752298,0.00373548127890473
"4561","D16","DWP","field moist","FIELD_MOIST_INCUBATION",571.87,NA,1.57235187926391,NA,NA
"4562","D17","DWP","field moist","FIELD_MOIST_INCUBATION",668.52,318.25,3.96559521691457,19.3998296750103,0.012460629118349
"4563","D18","DWP","field moist","FIELD_MOIST_INCUBATION",668.52,461.79,2.05187152413963,3.55677027706103,0.00444330003711564
"4564","D19","DWP","field moist","FIELD_MOIST_INCUBATION",668.52,457.99,1.18871440612109,3.53675938311315,0.00259550297194501
"4565","D20","DWP","field moist","FIELD_MOIST_INCUBATION",668.52,387.1,1.43538446268559,3.99116884942452,0.00370804562822421
"4566","D16","DWP","field moist","FIELD_MOIST_INCUBATION",572.35,NA,1.72995979957327,NA,NA
"4567","D17","DWP","field moist","FIELD_MOIST_INCUBATION",669,318.25,5.01558196059416,19.4073944176374,0.0157598804731945
"4568","D18","DWP","field moist","FIELD_MOIST_INCUBATION",669,461.79,2.18430930187706,3.55904072134285,0.00473009225378865
"4569","D19","DWP","field moist","FIELD_MOIST_INCUBATION",669,457.99,1.15537822303062,3.53797028629238,0.0025227149567253
"4570","D20","DWP","field moist","FIELD_MOIST_INCUBATION",669,387.1,1.30953462559111,3.99279265882851,0.00338293625830822
"4571","D16","DWP","field moist","FIELD_MOIST_INCUBATION",572.84,NA,2.29277852448189,NA,NA
"4572","D17","DWP","field moist","FIELD_MOIST_INCUBATION",669.49,318.25,4.96175214449434,19.4150338789125,0.015590737296133
"4573","D18","DWP","field moist","FIELD_MOIST_INCUBATION",669.49,461.79,1.82452063501163,3.56097669897588,0.0039509747612803
"4574","D19","DWP","field moist","FIELD_MOIST_INCUBATION",669.49,457.99,1.23259939254852,3.53928903496014,0.00269132381176122
"4575","D20","DWP","field moist","FIELD_MOIST_INCUBATION",669.49,387.1,1.18887980197481,3.99429756997025,0.00307124722804137
"4576","D16","DWP","field moist","FIELD_MOIST_INCUBATION",573.32,NA,2.282151388403,NA,NA
"4577","D17","DWP","field moist","FIELD_MOIST_INCUBATION",669.97,318.25,5.08365296727937,19.4227012895152,0.015973772088859
"4578","D18","DWP","field moist","FIELD_MOIST_INCUBATION",669.97,461.79,1.83901727738044,3.56288823515714,0.00398236704428516
"4579","D19","DWP","field moist","FIELD_MOIST_INCUBATION",669.97,457.99,1.16052484283404,3.54050533209449,0.00253395236322636
"4580","D20","DWP","field moist","FIELD_MOIST_INCUBATION",669.97,387.1,0.957719339547735,3.99548513205494,0.00247408767643434
"4581","D16","DWP","field moist","FIELD_MOIST_INCUBATION",573.8,NA,2.37498315780179,NA,NA
"4582","D17","DWP","field moist","FIELD_MOIST_INCUBATION",670.45,318.25,5.28405262442015,19.4306709525465,0.0166034646486101
"4583","D18","DWP","field moist","FIELD_MOIST_INCUBATION",670.45,461.79,1.36969242757889,3.56431193936303,0.00296605042893715
"4584","D19","DWP","field moist","FIELD_MOIST_INCUBATION",670.45,457.99,1.02736368700951,3.54158206863844,0.00224320113323328
"4585","D20","DWP","field moist","FIELD_MOIST_INCUBATION",670.45,387.1,1.20183424836908,3.99697539410407,0.00310471260234843
"4586","D16","DWP","field moist","FIELD_MOIST_INCUBATION",574.28,NA,1.85706168609056,NA,NA
"4587","D17","DWP","field moist","FIELD_MOIST_INCUBATION",670.93,318.25,5.03201476939159,19.4382604799285,0.0158115153790781
"4588","D18","DWP","field moist","FIELD_MOIST_INCUBATION",670.93,461.79,1.46446773063608,3.56583415619471,0.00317128506601719
"4589","D19","DWP","field moist","FIELD_MOIST_INCUBATION",670.93,457.99,1.12549268001828,3.54276165004068,0.00245746125465245
"4590","D20","DWP","field moist","FIELD_MOIST_INCUBATION",670.93,387.1,0.830040946341143,3.99800463630051,0.00214425457592649
"4591","D16","DWP","field moist","FIELD_MOIST_INCUBATION",574.77,NA,1.65700846074305,NA,NA
"4592","D17","DWP","field moist","FIELD_MOIST_INCUBATION",671.42,318.25,5.00311584738382,19.4459636276589,0.0157207096539947
"4593","D18","DWP","field moist","FIELD_MOIST_INCUBATION",671.42,461.79,1.14704558454126,3.56705127292835,0.00248391170129552
"4594","D19","DWP","field moist","FIELD_MOIST_INCUBATION",671.42,457.99,1.2101087212265,3.54405633611112,0.00264221647028647
"4595","D20","DWP","field moist","FIELD_MOIST_INCUBATION",671.42,387.1,1.02692463471802,3.99930454090142,0.00265286653246712
"4596","D21","DWP","drought","DROUGHT_INCUBATION",0,431.48,0.0409842657924583,0,9.49853198119455e-05
"4597","D22","DWP","drought","DROUGHT_INCUBATION",0,421.19,0.548353606551137,0,0.00130191506576874
"4598","D24","DWP","drought","DROUGHT_INCUBATION",0,307.07,0.165400995045278,0,0.000538642638633791
"4599","D23","DWP","drought","DROUGHT_INCUBATION",0,404.84,0.24226958368987,0,0.000598432920882002
"4600","D25","DWP","drought","DROUGHT_INCUBATION",0,330.76,0.0657316083843997,0,0.000198729013134598
"4601","D21","DWP","drought","DROUGHT_INCUBATION",0.48,431.48,NA,4.73253558517975e-05,NA
"4602","D22","DWP","drought","DROUGHT_INCUBATION",0.48,421.19,0.366642614286311,0.000417836261206176,0.000870492210846199
"4603","D24","DWP","drought","DROUGHT_INCUBATION",0.48,307.07,0.0914955767397235,0.000143022362442008,0.000297963255087516
"4604","D23","DWP","drought","DROUGHT_INCUBATION",0.48,404.84,0.184882866885144,0.000219207035137015,0.000456681323202114
"4605","D25","DWP","drought","DROUGHT_INCUBATION",0.48,330.76,0.04253223528294,6.17229197478873e-05,0.000128589416141432
"4606","D21","DWP","drought","DROUGHT_INCUBATION",0.97,431.48,0.0441312799143203,9.74419943008959e-05,0.000102278853977752
"4607","D22","DWP","drought","DROUGHT_INCUBATION",0.97,421.19,0.572701675123726,0.00108410046693429,0.00135972286883289
"4608","D24","DWP","drought","DROUGHT_INCUBATION",0.97,307.07,0.159505928996173,0.000397550337197356,0.000519444846439487
"4609","D23","DWP","drought","DROUGHT_INCUBATION",0.97,404.84,0.258439583422525,0.000532010601674504,0.000638374625586713
"4610","D25","DWP","drought","DROUGHT_INCUBATION",0.97,330.76,0.0775579299013809,0.000176620082801693,0.000234484006232256
"4611","D21","DWP","drought","DROUGHT_INCUBATION",1.45,431.48,NA,0.000135593176303828,NA
"4612","D22","DWP","drought","DROUGHT_INCUBATION",1.45,421.19,0.21695951241441,0.00133135364473746,0.000515110787089936
"4613","D24","DWP","drought","DROUGHT_INCUBATION",1.45,307.07,0.0418709568271507,0.000463001404631597,0.000136356390488002
"4614","D23","DWP","drought","DROUGHT_INCUBATION",1.45,404.84,0.144932634902909,0.000703850500778832,0.000357999789800683
"4615","D25","DWP","drought","DROUGHT_INCUBATION",1.45,330.76,0.00334914913587622,0.000181480379044348,1.0125617172198e-05
"4616","D21","DWP","drought","DROUGHT_INCUBATION",1.93,431.48,NA,0.000162801690400372,NA
"4617","D22","DWP","drought","DROUGHT_INCUBATION",1.93,421.19,0.158329475169732,0.00151179037894642,0.00037590986293533
"4618","D24","DWP","drought","DROUGHT_INCUBATION",1.93,307.07,0.00664747242948995,0.000473392477566613,2.16480686146154e-05
"4619","D23","DWP","drought","DROUGHT_INCUBATION",1.93,404.84,0.0979200636108444,0.000819949775883084,0.000241873489800525
"4620","D25","DWP","drought","DROUGHT_INCUBATION",1.93,330.76,0.0173284271063525,0.000206627449461113,5.2389730034927e-05
"4621","D21","DWP","drought","DROUGHT_INCUBATION",2.41,431.48,NA,0.000179067536590527,NA
"4622","D22","DWP","drought","DROUGHT_INCUBATION",2.41,421.19,0.150972398421908,0.00168384278105121,0.000358442504384975
"4623","D24","DWP","drought","DROUGHT_INCUBATION",2.41,307.07,-0.0151191581414208,0.000449758791736405,-4.92368454796e-05
"4624","D23","DWP","drought","DROUGHT_INCUBATION",2.42,404.84,0.211810045312453,0.00107631506143565,0.000523194460311366
"4625","D25","DWP","drought","DROUGHT_INCUBATION",2.41,330.76,0.0145303068641067,0.00022771387857821,4.39300606606202e-05
"4626","D21","DWP","drought","DROUGHT_INCUBATION",2.9,431.48,0.00458016562560641,0.000184268892751988,1.061501257441e-05
"4627","D22","DWP","drought","DROUGHT_INCUBATION",2.9,421.19,0.15132700245729,0.0018598921440562,0.000359284414295899
"4628","D24","DWP","drought","DROUGHT_INCUBATION",2.9,307.07,0.0455515764535168,0.000522446688509854,0.000148342646476428
"4629","D23","DWP","drought","DROUGHT_INCUBATION",2.9,404.84,0.215393826637905,0.00133169752558493,0.000532046800311
"4630","D25","DWP","drought","DROUGHT_INCUBATION",2.9,330.76,0.0399087779015355,0.000286836206464752,0.00012065781201335
"4631","D21","DWP","drought","DROUGHT_INCUBATION",3.38,431.48,0.0252007162256798,0.000212303433839237,5.84052939317694e-05
"4632","D22","DWP","drought","DROUGHT_INCUBATION",3.38,421.19,0.177697220318401,0.00206240090673535,0.00042189325558157
"4633","D24","DWP","drought","DROUGHT_INCUBATION",3.38,307.07,0.0844847110017968,0.000654509935589877,0.000275131764750047
"4634","D23","DWP","drought","DROUGHT_INCUBATION",3.38,404.84,0.206493781591055,0.00157652761935953,0.000510062695363736
"4635","D25","DWP","drought","DROUGHT_INCUBATION",3.38,330.76,0.07334038573067,0.000393268015482534,0.000221732935453713
