"Mass","C","H","O","N","S","P","Na","El_comp","Class","NeutralMass","AImod","NOSC","HC","OC"
570.2485086,23,42,15,0,0,0,0,"CHO","AminoSugar",571.2557851,-0.290322580645161,-0.521739130434782,1.83,0.65
570.2548363,30,42,4,2,2,0,0,"CHONS","Lignin",571.2621128,0.25,-0.8,1.4,0.13
570.2557082,27,41,12,1,0,0,0,"CHON","Protein",571.2629847,0.075,-0.518518518518518,1.52,0.44
570.2637028,27,42,12,0,0,0,0,"CHO","Protein",571.2709792,0.0476190476190476,-0.666666666666667,1.56,0.44
570.276773,24,45,14,1,0,0,0,"CHON","AminoSugar",571.2840495,-0.28125,-0.583333333333333,1.88,0.58
570.2790108,31,42,9,0,0,0,0,"CHO","Lignin",571.2862873,0.245283018867925,-0.774193548387097,1.35,0.29
570.2822473,28,46,9,0,1,0,0,"CHOS","Protein",571.2895238,0.0222222222222222,-0.928571428571429,1.64,0.32
570.2848149,24,46,14,0,0,0,0,"CHO","AminoSugar",571.2920913,-0.294117647058824,-0.75,1.92,0.58
570.292014,28,45,11,1,0,0,0,"CHON","Protein",571.2992905,0.0465116279069767,-0.714285714285714,1.61,0.39
570.3000754,28,46,11,0,0,0,0,"CHO","Protein",571.3073519,0.0222222222222222,-0.857142857142857,1.64,0.39
570.3131278,25,49,13,1,0,0,0,"CHON","Protein",571.3204043,-0.285714285714286,-0.8,1.96,0.52
570.3211876,25,50,13,0,0,0,0,"CHO","Protein",571.3284641,-0.297297297297297,-0.96,2,0.52
570.3364559,29,50,10,0,0,0,0,"CHO","Protein",571.3437324,0,-1.03448275862069,1.72,0.34
570.351715,33,50,7,0,0,0,0,"CHO","Lignin",571.3589915,0.186440677966102,-1.09090909090909,1.52,0.21
570.3728074,30,54,9,0,0,0,0,"CHO","Lipid",571.3800839,-0.0196078431372549,-1.2,1.8,0.3
570.3759766,29,53,8,3,0,0,0,"CHON","Lipid",571.3832531,-0.0227272727272727,-0.96551724137931,1.83,0.28
570.4011195,31,57,8,1,0,0,0,"CHON","Lipid",571.4083959,-0.0192307692307692,-1.2258064516129,1.84,0.26
570.4092005,31,58,8,0,0,0,0,"CHO","Lipid",571.416477,-0.037037037037037,-1.35483870967742,1.87,0.26
570.4456201,32,62,7,0,0,0,0,"CHO","Lipid",571.4528966,-0.0526315789473684,-1.5,1.94,0.22
571.0213426,21,16,19,0,0,0,0,"CHO","ConHC",572.0286191,0.391304347826087,1.04761904761905,0.76,0.9
571.0246526,18,20,19,0,1,0,0,"CHOS","Tannin",572.0319291,-0.2,1.11111111111111,1.11,1.06
571.0365315,25,16,16,0,0,0,0,"CHO","ConHC",572.0438079,0.588235294117647,0.64,0.64,0.64
571.0576538,22,20,18,0,0,0,0,"CHO","Tannin",572.0649303,0.307692307692308,0.727272727272727,0.91,0.82
571.0610032,19,24,18,0,1,0,0,"CHOS","Tannin",572.0682797,-0.222222222222222,0.736842105263158,1.26,0.95
571.0729024,26,20,15,0,0,0,0,"CHO","ConHC",572.0801789,0.513513513513513,0.384615384615385,0.77,0.58
571.0762068,23,24,15,0,1,0,0,"CHOS","Tannin",572.0834833,0.241379310344828,0.347826086956522,1.04,0.65
571.0788126,19,24,20,0,0,0,0,"CHO","Tannin",572.0860891,-0.222222222222222,0.842105263157895,1.26,1.05
571.0940362,23,24,17,0,0,0,0,"CHO","Tannin",572.1013126,0.241379310344828,0.434782608695652,1.04,0.74
571.0974204,41,16,4,0,0,0,0,"CHO","ConHC",572.1046969,0.82051282051282,-0.195121951219512,0.39,0.1
571.1045536,24,29,12,0,1,1,0,"CHOSP","Lignin",572.1118301,0.21875,-0.125,1.21,0.5
571.1093094,27,24,14,0,0,0,0,"CHO","Lignin",572.1165859,0.45,0.148148148148148,0.89,0.52
571.112606,24,28,14,0,1,0,0,"CHOS","Lignin",572.1198825,0.1875,0.0833333333333335,1.17,0.58
571.1185328,17,32,19,0,1,0,0,"CHOS","Other",572.1258093,-1.30769230769231,0.470588235294118,1.88,1.12
571.1246524,31,24,11,0,0,0,0,"CHO","ConHC",572.1319289,0.568627450980392,-0.064516129032258,0.77,0.35
571.1280421,17,33,19,0,0,1,0,"CHOP","Other",572.1353186,-1.23076923076923,0.294117647058823,1.94,1.12
571.1304354,24,28,16,0,0,0,0,"CHO","Tannin",572.1377118,0.1875,0.166666666666667,1.17,0.67
571.133722,21,32,16,0,1,0,0,"CHOS","Carb",572.1409985,-0.25,0.0952380952380953,1.52,0.76
571.1344539,24,33,8,2,2,1,0,"CHONSP","Lignin",572.1417304,0.166666666666667,-0.291666666666667,1.38,0.33
571.1433926,21,33,16,0,0,1,0,"CHOP","Carb",572.1506691,-0.208333333333333,-0.0476190476190474,1.57,0.76
571.1457256,28,28,13,0,0,0,0,"CHO","Lignin",572.153002,0.395348837209302,-0.0714285714285712,1,0.46
571.1469944,39,25,3,0,0,1,0,"CHOP","ConHC",572.1542709,0.712328767123288,-0.487179487179487,0.64,0.08
571.1490847,25,32,13,0,1,0,0,"CHOS","Lignin",572.1563611,0.142857142857143,-0.16,1.28,0.52
571.151585,21,32,18,0,0,0,0,"CHO","Carb",572.1588615,-0.25,0.190476190476191,1.52,0.86
571.1644813,18,37,18,0,0,1,0,"CHOP","Carb",572.1717578,-1.0625,-0.0555555555555554,2.06,1
571.1668395,25,32,15,0,0,0,0,"CHO","Lignin",572.174116,0.142857142857143,-0.0800000000000001,1.28,0.6
571.1701949,43,24,2,0,0,0,0,"CHO","ConHC",572.1774713,0.738095238095238,-0.465116279069767,0.56,0.05
571.1797794,22,37,15,0,0,1,0,"CHOP","AminoSugar",572.1870559,-0.222222222222222,-0.318181818181818,1.68,0.68
571.1821061,29,32,12,0,0,0,0,"CHO","Lignin",572.1893826,0.347826086956522,-0.275862068965517,1.1,0.41
571.1854201,26,36,12,0,1,0,0,"CHOS","Lignin",572.1926966,0.105263157894737,-0.384615384615385,1.38,0.46
571.1879822,22,36,17,0,0,0,0,"CHO","Carb",572.1952587,-0.259259259259259,-0.0909090909090908,1.64,0.77
571.1977257,33,32,9,0,0,0,0,"CHO","Lignin",572.2050022,0.473684210526316,-0.424242424242424,0.97,0.27
571.1992157,21,36,16,2,0,0,0,"CHON","Carb",572.2064922,-0.363636363636364,0.0952380952380953,1.71,0.76
571.2008433,19,41,17,0,0,1,0,"CHOP","Carb",572.2081197,-0.947368421052632,-0.368421052631579,2.16,0.89
571.2032478,26,36,14,0,0,0,0,"CHO","Lignin",572.2105243,0.105263157894737,-0.307692307692307,1.38,0.54
571.2064866,44,28,1,0,0,0,0,"CHO","ConHC",572.2137631,0.701149425287356,-0.590909090909091,0.64,0.02
571.2162428,23,41,14,0,0,1,0,"CHOP","AminoSugar",572.2235192,-0.233333333333333,-0.565217391304348,1.78,0.61
571.2185094,30,36,11,0,0,0,0,"CHO","Lignin",572.2257859,0.306122448979592,-0.466666666666667,1.2,0.37
571.2243332,23,40,16,0,0,0,0,"CHO","AminoSugar",572.2316097,-0.266666666666667,-0.347826086956522,1.74,0.7
571.2368583,31,40,8,0,1,0,0,"CHOS","Lignin",572.2441347,0.269230769230769,-0.709677419354839,1.29,0.26
571.2371469,31,40,8,0,1,0,0,"CHOS","Lignin",572.2444234,0.269230769230769,-0.709677419354839,1.29,0.26
571.2396578,27,40,13,0,0,0,0,"CHO","Lignin",572.2469342,0.0731707317073171,-0.518518518518518,1.48,0.48
571.254921,31,40,10,0,0,0,0,"CHO","Lignin",572.2621975,0.269230769230769,-0.645161290322581,1.29,0.32
571.2553257,34,41,2,2,1,1,0,"CHONSP","UnsatHC",572.2626022,0.431034482758621,-0.852941176470588,1.21,0.06
571.2582617,28,44,10,0,1,0,0,"CHOS","Protein",572.2655382,0.0454545454545455,-0.785714285714286,1.57,0.36
571.2608117,24,44,15,0,0,0,0,"CHO","AminoSugar",572.2680882,-0.272727272727273,-0.583333333333333,1.83,0.62
571.2720333,23,44,14,2,0,0,0,"CHON","AminoSugar",572.2793097,-0.357142857142857,-0.434782608695652,1.91,0.61
571.2733556,32,44,7,0,1,0,0,"CHOS","Lignin",572.280632,0.236363636363636,-0.875,1.38,0.22
571.2760681,28,44,12,0,0,0,0,"CHO","Protein",572.2833445,0.0454545454545455,-0.714285714285714,1.57,0.43
571.2770104,29,48,7,0,2,0,0,"CHOS","Lipid",572.2842869,0.0212765957446809,-1.03448275862069,1.66,0.24
571.2801593,23,45,14,1,0,0,0,"CHON","AminoSugar",572.2874358,-0.366666666666667,-0.608695652173913,1.96,0.61
571.2872837,27,44,11,2,0,0,0,"CHON","Protein",572.2945602,0.0256410256410256,-0.592592592592593,1.63,0.41
571.2913098,32,44,9,0,0,0,0,"CHO","Lignin",572.2985862,0.236363636363636,-0.8125,1.38,0.28
571.2971871,25,48,14,0,0,0,0,"CHO","AminoSugar",572.3044636,-0.277777777777778,-0.8,1.92,0.56
571.3124406,29,48,11,0,0,0,0,"CHO","Protein",572.3197171,0.0212765957446809,-0.896551724137931,1.66,0.38
571.3277061,33,48,8,0,0,0,0,"CHO","Lignin",572.3349826,0.206896551724138,-0.96969696969697,1.45,0.24
571.3488254,30,52,10,0,0,0,0,"CHO","Protein",572.3561019,0,-1.06666666666667,1.73,0.33
571.3519033,29,53,7,2,0,1,0,"CHONP","Lipid",572.3591798,0,-1.13793103448276,1.83,0.24
571.3522724,27,56,10,0,1,0,0,"CHOS","Protein",572.3595489,-0.285714285714286,-1.25925925925926,2.07,0.37
571.3526858,30,57,2,2,2,1,0,"CHONSP","Lipid",572.3599622,-0.0208333333333333,-1.43333333333333,1.9,0.07
571.3641979,34,52,7,0,0,0,0,"CHO","Lipid",572.3714744,0.180327868852459,-1.11764705882353,1.53,0.21
571.3699621,27,56,12,0,0,0,0,"CHO","Protein",572.3772385,-0.285714285714286,-1.18518518518519,2.07,0.44
571.3851237,31,56,9,0,0,0,0,"CHO","Lipid",572.3924002,-0.0188679245283019,-1.2258064516129,1.81,0.29
571.3980638,39,56,1,0,1,0,0,"CHOS","UnsatHC",572.4053403,0.28,-1.33333333333333,1.44,0.03
571.4367754,36,60,5,0,0,0,0,"CHO","Lipid",572.4440519,0.134328358208955,-1.38888888888889,1.67,0.14
572.0248017,20,16,19,0,0,0,0,"CHO","ConHC",573.0320782,0.333333333333333,1.1,0.8,0.95
572.0397257,24,16,16,0,0,0,0,"CHO","ConHC",573.0470022,0.5625,0.666666666666667,0.67,0.67
572.0682224,25,19,15,1,0,0,0,"CHON","ConHC",573.0754989,0.545454545454545,0.56,0.76,0.6
572.0763432,25,20,15,0,0,0,0,"CHO","ConHC",573.0836196,0.485714285714286,0.4,0.8,0.6
572.0975344,22,24,17,0,0,0,0,"CHO","Tannin",573.1048109,0.185185185185185,0.454545454545455,1.09,0.77
572.1079974,23,29,12,0,1,1,0,"CHOSP","Lignin",573.1152739,0.166666666666667,-0.130434782608695,1.26,0.52
572.1127323,26,24,14,0,0,0,0,"CHO","Lignin",573.1200088,0.421052631578947,0.153846153846154,0.92,0.54
572.1411252,27,27,13,1,0,0,0,"CHON","Lignin",573.1484016,0.41025641025641,0.074074074074074,1,0.48
572.1490777,27,28,13,0,0,0,0,"CHO","Lignin",573.1563542,0.365853658536585,-0.0740740740740744,1.04,0.48
572.1621301,24,31,15,1,0,0,0,"CHON","Lignin",573.1694066,0.129032258064516,0.0833333333333335,1.29,0.62
572.1702628,24,32,15,0,0,0,0,"CHO","Lignin",573.1775393,0.0909090909090909,-0.083333333333333,1.33,0.62
572.1831343,21,37,15,0,0,1,0,"CHOP","AminoSugar",573.1904108,-0.32,-0.333333333333333,1.76,0.71
572.1854803,28,32,12,0,0,0,0,"CHO","Lignin",573.1927568,0.318181818181818,-0.285714285714286,1.14,0.43
572.1912047,21,36,17,0,0,0,0,"CHO","Carb",573.1984812,-0.36,-0.0952380952380949,1.71,0.81
572.2066196,25,36,14,0,0,0,0,"CHO","Lignin",573.2138961,0.0555555555555556,-0.32,1.44,0.56
572.2138269,29,35,11,1,0,0,0,"CHON","Lignin",573.2211033,0.311111111111111,-0.344827586206897,1.21,0.38
572.2196646,22,41,14,0,0,1,0,"CHOP","AminoSugar",573.2269411,-0.321428571428571,-0.590909090909091,1.86,0.64
572.2218609,29,36,11,0,0,0,0,"CHO","Lignin",573.2291374,0.276595744680851,-0.482758620689655,1.24,0.38
572.2348845,26,39,13,1,0,0,0,"CHON","Protein",573.2421609,0.0540540540540541,-0.384615384615385,1.5,0.5
572.2404196,30,40,8,0,1,0,0,"CHOS","Lignin",573.2476961,0.24,-0.733333333333333,1.33,0.27
572.2429771,26,40,13,0,0,0,0,"CHO","Lignin",573.2502535,0.0256410256410256,-0.538461538461538,1.54,0.5
572.2495413,22,43,12,3,1,0,0,"CHONS","Protein",573.2568178,-0.458333333333333,-0.363636363636363,1.95,0.55
572.2500719,30,39,10,1,0,0,0,"CHON","Lignin",573.2573484,0.270833333333333,-0.533333333333333,1.3,0.33
572.2560422,23,43,15,1,0,0,0,"CHON","AminoSugar",573.2633187,-0.344827586206897,-0.434782608695652,1.87,0.65
572.258231,30,40,10,0,0,0,0,"CHO","Lignin",573.2655075,0.24,-0.666666666666667,1.33,0.33
572.2613811,29,39,9,3,0,0,0,"CHON","Lignin",573.2686576,0.27906976744186,-0.413793103448276,1.34,0.31
572.2712871,27,43,12,1,0,0,0,"CHON","Protein",573.2785635,0.025,-0.592592592592593,1.59,0.44
572.279358,27,44,12,0,0,0,0,"CHO","Protein",573.2866345,0,-0.74074074074074,1.63,0.44
572.2803596,28,48,7,0,2,0,0,"CHOS","Lipid",573.287636,-0.0222222222222222,-1.07142857142857,1.71,0.25
572.2832035,27,47,6,3,2,0,0,"CHONS","Lipid",573.2904799,-0.0263157894736842,-0.814814814814815,1.74,0.22
572.2923936,24,47,14,1,0,0,0,"CHON","AminoSugar",573.2996701,-0.34375,-0.666666666666667,1.96,0.58
572.2946086,31,44,9,0,0,0,0,"CHO","Lignin",573.301885,0.207547169811321,-0.838709677419355,1.42,0.29
572.3050402,32,47,6,1,1,0,0,"CHONS","Lignin",573.3123166,0.203703703703704,-0.9375,1.47,0.19
572.3157273,28,48,11,0,0,0,0,"CHO","Protein",573.3230038,-0.0222222222222222,-0.928571428571429,1.71,0.39
572.3309626,32,48,8,0,0,0,0,"CHO","Lignin",573.3382391,0.178571428571429,-1,1.5,0.25
572.3520924,29,52,10,0,0,0,0,"CHO","Protein",573.3593688,-0.0416666666666667,-1.10344827586207,1.79,0.34
572.3555912,26,56,10,0,1,0,0,"CHOS","Protein",573.3628676,-0.35,-1.30769230769231,2.15,0.38
572.9649889,20,14,16,0,2,0,0,"CHOS","ConHC",573.9722653,0.4,1.1,0.7,0.8
572.9672138,18,11,18,2,0,1,0,"CHONP","Other",573.9744902,0.75,1.72222222222222,0.61,1
572.9952385,30,11,7,2,1,1,0,"CHONSP","ConHC",574.002515,0.933333333333333,0.366666666666667,0.37,0.23
573.0157891,24,14,17,0,0,0,0,"CHO","ConHC",574.0230656,0.612903225806452,0.833333333333333,0.58,0.71
573.0192954,21,18,17,0,1,0,0,"CHOS","Tannin",574.0265719,0.304347826086957,0.857142857142857,0.86,0.81
573.0369032,21,18,19,0,0,0,0,"CHO","Tannin",574.0441797,0.304347826086957,0.952380952380953,0.86,0.9
573.0381407,32,15,9,0,0,1,0,"CHOP","ConHC",574.0454171,0.792452830188679,0.09375,0.47,0.28
573.0402217,18,22,19,0,1,0,0,"CHOS","Tannin",574.0474981,-0.333333333333333,1,1.22,1.06
573.0521937,25,18,16,0,0,0,0,"CHO","ConHC",574.0594702,0.529411764705882,0.56,0.72,0.64
573.0555239,22,22,16,0,1,0,0,"CHOS","Tannin",574.0628003,0.230769230769231,0.545454545454545,1,0.73
573.0685871,19,27,16,0,1,1,0,"CHOSP","Tannin",574.0758635,-0.277777777777778,0.368421052631579,1.42,0.84
573.0732958,22,22,18,0,0,0,0,"CHO","Tannin",574.0805723,0.230769230769231,0.636363636363636,1,0.82
573.0829958,33,18,10,0,0,0,0,"CHO","ConHC",574.0902723,0.714285714285714,0.0606060606060606,0.55,0.3
573.0885776,26,22,15,0,0,0,0,"CHO","Lignin",574.0958541,0.459459459459459,0.307692307692307,0.85,0.58
573.091956,23,26,15,0,1,0,0,"CHOS","Tannin",574.0992325,0.172413793103448,0.260869565217391,1.13,0.65
573.1038474,30,22,12,0,0,0,0,"CHO","ConHC",574.1111239,0.583333333333333,0.0666666666666669,0.73,0.4
573.1073181,27,26,12,0,1,0,0,"CHOS","Lignin",574.1145946,0.4,0,0.96,0.44
573.1084941,38,23,2,0,1,1,0,"CHOSP","ConHC",574.1157706,0.728571428571429,-0.447368421052632,0.61,0.05
573.1096594,23,26,17,0,0,0,0,"CHO","Tannin",574.1169359,0.172413793103448,0.347826086956522,1.13,0.74
573.1106567,24,30,12,0,2,0,0,"CHOS","Lignin",574.1179332,0.125,-0.083333333333333,1.25,0.5
573.1116809,35,27,2,0,2,1,0,"CHOSP","ConHC",574.1189574,0.629032258064516,-0.542857142857143,0.77,0.06
573.1130647,41,18,4,0,0,0,0,"CHO","ConHC",574.1203411,0.794871794871795,-0.24390243902439,0.44,0.1
573.1226502,20,31,17,0,0,1,0,"CHOP","Carb",574.1299267,-0.285714285714286,0.15,1.55,0.85
573.1249744,27,26,14,0,0,0,0,"CHO","Lignin",574.1322509,0.4,0.074074074074074,0.96,0.52
573.1283879,24,30,14,0,1,0,0,"CHOS","Lignin",574.1356644,0.125,0,1.25,0.58
573.1308835,20,30,19,0,0,0,0,"CHO","Carb",574.13816,-0.333333333333333,0.4,1.5,0.95
573.1401999,31,26,11,0,0,0,0,"CHO","Lignin",574.1474764,0.529411764705882,-0.129032258064516,0.84,0.35
573.1436899,17,35,19,0,0,1,0,"CHOP","Other",574.1509664,-1.38461538461538,0.176470588235294,2.06,1.12
573.146127,24,30,16,0,0,0,0,"CHO","Tannin",574.1534035,0.125,0.0833333333333335,1.25,0.67
573.1493338,21,34,16,0,1,0,0,"CHOS","Carb",574.1566103,-0.333333333333333,0,1.62,0.76
573.1557998,17,39,13,2,2,1,0,"CHONSP","Other",574.1630763,-1.81818181818182,-0.176470588235294,2.29,0.76
573.1573863,23,30,15,2,0,0,0,"CHON","Tannin",574.1646627,0.111111111111111,0.260869565217391,1.3,0.65
573.1590683,21,35,16,0,0,1,0,"CHOP","Carb",574.1663448,-0.291666666666667,-0.142857142857143,1.67,0.76
573.1613807,28,30,13,0,0,0,0,"CHO","Lignin",574.1686572,0.348837209302326,-0.142857142857143,1.07,0.46
573.164698,25,34,13,0,1,0,0,"CHOS","Lignin",574.1719745,0.0857142857142857,-0.24,1.36,0.52
573.1672505,21,34,18,0,0,0,0,"CHO","Carb",574.174527,-0.333333333333333,0.0952380952380953,1.62,0.86
573.1739799,36,30,5,0,1,0,0,"CHOS","Lignin",574.1812564,0.569230769230769,-0.5,0.83,0.14
573.1784605,20,34,17,2,0,0,0,"CHON","Carb",574.185737,-0.473684210526316,0.3,1.7,0.85
573.1800658,18,39,18,0,0,1,0,"CHOP","Carb",574.1873422,-1.1875,-0.166666666666667,2.17,1
573.1825279,25,34,15,0,0,0,0,"CHO","Lignin",574.1898044,0.0857142857142857,-0.16,1.36,0.6
573.1835853,36,31,5,0,0,1,0,"CHOP","Lignin",574.1908617,0.584615384615385,-0.583333333333333,0.86,0.14
573.1858593,43,26,2,0,0,0,0,"CHO","ConHC",574.1931358,0.714285714285714,-0.511627906976744,0.6,0.05
573.1953993,22,39,15,0,0,1,0,"CHOP","AminoSugar",574.2026757,-0.296296296296296,-0.409090909090909,1.77,0.68
573.1977788,29,34,12,0,0,0,0,"CHO","Lignin",574.2050553,0.304347826086957,-0.344827586206897,1.17,0.41
573.2010794,26,38,12,0,1,0,0,"CHOS","Lignin",574.2083558,0.0526315789473684,-0.461538461538462,1.46,0.46
573.2036567,22,38,17,0,0,0,0,"CHO","Carb",574.2109332,-0.333333333333333,-0.181818181818182,1.73,0.77
573.2133826,36,35,1,2,1,1,0,"CHONSP","UnsatHC",574.2206591,0.571428571428571,-0.694444444444445,0.97,0.03
573.2149435,21,38,16,2,0,0,0,"CHON","Carb",574.22222,-0.454545454545455,0,1.81,0.76
573.216541,30,38,9,0,1,0,0,"CHOS","Lignin",574.2238174,0.26530612244898,-0.6,1.27,0.3
573.2189232,26,38,14,0,0,0,0,"CHO","Lignin",574.2261997,0.0526315789473684,-0.384615384615385,1.46,0.54
573.2223219,44,30,1,0,0,0,0,"CHO","ConHC",574.2295984,0.67816091954023,-0.636363636363637,0.68,0.02
573.2319204,23,43,14,0,0,1,0,"CHOP","AminoSugar",574.2391969,-0.3,-0.652173913043478,1.87,0.61
573.2341805,30,38,11,0,0,0,0,"CHO","Lignin",574.2414569,0.26530612244898,-0.533333333333333,1.27,0.37
573.2372973,27,42,11,0,1,0,0,"CHOS","Protein",574.2445738,0.024390243902439,-0.666666666666667,1.56,0.41
573.2399096,23,42,16,0,0,0,0,"CHO","AminoSugar",574.2471861,-0.333333333333333,-0.434782608695652,1.83,0.7
573.2409871,24,46,11,0,2,0,0,"CHOS","Protein",574.2482636,-0.333333333333333,-0.833333333333333,1.92,0.46
573.2513725,22,42,15,2,0,0,0,"CHON","AminoSugar",574.2586489,-0.44,-0.272727272727272,1.91,0.68
573.2553343,27,42,13,0,0,0,0,"CHO","Protein",574.2626107,0.024390243902439,-0.592592592592593,1.56,0.48
573.259449,22,43,15,1,0,0,0,"CHON","AminoSugar",574.2667255,-0.444444444444444,-0.454545454545454,1.95,0.68
573.2647681,28,39,9,3,0,0,0,"CHON","Lignin",574.2720446,0.24390243902439,-0.428571428571429,1.39,0.32
573.2705792,31,42,10,0,0,0,0,"CHO","Lignin",574.2778557,0.230769230769231,-0.709677419354839,1.35,0.32
573.2736097,28,46,10,0,1,0,0,"CHOS","Protein",574.2808862,0,-0.857142857142857,1.64,0.36
573.2764274,24,46,15,0,0,0,0,"CHO","AminoSugar",574.2837039,-0.333333333333333,-0.666666666666667,1.92,0.62
573.2767658,24,46,15,0,0,0,0,"CHO","AminoSugar",574.2840423,-0.333333333333333,-0.666666666666667,1.92,0.62
573.2850171,27,46,9,2,1,0,0,"CHONS","Protein",574.2922936,-0.0256410256410256,-0.74074074074074,1.7,0.33
573.2917147,28,46,12,0,0,0,0,"CHO","Protein",574.2989912,0,-0.785714285714286,1.64,0.43
573.2957228,23,47,14,1,0,0,0,"CHON","AminoSugar",574.3029992,-0.433333333333333,-0.695652173913044,2.04,0.61
573.3029174,27,46,11,2,0,0,0,"CHON","Protein",574.3101939,-0.0256410256410256,-0.666666666666667,1.7,0.41
573.306971,32,46,9,0,0,0,0,"CHO","Lignin",574.3142475,0.2,-0.875,1.44,0.28
573.3128292,25,50,14,0,0,0,0,"CHO","AminoSugar",574.3201057,-0.333333333333333,-0.88,2,0.56
573.3281007,29,50,11,0,0,0,0,"CHO","Protein",574.3353772,-0.0212765957446809,-0.96551724137931,1.72,0.38
573.3314578,26,54,11,0,1,0,0,"CHOS","Protein",574.3387342,-0.333333333333333,-1.15384615384615,2.08,0.42
573.3408014,37,50,3,0,1,0,0,"CHOS","UnsatHC",574.3480779,0.304347826086957,-1.13513513513514,1.35,0.08
573.3433387,33,50,8,0,0,0,0,"CHO","Lipid",574.3506152,0.172413793103448,-1.03030303030303,1.52,0.24
573.3554358,33,54,2,2,2,0,0,"CHONS","Lipid",574.3627122,0.142857142857143,-1.21212121212121,1.64,0.06
573.3644953,30,54,10,0,0,0,0,"CHO","Protein",574.3717718,-0.04,-1.13333333333333,1.8,0.33
573.4195132,32,62,6,0,1,0,0,"CHOS","Lipid",574.4267897,-0.0714285714285714,-1.5,1.94,0.19
573.4371989,32,62,8,0,0,0,0,"CHO","Lipid",574.4444754,-0.0714285714285714,-1.4375,1.94,0.25
574.0556101,24,18,16,0,0,0,0,"CHO","ConHC",575.0628865,0.5,0.583333333333333,0.75,0.67
574.0838032,25,21,15,1,0,0,0,"CHON","Lignin",575.0910796,0.484848484848485,0.48,0.84,0.6
574.0920028,25,22,15,0,0,0,0,"CHO","Lignin",575.0992793,0.428571428571429,0.32,0.88,0.6
574.1119036,37,23,2,0,1,1,0,"CHOSP","ConHC",575.1191801,0.720588235294118,-0.45945945945946,0.62,0.05
574.1165249,40,18,4,0,0,0,0,"CHO","ConHC",575.1238013,0.789473684210526,-0.25,0.45,0.1
574.1202756,26,25,14,1,0,0,0,"CHON","Lignin",575.127552,0.416666666666667,0.230769230769231,0.96,0.54
574.1283518,26,26,14,0,0,0,0,"CHO","Lignin",575.1356282,0.368421052631579,0.0769230769230771,1,0.54
574.1316481,23,30,14,0,1,0,0,"CHOS","Lignin",575.1389246,0.0666666666666667,0,1.3,0.61
574.1414248,23,29,16,1,0,0,0,"CHON","Tannin",575.1487012,0.107142857142857,0.260869565217391,1.26,0.7
574.1600441,24,33,13,1,1,0,0,"CHONS","Lignin",575.1673206,0.0645161290322581,-0.083333333333333,1.38,0.54
574.1625603,20,35,16,0,0,1,0,"CHOP","Carb",575.1698368,-0.409090909090909,-0.15,1.75,0.8
574.1647332,27,30,13,0,0,0,0,"CHO","Lignin",575.1720097,0.317073170731707,-0.148148148148148,1.11,0.48
574.1778151,24,33,15,1,0,0,0,"CHON","Lignin",575.1850916,0.0645161290322581,0,1.38,0.62
574.1858908,24,34,15,0,0,0,0,"CHO","Lignin",575.1931673,0.0303030303030303,-0.166666666666667,1.42,0.62
574.1930166,28,33,12,1,0,0,0,"CHON","Lignin",575.200293,0.30952380952381,-0.214285714285714,1.18,0.43
574.1988993,21,39,15,0,0,1,0,"CHOP","AminoSugar",575.2061758,-0.4,-0.428571428571429,1.86,0.71
574.2011358,28,34,12,0,0,0,0,"CHO","Lignin",575.2084123,0.272727272727273,-0.357142857142857,1.21,0.43
574.2045139,25,38,12,0,1,0,0,"CHOS","Lignin",575.2117904,0,-0.48,1.52,0.48
574.2141856,25,37,14,1,0,0,0,"CHON","Lignin",575.2214621,0.0294117647058824,-0.24,1.48,0.56
574.2166696,35,35,1,2,1,1,0,"CHONSP","UnsatHC",575.2239461,0.557377049180328,-0.714285714285714,1,0.03
574.2222558,25,38,14,0,0,0,0,"CHO","Lignin",575.2295323,0,-0.4,1.52,0.56
574.2294154,29,37,11,1,0,0,0,"CHON","Lignin",575.2366919,0.266666666666667,-0.413793103448276,1.28,0.38
574.2352997,22,43,14,0,0,1,0,"CHOP","AminoSugar",575.2425762,-0.392857142857143,-0.681818181818182,1.95,0.64
574.2375091,29,38,11,0,0,0,0,"CHO","Lignin",575.2447855,0.234042553191489,-0.551724137931035,1.31,0.38
574.2407593,26,42,11,0,1,0,0,"CHOS","Protein",575.2480358,-0.0256410256410256,-0.692307692307693,1.62,0.42
574.2506502,26,41,13,1,0,0,0,"CHON","Protein",575.2579267,0,-0.461538461538462,1.58,0.5
574.258593,26,42,13,0,0,0,0,"CHO","Protein",575.2658694,-0.0256410256410256,-0.615384615384615,1.62,0.5
574.261751,25,41,12,3,0,0,0,"CHON","Protein",575.2690274,-0.03125,-0.32,1.64,0.48
574.2630311,36,38,2,3,0,1,0,"CHONP","UnsatHC",575.2703075,0.548387096774194,-0.694444444444445,1.06,0.06
574.2656973,30,41,10,1,0,0,0,"CHON","Lignin",575.2729738,0.229166666666667,-0.6,1.37,0.33
574.2717053,23,45,15,1,0,0,0,"CHON","AminoSugar",575.2789818,-0.413793103448276,-0.521739130434782,1.96,0.65
574.2738825,30,42,10,0,0,0,0,"CHO","Lignin",575.281159,0.2,-0.733333333333333,1.4,0.33
574.2797301,23,46,15,0,0,0,0,"CHO","AminoSugar",575.2870065,-0.419354838709677,-0.695652173913044,2,0.65
574.2869154,27,45,12,1,0,0,0,"CHON","Protein",575.2941919,-0.025,-0.666666666666667,1.67,0.44
