"MolForm","tension","site","Mass","HC","OC","Class","drought2","fm2","saturation2","unique"
"C24H22O12","50 kPa","DWP",514.1071787,0.92,0.5,"Lignin",NA,NA,NA,NA
"C24H22O12","50 kPa","SR",501.1038716,0.92,0.5,"Lignin","lost","lost","lost",NA
"C24H22O12","50 kPa","SR",514.1071787,0.92,0.5,"Lignin","lost","lost","lost",NA
"C24H22O13","1.5 kPa","CPCRW",517.098847,0.92,0.54,"Lignin","lost",NA,NA,NA
"C24H22O13","1.5 kPa","CPCRW",530.1021122,0.92,0.54,"Lignin","lost",NA,NA,NA
"C24H22O13","1.5 kPa","DWP",517.098847,0.92,0.54,"Lignin","lost",NA,NA,NA
"C24H22O13","1.5 kPa","DWP",530.1021122,0.92,0.54,"Lignin","lost",NA,NA,NA
"C24H22O13","50 kPa","CPCRW",517.098847,0.92,0.54,"Lignin",NA,NA,NA,NA
"C24H22O13","50 kPa","CPCRW",530.1021122,0.92,0.54,"Lignin",NA,NA,NA,NA
"C24H22O13","50 kPa","DWP",517.098847,0.92,0.54,"Lignin",NA,NA,NA,NA
"C24H22O13","50 kPa","DWP",530.1021122,0.92,0.54,"Lignin",NA,NA,NA,NA
"C24H22O13","50 kPa","SR",517.098847,0.92,0.54,"Lignin","lost","lost","lost",NA
"C24H22O13","50 kPa","SR",530.1021122,0.92,0.54,"Lignin","lost","lost","lost",NA
"C24H22O13S","1.5 kPa","DWP",549.0709997,0.92,0.54,"Lignin","lost","lost","lost",NA
"C24H22O13S","50 kPa","DWP",549.0709997,0.92,0.54,"Lignin","lost","lost","lost",NA
"C24H22O14","1.5 kPa","CPCRW",533.0936829,0.92,0.58,"Lignin",NA,"new",NA,"field moist"
"C24H22O14","1.5 kPa","CPCRW",546.0970837,0.92,0.58,"Lignin",NA,"new",NA,"field moist"
"C24H22O14","1.5 kPa","DWP",533.0936829,0.92,0.58,"Lignin","lost",NA,"lost",NA
"C24H22O14","1.5 kPa","DWP",546.0970837,0.92,0.58,"Lignin","lost",NA,"lost",NA
"C24H22O14","50 kPa","CPCRW",533.0936829,0.92,0.58,"Lignin",NA,NA,NA,NA
"C24H22O14","50 kPa","CPCRW",546.0970837,0.92,0.58,"Lignin",NA,NA,NA,NA
"C24H22O14","50 kPa","DWP",533.0936829,0.92,0.58,"Lignin",NA,NA,NA,NA
"C24H22O14","50 kPa","DWP",546.0970837,0.92,0.58,"Lignin",NA,NA,NA,NA
"C24H22O15","1.5 kPa","DWP",549.0886528,0.92,0.62,"Lignin",NA,NA,"new","saturation"
"C24H22O15","1.5 kPa","DWP",562.0919343,0.92,0.62,"Lignin",NA,NA,"new","saturation"
"C24H22O15","50 kPa","CPCRW",549.0886528,0.92,0.62,"Lignin",NA,"lost","lost",NA
"C24H22O15","50 kPa","CPCRW",562.0919343,0.92,0.62,"Lignin",NA,"lost","lost",NA
"C24H22O15","50 kPa","DWP",549.0886528,0.92,0.62,"Lignin",NA,NA,NA,NA
"C24H22O15","50 kPa","DWP",562.0919343,0.92,0.62,"Lignin",NA,NA,NA,NA
"C24H22O15","50 kPa","SR",549.0886528,0.92,0.62,"Lignin","lost","lost","lost",NA
"C24H22O15","50 kPa","SR",562.0919343,0.92,0.62,"Lignin","lost","lost","lost",NA
"C24H22O16","50 kPa","CPCRW",565.0835308,0.92,0.67,"Tannin","new",NA,NA,"drought"
"C24H22O16","50 kPa","CPCRW",578.0868976,0.92,0.67,"Lignin","new",NA,NA,"drought"
"C24H22O16","50 kPa","DWP",565.0835308,0.92,0.67,"Tannin","new",NA,"new",NA
"C24H22O16","50 kPa","DWP",578.0868976,0.92,0.67,"Lignin","new",NA,"new",NA
"C24H22O16","50 kPa","SR",565.0835308,0.92,0.67,"Tannin","lost","lost","lost",NA
"C24H22O16","50 kPa","SR",578.0868976,0.92,0.67,"Lignin","lost","lost","lost",NA
"C24H22O4S","1.5 kPa","CPCRW",418.120038,0.92,0.17,"Lignin","lost","lost","lost",NA
"C24H22O8","50 kPa","CPCRW",437.124169,0.92,0.33,"Lignin",NA,"lost",NA,NA
"C24H22O8","50 kPa","DWP",437.124169,0.92,0.33,"Lignin",NA,NA,"new","saturation"
"C24H22O9","1.5 kPa","CPCRW",453.1191653,0.92,0.38,"Lignin",NA,"new","new",NA
"C24H22O9","1.5 kPa","DWP",453.1191653,0.92,0.38,"Lignin",NA,"new",NA,"field moist"
"C24H22O9","50 kPa","CPCRW",453.1191653,0.92,0.38,"Lignin",NA,"lost",NA,NA
"C24H22O9","50 kPa","DWP",453.1191653,0.92,0.38,"Lignin","new","new","new",NA
"C24H24O10","1.5 kPa","CPCRW",471.1296249,1,0.42,"Lignin","lost",NA,NA,NA
"C24H24O10","1.5 kPa","CPCRW",484.1330243,1,0.42,"Lignin","lost",NA,NA,NA
"C24H24O10","1.5 kPa","DWP",471.1296249,1,0.42,"Lignin","new","new","new",NA
"C24H24O10","1.5 kPa","DWP",484.1330243,1,0.42,"Lignin","new","new","new",NA
"C24H24O10","1.5 kPa","SR",471.1296249,1,0.42,"Lignin",NA,NA,"new","saturation"
"C24H24O10","1.5 kPa","SR",484.1330243,1,0.42,"Lignin",NA,NA,"new","saturation"
"C24H24O10","50 kPa","CPCRW",471.1296249,1,0.42,"Lignin",NA,NA,NA,NA
"C24H24O10","50 kPa","CPCRW",484.1330243,1,0.42,"Lignin",NA,NA,NA,NA
"C24H24O10","50 kPa","DWP",471.1296249,1,0.42,"Lignin",NA,NA,NA,NA
"C24H24O10","50 kPa","DWP",484.1330243,1,0.42,"Lignin",NA,NA,NA,NA
"C24H24O10","50 kPa","SR",471.1296249,1,0.42,"Lignin",NA,NA,NA,NA
"C24H24O10","50 kPa","SR",484.1330243,1,0.42,"Lignin",NA,NA,NA,NA
"C24H24O10S","50 kPa","DWP",503.1018174,1,0.42,"Lignin","lost","lost","lost",NA
"C24H24O11","1.5 kPa","CPCRW",487.1246441,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","1.5 kPa","CPCRW",500.1280104,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","1.5 kPa","DWP",487.1246441,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","1.5 kPa","DWP",500.1280104,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","1.5 kPa","SR",487.1246441,1,0.46,"Lignin","lost","lost",NA,NA
"C24H24O11","1.5 kPa","SR",500.1280104,1,0.46,"Lignin","lost","lost",NA,NA
"C24H24O11","50 kPa","CPCRW",487.1246441,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","50 kPa","CPCRW",500.1280104,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","50 kPa","DWP",487.1246441,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","50 kPa","DWP",500.1280104,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","50 kPa","SR",487.1246441,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O11","50 kPa","SR",500.1280104,1,0.46,"Lignin",NA,NA,NA,NA
"C24H24O12","1.5 kPa","CPCRW",503.1195427,1,0.5,"Lignin",NA,NA,NA,NA
"C24H24O12","1.5 kPa","CPCRW",516.1228987,1,0.5,"Lignin",NA,NA,NA,NA
"C24H24O12","1.5 kPa","DWP",503.1195427,1,0.5,"Lignin","lost",NA,NA,NA
"C24H24O12","1.5 kPa","DWP",516.1228987,1,0.5,"Lignin","lost",NA,NA,NA
"C24H24O12","50 kPa","CPCRW",503.1195427,1,0.5,"Lignin",NA,NA,NA,NA
"C24H24O12","50 kPa","CPCRW",516.1228987,1,0.5,"Lignin",NA,NA,NA,NA
"C24H24O12","50 kPa","DWP",503.1195427,1,0.5,"Lignin",NA,NA,NA,NA
"C24H24O12","50 kPa","DWP",516.1228987,1,0.5,"Lignin",NA,NA,NA,NA
"C24H24O12","50 kPa","SR",503.1195427,1,0.5,"Lignin",NA,"lost","lost",NA
"C24H24O12","50 kPa","SR",516.1228987,1,0.5,"Lignin",NA,"lost","lost",NA
"C24H24O13","1.5 kPa","CPCRW",519.1144974,1,0.54,"Lignin",NA,NA,NA,NA
"C24H24O13","1.5 kPa","CPCRW",532.1177355,1,0.54,"Lignin",NA,NA,NA,NA
"C24H24O13","1.5 kPa","DWP",519.1144974,1,0.54,"Lignin","lost",NA,NA,NA
"C24H24O13","1.5 kPa","DWP",532.1177355,1,0.54,"Lignin","lost",NA,NA,NA
"C24H24O13","50 kPa","CPCRW",519.1144974,1,0.54,"Lignin",NA,NA,NA,NA
"C24H24O13","50 kPa","CPCRW",532.1177355,1,0.54,"Lignin",NA,NA,NA,NA
"C24H24O13","50 kPa","DWP",519.1144974,1,0.54,"Lignin",NA,NA,NA,NA
"C24H24O13","50 kPa","DWP",532.1177355,1,0.54,"Lignin",NA,NA,NA,NA
"C24H24O13","50 kPa","SR",519.1144974,1,0.54,"Lignin",NA,"lost","lost",NA
"C24H24O13","50 kPa","SR",532.1177355,1,0.54,"Lignin",NA,"lost","lost",NA
"C24H24O14","1.5 kPa","DWP",535.1093956,1,0.58,"Lignin","lost",NA,NA,NA
"C24H24O14","1.5 kPa","DWP",548.1126572,1,0.58,"Lignin","lost",NA,NA,NA
"C24H24O14","1.5 kPa","SR",535.1093956,1,0.58,"Lignin",NA,"new",NA,"field moist"
"C24H24O14","1.5 kPa","SR",548.1126572,1,0.58,"Lignin",NA,"new",NA,"field moist"
"C24H24O14","50 kPa","CPCRW",535.1093956,1,0.58,"Lignin",NA,NA,NA,NA
"C24H24O14","50 kPa","CPCRW",548.1126572,1,0.58,"Lignin",NA,NA,NA,NA
"C24H24O14","50 kPa","DWP",535.1093956,1,0.58,"Lignin",NA,NA,NA,NA
"C24H24O14","50 kPa","DWP",548.1126572,1,0.58,"Lignin",NA,NA,NA,NA
"C24H24O14","50 kPa","SR",535.1093956,1,0.58,"Lignin","lost","lost","lost",NA
"C24H24O14","50 kPa","SR",548.1126572,1,0.58,"Lignin","lost","lost","lost",NA
"C24H24O14S","1.5 kPa","DWP",567.0814596,1,0.58,"Lignin","lost","lost","lost",NA
"C24H24O14S","50 kPa","DWP",567.0814596,1,0.58,"Lignin","lost","lost","lost",NA
"C24H24O15","1.5 kPa","DWP",551.1042216,1,0.62,"Lignin",NA,"new",NA,"field moist"
"C24H24O15","1.5 kPa","DWP",564.107625,1,0.62,"Lignin",NA,"new",NA,"field moist"
"C24H24O15","50 kPa","CPCRW",551.1042216,1,0.62,"Lignin",NA,NA,NA,NA
"C24H24O15","50 kPa","CPCRW",564.107625,1,0.62,"Lignin",NA,NA,NA,NA
"C24H24O15","50 kPa","DWP",551.1042216,1,0.62,"Lignin",NA,NA,NA,NA
"C24H24O15","50 kPa","DWP",564.107625,1,0.62,"Lignin",NA,NA,NA,NA
"C24H24O15","50 kPa","SR",551.1042216,1,0.62,"Lignin","lost","lost","lost",NA
"C24H24O15","50 kPa","SR",564.107625,1,0.62,"Lignin","lost","lost","lost",NA
"C24H24O16","50 kPa","CPCRW",567.0991282,1,0.67,"Tannin","new",NA,NA,"drought"
"C24H24O16","50 kPa","CPCRW",580.1025366,1,0.67,"Lignin","new",NA,NA,"drought"
"C24H24O16","50 kPa","DWP",567.0991282,1,0.67,"Tannin",NA,"new","new",NA
"C24H24O16","50 kPa","DWP",580.1025366,1,0.67,"Lignin",NA,"new","new",NA
"C24H24O16","50 kPa","SR",567.0991282,1,0.67,"Tannin","lost","lost","lost",NA
"C24H24O16","50 kPa","SR",580.1025366,1,0.67,"Lignin","lost","lost","lost",NA
"C24H24O7","50 kPa","CPCRW",423.144974,1,0.29,"Lignin","lost","lost",NA,NA
"C24H24O8","1.5 kPa","CPCRW",439.1397969,1,0.33,"Lignin","lost",NA,NA,NA
"C24H24O8","1.5 kPa","DWP",439.1397969,1,0.33,"Lignin",NA,"new",NA,"field moist"
"C24H24O8","50 kPa","CPCRW",439.1397969,1,0.33,"Lignin",NA,NA,NA,NA
"C24H24O8","50 kPa","DWP",439.1397969,1,0.33,"Lignin",NA,NA,NA,NA
"C24H24O8","50 kPa","SR",439.1397969,1,0.33,"Lignin","lost","lost","lost",NA
"C24H24O9","1.5 kPa","CPCRW",455.1347976,1,0.38,"Lignin","lost",NA,NA,NA
"C24H24O9","1.5 kPa","CPCRW",468.1381705,1,0.38,"Lignin","lost",NA,NA,NA
"C24H24O9","1.5 kPa","DWP",455.1347976,1,0.38,"Lignin",NA,"new","new",NA
"C24H24O9","1.5 kPa","DWP",468.1381705,1,0.38,"Lignin",NA,"new","new",NA
"C24H24O9","50 kPa","CPCRW",455.1347976,1,0.38,"Lignin",NA,NA,NA,NA
"C24H24O9","50 kPa","CPCRW",468.1381705,1,0.38,"Lignin",NA,NA,NA,NA
"C24H24O9","50 kPa","DWP",455.1347976,1,0.38,"Lignin",NA,NA,NA,NA
"C24H24O9","50 kPa","DWP",468.1381705,1,0.38,"Lignin",NA,NA,NA,NA
"C24H24O9","50 kPa","SR",455.1347976,1,0.38,"Lignin","lost",NA,"lost",NA
"C24H24O9","50 kPa","SR",468.1381705,1,0.38,"Lignin","lost",NA,"lost",NA
"C24H25N3O4S2","1.5 kPa","SR",482.1214249,1.04,0.17,"Lignin",NA,"lost","lost",NA
"C24H25N3O4S2","50 kPa","SR",482.1214249,1.04,0.17,"Lignin","lost","lost","lost",NA
"C24H26O10","1.5 kPa","CPCRW",473.1453882,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","1.5 kPa","CPCRW",486.1486735,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","1.5 kPa","DWP",473.1453882,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","1.5 kPa","DWP",486.1486735,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","1.5 kPa","SR",473.1453882,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","1.5 kPa","SR",486.1486735,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","50 kPa","CPCRW",473.1453882,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","50 kPa","CPCRW",486.1486735,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","50 kPa","DWP",473.1453882,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","50 kPa","DWP",486.1486735,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","50 kPa","SR",473.1453882,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O10","50 kPa","SR",486.1486735,1.08,0.42,"Lignin",NA,NA,NA,NA
"C24H26O11","1.5 kPa","CPCRW",489.1403058,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","1.5 kPa","CPCRW",502.1435612,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","1.5 kPa","DWP",489.1403058,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","1.5 kPa","DWP",502.1435612,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","1.5 kPa","SR",489.1403058,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","1.5 kPa","SR",502.1435612,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","50 kPa","CPCRW",489.1403058,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","50 kPa","CPCRW",502.1435612,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","50 kPa","DWP",489.1403058,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","50 kPa","DWP",502.1435612,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","50 kPa","SR",489.1403058,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O11","50 kPa","SR",502.1435612,1.08,0.46,"Lignin",NA,NA,NA,NA
"C24H26O12","50 kPa","CPCRW",518.1385594,1.08,0.5,"Lignin","new",NA,NA,"drought"
"C24H26O12S","1.5 kPa","DWP",537.1073535,1.08,0.5,"Lignin",NA,"lost",NA,NA
"C24H26O12S","1.5 kPa","SR",537.1073535,1.08,0.5,"Lignin",NA,"new",NA,"field moist"
"C24H26O12S","50 kPa","DWP",537.1073535,1.08,0.5,"Lignin",NA,"lost","lost",NA
"C24H26O13","1.5 kPa","CPCRW",521.1301352,1.08,0.54,"Lignin",NA,NA,NA,NA
"C24H26O13","1.5 kPa","CPCRW",534.1334438,1.08,0.54,"Lignin",NA,NA,NA,NA
"C24H26O13","1.5 kPa","DWP",521.1301352,1.08,0.54,"Lignin",NA,"new",NA,"field moist"
"C24H26O13","1.5 kPa","DWP",534.1334438,1.08,0.54,"Lignin",NA,"new",NA,"field moist"
"C24H26O13","1.5 kPa","SR",521.1301352,1.08,0.54,"Lignin",NA,"new",NA,"field moist"
"C24H26O13","1.5 kPa","SR",534.1334438,1.08,0.54,"Lignin",NA,"new",NA,"field moist"
"C24H26O13","50 kPa","CPCRW",521.1301352,1.08,0.54,"Lignin",NA,NA,NA,NA
"C24H26O13","50 kPa","CPCRW",534.1334438,1.08,0.54,"Lignin",NA,NA,NA,NA
"C24H26O13","50 kPa","DWP",521.1301352,1.08,0.54,"Lignin",NA,NA,NA,NA
"C24H26O13","50 kPa","DWP",534.1334438,1.08,0.54,"Lignin",NA,NA,NA,NA
"C24H26O13","50 kPa","SR",521.1301352,1.08,0.54,"Lignin",NA,"lost","lost",NA
"C24H26O13","50 kPa","SR",534.1334438,1.08,0.54,"Lignin",NA,"lost","lost",NA
"C24H26O13S","1.5 kPa","CPCRW",553.102288,1.08,0.54,"Lignin","new",NA,NA,"drought"
"C24H26O13S","1.5 kPa","DWP",553.102288,1.08,0.54,"Lignin",NA,"lost","lost",NA
"C24H26O13S","1.5 kPa","SR",553.102288,1.08,0.54,"Lignin",NA,"new",NA,"field moist"
"C24H26O13S","50 kPa","DWP",553.102288,1.08,0.54,"Lignin",NA,"lost","lost",NA
"C24H26O14","1.5 kPa","CPCRW",537.1250102,1.08,0.58,"Lignin",NA,NA,"lost",NA
"C24H26O14","1.5 kPa","CPCRW",550.128372,1.08,0.58,"Lignin",NA,NA,"lost",NA
"C24H26O14","1.5 kPa","DWP",537.1250102,1.08,0.58,"Lignin","lost",NA,NA,NA
"C24H26O14","1.5 kPa","DWP",550.128372,1.08,0.58,"Lignin","lost",NA,NA,NA
"C24H26O14","50 kPa","CPCRW",537.1250102,1.08,0.58,"Lignin",NA,NA,NA,NA
"C24H26O14","50 kPa","CPCRW",550.128372,1.08,0.58,"Lignin",NA,NA,NA,NA
"C24H26O14","50 kPa","DWP",537.1250102,1.08,0.58,"Lignin",NA,NA,NA,NA
"C24H26O14","50 kPa","DWP",550.128372,1.08,0.58,"Lignin",NA,NA,NA,NA
"C24H26O14","50 kPa","SR",537.1250102,1.08,0.58,"Lignin","lost","lost","lost",NA
"C24H26O14","50 kPa","SR",550.128372,1.08,0.58,"Lignin","lost","lost","lost",NA
"C24H26O14S","1.5 kPa","DWP",569.0971,1.08,0.58,"Lignin","lost","lost","lost",NA
"C24H26O15","1.5 kPa","DWP",553.1199522,1.08,0.62,"Lignin","lost","lost","lost",NA
"C24H26O15","1.5 kPa","DWP",566.1232886,1.08,0.62,"Lignin","lost","lost","lost",NA
"C24H26O15","50 kPa","CPCRW",553.1199522,1.08,0.62,"Lignin",NA,"lost",NA,NA
"C24H26O15","50 kPa","CPCRW",566.1232886,1.08,0.62,"Lignin",NA,"lost",NA,NA
"C24H26O15","50 kPa","DWP",553.1199522,1.08,0.62,"Lignin",NA,NA,NA,NA
"C24H26O15","50 kPa","DWP",566.1232886,1.08,0.62,"Lignin",NA,NA,NA,NA
"C24H26O15","50 kPa","SR",553.1199522,1.08,0.62,"Lignin","lost","lost","lost",NA
"C24H26O15","50 kPa","SR",566.1232886,1.08,0.62,"Lignin","lost","lost","lost",NA
"C24H26O16","50 kPa","CPCRW",569.1147958,1.08,0.67,"Tannin","new",NA,NA,"drought"
"C24H26O16","50 kPa","CPCRW",582.1182282,1.08,0.67,"Lignin","new",NA,NA,"drought"
"C24H26O16","50 kPa","DWP",569.1147958,1.08,0.67,"Tannin","lost","lost",NA,NA
"C24H26O16","50 kPa","DWP",582.1182282,1.08,0.67,"Lignin","lost","lost",NA,NA
"C24H26O2S","1.5 kPa","SR",377.158167,1.08,0.08,"UnsatHC","lost",NA,NA,NA
"C24H26O2S","50 kPa","SR",377.158167,1.08,0.08,"UnsatHC","lost",NA,NA,NA
"C24H26O7","1.5 kPa","CPCRW",425.1605225,1.08,0.29,"Lignin","lost",NA,NA,NA
"C24H26O7","1.5 kPa","DWP",425.1605225,1.08,0.29,"Lignin","new","new",NA,NA
"C24H26O7","50 kPa","CPCRW",425.1605225,1.08,0.29,"Lignin",NA,NA,NA,NA
"C24H26O7","50 kPa","DWP",425.1605225,1.08,0.29,"Lignin",NA,NA,NA,NA
"C24H26O7","50 kPa","SR",425.1605225,1.08,0.29,"Lignin",NA,NA,"new","saturation"
"C24H26O8","1.5 kPa","CPCRW",441.1554433,1.08,0.33,"Lignin","lost",NA,NA,NA
"C24H26O8","1.5 kPa","CPCRW",454.1589172,1.08,0.33,"Lignin","lost",NA,NA,NA
"C24H26O8","1.5 kPa","DWP",441.1554433,1.08,0.33,"Lignin",NA,NA,NA,NA
"C24H26O8","1.5 kPa","DWP",454.1589172,1.08,0.33,"Lignin",NA,NA,NA,NA
"C24H26O8","1.5 kPa","SR",441.1554433,1.08,0.33,"Lignin","lost","lost","lost",NA
"C24H26O8","1.5 kPa","SR",454.1589172,1.08,0.33,"Lignin","lost","lost","lost",NA
"C24H26O8","50 kPa","CPCRW",441.1554433,1.08,0.33,"Lignin",NA,NA,NA,NA
"C24H26O8","50 kPa","CPCRW",454.1589172,1.08,0.33,"Lignin",NA,NA,NA,NA
"C24H26O8","50 kPa","DWP",441.1554433,1.08,0.33,"Lignin",NA,NA,NA,NA
"C24H26O8","50 kPa","DWP",454.1589172,1.08,0.33,"Lignin",NA,NA,NA,NA
"C24H26O8","50 kPa","SR",441.1554433,1.08,0.33,"Lignin","lost",NA,NA,NA
"C24H26O8","50 kPa","SR",454.1589172,1.08,0.33,"Lignin","lost",NA,NA,NA
"C24H26O9","1.5 kPa","CPCRW",457.150407,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","1.5 kPa","CPCRW",470.1537928,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","1.5 kPa","DWP",457.150407,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","1.5 kPa","DWP",470.1537928,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","1.5 kPa","SR",457.150407,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","1.5 kPa","SR",470.1537928,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","50 kPa","CPCRW",457.150407,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","50 kPa","CPCRW",470.1537928,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","50 kPa","DWP",457.150407,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","50 kPa","DWP",470.1537928,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","50 kPa","SR",457.150407,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H26O9","50 kPa","SR",470.1537928,1.08,0.38,"Lignin",NA,NA,NA,NA
"C24H27NO11","50 kPa","DWP",504.1512076,1.12,0.46,"Lignin",NA,"lost","lost",NA
"C24H27NO12","50 kPa","DWP",520.1461072,1.12,0.5,"Lignin",NA,"lost",NA,NA
"C24H27NO12","50 kPa","SR",520.1461072,1.12,0.5,"Lignin","lost","lost","lost",NA
"C24H28O10","1.5 kPa","CPCRW",475.1609411,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","1.5 kPa","CPCRW",488.1643122,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","1.5 kPa","DWP",475.1609411,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","1.5 kPa","DWP",488.1643122,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","1.5 kPa","SR",475.1609411,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","1.5 kPa","SR",488.1643122,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","50 kPa","CPCRW",475.1609411,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","50 kPa","CPCRW",488.1643122,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","50 kPa","DWP",475.1609411,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","50 kPa","DWP",488.1643122,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","50 kPa","SR",475.1609411,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O10","50 kPa","SR",488.1643122,1.17,0.42,"Lignin",NA,NA,NA,NA
"C24H28O11","1.5 kPa","CPCRW",491.1559594,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","1.5 kPa","CPCRW",504.1592774,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","1.5 kPa","DWP",491.1559594,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","1.5 kPa","DWP",504.1592774,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","1.5 kPa","SR",491.1559594,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","1.5 kPa","SR",504.1592774,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","50 kPa","CPCRW",491.1559594,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","50 kPa","CPCRW",504.1592774,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","50 kPa","DWP",491.1559594,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","50 kPa","DWP",504.1592774,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","50 kPa","SR",491.1559594,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11","50 kPa","SR",504.1592774,1.17,0.46,"Lignin",NA,NA,NA,NA
"C24H28O11S","50 kPa","DWP",523.1280741,1.17,0.46,"Lignin","lost","lost","lost",NA
"C24H28O12","1.5 kPa","CPCRW",507.1508251,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","1.5 kPa","CPCRW",520.1542079,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","1.5 kPa","DWP",507.1508251,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","1.5 kPa","DWP",520.1542079,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","1.5 kPa","SR",507.1508251,1.17,0.5,"Lignin",NA,NA,"lost",NA
"C24H28O12","1.5 kPa","SR",520.1542079,1.17,0.5,"Lignin",NA,NA,"lost",NA
"C24H28O12","50 kPa","CPCRW",507.1508251,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","50 kPa","CPCRW",520.1542079,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","50 kPa","DWP",507.1508251,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","50 kPa","DWP",520.1542079,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","50 kPa","SR",507.1508251,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12","50 kPa","SR",520.1542079,1.17,0.5,"Lignin",NA,NA,NA,NA
"C24H28O12S","1.5 kPa","CPCRW",539.1229123,1.17,0.5,"Lignin","new",NA,NA,"drought"
"C24H28O12S","1.5 kPa","DWP",539.1229123,1.17,0.5,"Lignin","lost","lost","lost",NA
"C24H28O12S","50 kPa","DWP",539.1229123,1.17,0.5,"Lignin","lost","lost","lost",NA
