"MolForm","tension","site","Mass","HC","OC","Class","drought2","fm2","saturation2","unique"
"C10H10O5","1.5 kPa","CPCRW",209.0455722,1,0.5,"Lignin","lost",NA,"lost",NA
"C10H10O5","1.5 kPa","DWP",209.0455722,1,0.5,"Lignin",NA,"new",NA,"field moist"
"C10H10O5","50 kPa","CPCRW",209.0455722,1,0.5,"Lignin",NA,NA,NA,NA
"C10H10O5","50 kPa","DWP",209.0455722,1,0.5,"Lignin","new","new","new",NA
"C10H10O6","1.5 kPa","CPCRW",225.0404753,1,0.6,"Lignin",NA,NA,NA,NA
"C10H10O6","1.5 kPa","DWP",225.0404753,1,0.6,"Lignin",NA,"new",NA,"field moist"
"C10H10O6","1.5 kPa","SR",225.0404753,1,0.6,"Lignin","new",NA,NA,"drought"
"C10H10O6","50 kPa","CPCRW",225.0404753,1,0.6,"Lignin",NA,NA,NA,NA
"C10H10O6","50 kPa","DWP",225.0404753,1,0.6,"Lignin",NA,"lost",NA,NA
"C10H10O7","1.5 kPa","CPCRW",241.0353881,1,0.7,"Tannin",NA,NA,NA,NA
"C10H10O7","1.5 kPa","DWP",241.0353881,1,0.7,"Tannin",NA,"new",NA,"field moist"
"C10H10O7","50 kPa","CPCRW",241.0353881,1,0.7,"Tannin",NA,NA,NA,NA
"C10H10O7","50 kPa","DWP",241.0353881,1,0.7,"Tannin",NA,NA,"new","saturation"
"C10H10O8","50 kPa","CPCRW",257.030301,1,0.8,"Tannin",NA,"lost","lost",NA
"C10H12N2O5","1.5 kPa","SR",239.0673517,1.2,0.5,"Lignin","lost","lost","lost",NA
"C10H12N2O5","50 kPa","SR",239.0673517,1.2,0.5,"Lignin","lost",NA,"lost",NA
"C10H12N2O6","1.5 kPa","CPCRW",255.0622701,1.2,0.6,"Lignin","new",NA,NA,"drought"
"C10H12N2O6","1.5 kPa","DWP",255.0622701,1.2,0.6,"Lignin","lost","lost","lost",NA
"C10H12N2O6","1.5 kPa","SR",255.0622701,1.2,0.6,"Lignin","new",NA,NA,"drought"
"C10H12N2O6","50 kPa","CPCRW",255.0622701,1.2,0.6,"Lignin","new",NA,NA,"drought"
"C10H12N2O6","50 kPa","DWP",255.0622701,1.2,0.6,"Lignin","lost","lost","lost",NA
"C10H12O5","1.5 kPa","CPCRW",211.061218,1.2,0.5,"Lignin","lost",NA,NA,NA
"C10H12O5","1.5 kPa","DWP",211.061218,1.2,0.5,"Lignin",NA,"new",NA,"field moist"
"C10H12O5","50 kPa","CPCRW",211.061218,1.2,0.5,"Lignin",NA,NA,NA,NA
"C10H12O5","50 kPa","DWP",211.061218,1.2,0.5,"Lignin",NA,"lost","lost",NA
"C10H12O5S","1.5 kPa","SR",243.0332716,1.2,0.5,"Lignin","lost","lost","lost",NA
"C10H12O5S","50 kPa","SR",243.0332716,1.2,0.5,"Lignin","new",NA,NA,"drought"
"C10H12O6","1.5 kPa","CPCRW",227.0561182,1.2,0.6,"Lignin",NA,NA,NA,NA
"C10H12O6","1.5 kPa","DWP",227.0561182,1.2,0.6,"Lignin",NA,"new",NA,"field moist"
"C10H12O6","50 kPa","CPCRW",227.0561182,1.2,0.6,"Lignin",NA,NA,NA,NA
"C10H12O6","50 kPa","DWP",227.0561182,1.2,0.6,"Lignin",NA,NA,"new","saturation"
"C10H12O7","1.5 kPa","CPCRW",243.0510317,1.2,0.7,"Tannin","new","new","new",NA
"C10H12O7","1.5 kPa","CPCRW",256.0543746,1.2,0.7,"Lignin","new","new","new",NA
"C10H12O7","1.5 kPa","DWP",243.0510317,1.2,0.7,"Tannin",NA,"new",NA,"field moist"
"C10H12O7","1.5 kPa","DWP",256.0543746,1.2,0.7,"Lignin",NA,"new",NA,"field moist"
"C10H12O7","50 kPa","CPCRW",243.0510317,1.2,0.7,"Tannin",NA,"lost",NA,NA
"C10H12O7","50 kPa","CPCRW",256.0543746,1.2,0.7,"Lignin",NA,"lost",NA,NA
"C10H12O8","50 kPa","CPCRW",259.0459418,1.2,0.8,"Tannin","new",NA,"new",NA
"C10H12O8","50 kPa","CPCRW",272.0492907,1.2,0.8,"Tannin","new",NA,"new",NA
"C10H12O8","50 kPa","DWP",259.0459418,1.2,0.8,"Tannin",NA,NA,"new","saturation"
"C10H12O8","50 kPa","DWP",272.0492907,1.2,0.8,"Tannin",NA,NA,"new","saturation"
"C10H12O9","50 kPa","CPCRW",275.0408626,1.2,0.9,"Tannin",NA,NA,"new","saturation"
"C10H12O9","50 kPa","CPCRW",288.0442296,1.2,0.9,"Tannin",NA,NA,"new","saturation"
"C10H14O5","1.5 kPa","CPCRW",213.0768614,1.4,0.5,"Lignin","new","new","new",NA
"C10H14O5","1.5 kPa","DWP",213.0768614,1.4,0.5,"Lignin",NA,"new",NA,"field moist"
"C10H14O5","50 kPa","CPCRW",213.0768614,1.4,0.5,"Lignin",NA,"lost",NA,NA
"C10H14O5","50 kPa","DWP",213.0768614,1.4,0.5,"Lignin","new","new","new",NA
"C10H14O6","1.5 kPa","CPCRW",229.0717758,1.4,0.6,"Lignin","new",NA,NA,"drought"
"C10H14O6","1.5 kPa","CPCRW",242.0751145,1.4,0.6,"Lignin","new",NA,NA,"drought"
"C10H14O6","1.5 kPa","DWP",229.0717758,1.4,0.6,"Lignin",NA,"new",NA,"field moist"
"C10H14O6","1.5 kPa","DWP",242.0751145,1.4,0.6,"Lignin",NA,"new",NA,"field moist"
"C10H14O6","50 kPa","CPCRW",229.0717758,1.4,0.6,"Lignin","new",NA,"new",NA
"C10H14O6","50 kPa","CPCRW",242.0751145,1.4,0.6,"Lignin","new",NA,"new",NA
"C10H14O6","50 kPa","DWP",229.0717758,1.4,0.6,"Lignin","new",NA,NA,"drought"
"C10H14O6","50 kPa","DWP",242.0751145,1.4,0.6,"Lignin","new",NA,NA,"drought"
"C10H14O7","50 kPa","CPCRW",245.0666783,1.4,0.7,"Tannin",NA,NA,"new","saturation"
"C10H14O7","50 kPa","CPCRW",258.0700173,1.4,0.7,"Lignin",NA,NA,"new","saturation"
"C10H14O7S","50 kPa","DWP",277.0387407,1.4,0.7,"Tannin","lost","lost","lost",NA
"C10H14O7S","50 kPa","DWP",290.0420975,1.4,0.7,"Lignin","lost","lost","lost",NA
"C10H14O8","50 kPa","CPCRW",261.0615873,1.4,0.8,"Tannin",NA,NA,"new","saturation"
"C10H14O8","50 kPa","CPCRW",274.0649486,1.4,0.8,"Tannin",NA,NA,"new","saturation"
"C10H14O9","50 kPa","CPCRW",277.0565133,1.4,0.9,"Tannin","new",NA,"new",NA
"C10H15NO2S","1.5 kPa","CPCRW",212.0750953,1.5,0.2,"Lipid",NA,NA,NA,NA
"C10H15NO2S","1.5 kPa","DWP",212.0750953,1.5,0.2,"Lipid",NA,"new","new",NA
"C10H15NO2S","1.5 kPa","SR",212.0750953,1.5,0.2,"Lipid",NA,NA,NA,NA
"C10H15NO2S","50 kPa","CPCRW",212.0750953,1.5,0.2,"Lipid","lost",NA,NA,NA
"C10H15NO2S","50 kPa","DWP",212.0750953,1.5,0.2,"Lipid",NA,NA,"new","saturation"
"C10H15NO2S","50 kPa","SR",212.0750953,1.5,0.2,"Lipid",NA,NA,NA,NA
"C10H16N2O5","1.5 kPa","DWP",243.0986582,1.6,0.5,"Protein","lost","lost","lost",NA
"C10H16N2O7","1.5 kPa","DWP",275.0884746,1.6,0.7,"Carb","lost","lost","lost",NA
"C10H16N2O7","50 kPa","DWP",275.0884746,1.6,0.7,"Carb","lost","lost","lost",NA
"C10H16O10","1.5 kPa","CPCRW",295.0670747,1.6,1,"Carb","new",NA,NA,"drought"
"C10H16O10","1.5 kPa","DWP",295.0670747,1.6,1,"Carb",NA,"lost","lost",NA
"C10H16O10","50 kPa","CPCRW",295.0670747,1.6,1,"Carb","new",NA,"new",NA
"C10H16O10","50 kPa","DWP",295.0670747,1.6,1,"Carb",NA,"lost","lost",NA
"C10H16O5","1.5 kPa","CPCRW",215.0925207,1.6,0.5,"Protein",NA,"lost",NA,NA
"C10H16O5","1.5 kPa","CPCRW",228.0958744,1.6,0.5,"Lignin",NA,"lost",NA,NA
"C10H16O5","1.5 kPa","DWP",215.0925207,1.6,0.5,"Protein","new","new",NA,NA
"C10H16O5","1.5 kPa","DWP",228.0958744,1.6,0.5,"Lignin","new","new",NA,NA
"C10H16O5","1.5 kPa","SR",215.0925207,1.6,0.5,"Protein",NA,"lost","lost",NA
"C10H16O5","1.5 kPa","SR",228.0958744,1.6,0.5,"Lignin",NA,"lost","lost",NA
"C10H16O5","50 kPa","CPCRW",215.0925207,1.6,0.5,"Protein","new",NA,"new",NA
"C10H16O5","50 kPa","CPCRW",228.0958744,1.6,0.5,"Lignin","new",NA,"new",NA
"C10H16O5","50 kPa","DWP",215.0925207,1.6,0.5,"Protein",NA,"lost",NA,NA
"C10H16O5","50 kPa","DWP",228.0958744,1.6,0.5,"Lignin",NA,"lost",NA,NA
"C10H16O5","50 kPa","SR",215.0925207,1.6,0.5,"Protein","new","new","new",NA
"C10H16O5","50 kPa","SR",228.0958744,1.6,0.5,"Lignin","new","new","new",NA
"C10H16O5S","50 kPa","DWP",247.0645722,1.6,0.5,"Protein","new",NA,NA,"drought"
"C10H16O6S","1.5 kPa","DWP",263.059484,1.6,0.6,"AminoSugar","new",NA,NA,"drought"
"C10H16O6S","50 kPa","DWP",263.059484,1.6,0.6,"AminoSugar","new",NA,NA,"drought"
"C10H16O8","50 kPa","CPCRW",263.0772382,1.6,0.8,"Carb","new",NA,NA,"drought"
"C10H16O8S","1.5 kPa","DWP",295.0493104,1.6,0.8,"Carb","lost","lost","lost",NA
"C10H16O8S","50 kPa","DWP",295.0493104,1.6,0.8,"Carb","lost","lost","lost",NA
"C10H16O9","1.5 kPa","CPCRW",279.0721474,1.6,0.9,"Carb","new",NA,NA,"drought"
"C10H16O9","1.5 kPa","DWP",279.0721474,1.6,0.9,"Carb","lost","lost","lost",NA
"C10H16O9","50 kPa","CPCRW",279.0721474,1.6,0.9,"Carb","new",NA,"new",NA
"C10H16O9","50 kPa","DWP",279.0721474,1.6,0.9,"Carb","lost","lost","lost",NA
"C10H17N3O6","1.5 kPa","DWP",274.1044534,1.7,0.6,"AminoSugar",NA,"lost","lost",NA
"C10H17NO4","1.5 kPa","DWP",214.1085023,1.7,0.4,"Protein","new",NA,NA,"drought"
"C10H18N2O5","1.5 kPa","DWP",245.1143014,1.8,0.5,"Protein","lost","lost","lost",NA
"C10H18N2O5","50 kPa","DWP",245.1143014,1.8,0.5,"Protein","lost","lost","lost",NA
"C10H18O10","1.5 kPa","CPCRW",297.0827054,1.8,1,"Carb","new",NA,NA,"drought"
"C10H18O10","1.5 kPa","DWP",297.0827054,1.8,1,"Carb",NA,"lost","lost",NA
"C10H18O10","50 kPa","CPCRW",297.0827054,1.8,1,"Carb","new",NA,"new",NA
"C10H18O10","50 kPa","DWP",297.0827054,1.8,1,"Carb",NA,"lost","lost",NA
"C10H18O4","1.5 kPa","CPCRW",201.1132557,1.8,0.4,"Protein",NA,NA,NA,NA
"C10H18O4","1.5 kPa","DWP",201.1132557,1.8,0.4,"Protein",NA,NA,"lost",NA
"C10H18O4","1.5 kPa","SR",201.1132557,1.8,0.4,"Protein",NA,NA,NA,NA
"C10H18O4","50 kPa","CPCRW",201.1132557,1.8,0.4,"Protein","new",NA,"new",NA
"C10H18O4","50 kPa","DWP",201.1132557,1.8,0.4,"Protein",NA,NA,NA,NA
"C10H18O4","50 kPa","SR",201.1132557,1.8,0.4,"Protein",NA,NA,NA,NA
"C10H18O5","1.5 kPa","CPCRW",217.108162,1.8,0.5,"Protein","new",NA,NA,"drought"
"C10H18O5","1.5 kPa","DWP",217.108162,1.8,0.5,"Protein",NA,"lost","lost",NA
"C10H18O5","1.5 kPa","SR",217.108162,1.8,0.5,"Protein",NA,"lost","lost",NA
"C10H18O5","50 kPa","CPCRW",217.108162,1.8,0.5,"Protein","new",NA,"new",NA
"C10H18O5","50 kPa","DWP",217.108162,1.8,0.5,"Protein",NA,"lost","lost",NA
"C10H18O5","50 kPa","SR",217.108162,1.8,0.5,"Protein",NA,NA,"new","saturation"
"C10H18O5S","1.5 kPa","DWP",249.0802331,1.8,0.5,"Protein","lost","lost","lost",NA
"C10H18O5S","50 kPa","DWP",249.0802331,1.8,0.5,"Protein",NA,"lost","lost",NA
"C10H18O6S","1.5 kPa","DWP",265.0751336,1.8,0.6,"AminoSugar","new",NA,NA,"drought"
"C10H18O6S","50 kPa","DWP",265.0751336,1.8,0.6,"AminoSugar","lost","lost","lost",NA
"C10H18O6S2","1.5 kPa","CPCRW",297.0471547,1.8,0.6,"AminoSugar",NA,NA,NA,NA
"C10H18O6S2","1.5 kPa","DWP",297.0471547,1.8,0.6,"AminoSugar","new","new","new",NA
"C10H18O6S2","1.5 kPa","SR",297.0471547,1.8,0.6,"AminoSugar",NA,NA,NA,NA
"C10H18O6S2","50 kPa","CPCRW",297.0471547,1.8,0.6,"AminoSugar","lost","lost","lost",NA
"C10H18O6S2","50 kPa","DWP",297.0471547,1.8,0.6,"AminoSugar",NA,NA,NA,NA
"C10H18O6S2","50 kPa","SR",297.0471547,1.8,0.6,"AminoSugar",NA,NA,NA,NA
"C10H18O7S","1.5 kPa","CPCRW",281.0700425,1.8,0.7,"Carb","lost","lost","lost",NA
"C10H18O7S","1.5 kPa","DWP",281.0700425,1.8,0.7,"Carb","lost","lost","lost",NA
"C10H18O7S","50 kPa","DWP",281.0700425,1.8,0.7,"Carb","lost","lost","lost",NA
"C10H18O8","1.5 kPa","CPCRW",265.0929003,1.8,0.8,"Carb","new",NA,NA,"drought"
"C10H18O8","1.5 kPa","DWP",265.0929003,1.8,0.8,"Carb","lost","lost","lost",NA
"C10H18O8","50 kPa","CPCRW",265.0929003,1.8,0.8,"Carb","new",NA,NA,"drought"
"C10H18O8","50 kPa","DWP",265.0929003,1.8,0.8,"Carb","lost","lost","lost",NA
"C10H18O8S","1.5 kPa","DWP",297.0649671,1.8,0.8,"Carb","lost","lost","lost",NA
"C10H18O9","1.5 kPa","CPCRW",281.0878136,1.8,0.9,"Carb","new",NA,NA,"drought"
"C10H18O9","1.5 kPa","DWP",281.0878136,1.8,0.9,"Carb","lost","lost","lost",NA
"C10H18O9","50 kPa","CPCRW",281.0878136,1.8,0.9,"Carb","new",NA,NA,"drought"
"C10H18O9","50 kPa","DWP",281.0878136,1.8,0.9,"Carb","lost","lost","lost",NA
"C10H19NO3","1.5 kPa","DWP",200.1292468,1.9,0.3,"Protein","new",NA,NA,"drought"
"C10H19NO3","50 kPa","DWP",200.1292468,1.9,0.3,"Protein",NA,"lost","lost",NA
"C10H19O12","1.5 kPa","CPCRW",361.0541118,1.9,1.2,"Other","new","new","new",NA
"C10H19O12","50 kPa","CPCRW",361.0541118,1.9,1.2,"Other","lost",NA,"lost",NA
"C10H20O10","50 kPa","CPCRW",299.0983666,2,1,"Carb","new",NA,NA,"drought"
"C10H20O10","50 kPa","CPCRW",312.1017043,2,1,"Carb","new",NA,NA,"drought"
"C10H20O10","50 kPa","DWP",299.0983666,2,1,"Carb","lost","lost","lost",NA
"C10H20O10","50 kPa","DWP",312.1017043,2,1,"Carb","lost","lost","lost",NA
"C10H20O11","1.5 kPa","DWP",315.0932702,2,1.1,"Other","lost","lost","lost",NA
"C10H20O11","1.5 kPa","DWP",328.0966075,2,1.1,"Carb","lost","lost","lost",NA
"C10H20O11","50 kPa","DWP",315.0932702,2,1.1,"Other","lost","lost","lost",NA
"C10H20O11","50 kPa","DWP",328.0966075,2,1.1,"Carb","lost","lost","lost",NA
"C10H20O4","1.5 kPa","CPCRW",203.1289088,2,0.4,"Protein",NA,NA,"new","saturation"
"C10H20O4","1.5 kPa","CPCRW",216.1322469,2,0.4,"Protein",NA,NA,"new","saturation"
"C10H20O4","50 kPa","CPCRW",203.1289088,2,0.4,"Protein",NA,NA,"new","saturation"
"C10H20O4","50 kPa","CPCRW",216.1322469,2,0.4,"Protein",NA,NA,"new","saturation"
"C10H20O5","50 kPa","DWP",219.1238208,2,0.5,"Protein","lost","lost","lost",NA
"C10H20O5","50 kPa","DWP",232.1271605,2,0.5,"Protein","lost","lost","lost",NA
"C10H20O7","1.5 kPa","SR",251.1136343,2,0.7,"Carb",NA,"new",NA,"field moist"
"C10H20O7S2","1.5 kPa","SR",315.0577099,2,0.7,"Carb","lost","lost","lost",NA
"C10H20O9","1.5 kPa","CPCRW",283.1034589,2,0.9,"Carb","new",NA,NA,"drought"
"C10H20O9","1.5 kPa","CPCRW",296.106815,2,0.9,"Carb","new",NA,NA,"drought"
"C10H20O9","1.5 kPa","DWP",283.1034589,2,0.9,"Carb","lost","lost","lost",NA
"C10H20O9","1.5 kPa","DWP",296.106815,2,0.9,"Carb","lost","lost","lost",NA
"C10H20O9","50 kPa","CPCRW",283.1034589,2,0.9,"Carb","new",NA,NA,"drought"
"C10H20O9","50 kPa","CPCRW",296.106815,2,0.9,"Carb","new",NA,NA,"drought"
"C10H20O9","50 kPa","DWP",283.1034589,2,0.9,"Carb","lost","lost","lost",NA
"C10H20O9","50 kPa","DWP",296.106815,2,0.9,"Carb","lost","lost","lost",NA
"C10H21N3O5","1.5 kPa","CPCRW",262.1408947,2.1,0.5,"Protein",NA,NA,NA,NA
"C10H21N3O5","1.5 kPa","DWP",262.1408947,2.1,0.5,"Protein",NA,NA,NA,NA
"C10H21N3O5","1.5 kPa","SR",262.1408947,2.1,0.5,"Protein",NA,NA,NA,NA
"C10H21N3O5","50 kPa","CPCRW",262.1408947,2.1,0.5,"Protein","lost","lost",NA,NA
"C10H21N3O5","50 kPa","DWP",262.1408947,2.1,0.5,"Protein",NA,NA,NA,NA
"C10H21N3O5","50 kPa","SR",262.1408947,2.1,0.5,"Protein",NA,NA,NA,NA
"C10H21NO4S","1.5 kPa","DWP",250.1118594,2.1,0.4,"Protein","new","new",NA,NA
"C10H21NO4S","50 kPa","DWP",250.1118594,2.1,0.4,"Protein","new",NA,NA,"drought"
"C10H21O10","1.5 kPa","CPCRW",331.0799189,2.1,1,"Carb","lost",NA,NA,NA
"C10H21O10","50 kPa","CPCRW",331.0799189,2.1,1,"Carb","lost",NA,"lost",NA
"C10H22O10","1.5 kPa","DWP",301.1139955,2.2,1,"Other","lost","lost","lost",NA
"C10H22O10","1.5 kPa","DWP",314.1173626,2.2,1,"Carb","lost","lost","lost",NA
"C10H22O10","50 kPa","DWP",301.1139955,2.2,1,"Other","lost","lost","lost",NA
"C10H22O10","50 kPa","DWP",314.1173626,2.2,1,"Carb","lost","lost","lost",NA
"C10H22O6S2","1.5 kPa","SR",314.0817861,2.2,0.6,"Protein","lost","lost","lost",NA
"C10H22O9","1.5 kPa","CPCRW",285.1190905,2.2,0.9,"Other","new",NA,NA,"drought"
"C10H22O9","1.5 kPa","CPCRW",298.1224579,2.2,0.9,"Carb","new",NA,NA,"drought"
"C10H23O10","1.5 kPa","CPCRW",333.0955421,2.3,1,"Other",NA,NA,NA,NA
"C10H23O10","50 kPa","CPCRW",333.0955421,2.3,1,"Other","lost",NA,"lost",NA
"C10H23O7","1.5 kPa","SR",285.1108427,2.3,0.7,"Other","lost","lost","lost",NA
"C10H23O9","1.5 kPa","CPCRW",317.1006557,2.3,0.9,"Other","new","new","new",NA
"C10H4N2O6S","50 kPa","DWP",278.9717196,0.4,0.6,"ConHC","new",NA,NA,"drought"
"C10H6O5","50 kPa","DWP",205.0142724,0.6,0.5,"ConHC",NA,NA,"new","saturation"
"C10H6O6","1.5 kPa","CPCRW",221.0091797,0.6,0.6,"ConHC","lost",NA,"lost",NA
"C10H6O6","50 kPa","CPCRW",221.0091797,0.6,0.6,"ConHC","lost",NA,NA,NA
"C10H6O7","1.5 kPa","CPCRW",237.0040873,0.6,0.7,"ConHC","lost","lost","lost",NA
"C10H8O3S","1.5 kPa","SR",207.0121627,0.8,0.3,"Lignin",NA,"new","new",NA
"C10H8O3S","50 kPa","SR",207.0121627,0.8,0.3,"Lignin","new","new","new",NA
"C10H8O5","1.5 kPa","CPCRW",207.0299118,0.8,0.5,"Lignin","lost",NA,"lost",NA
"C10H8O5","50 kPa","CPCRW",207.0299118,0.8,0.5,"Lignin",NA,"lost",NA,NA
"C10H8O6","1.5 kPa","CPCRW",223.0248209,0.8,0.6,"Lignin","lost",NA,NA,NA
"C10H8O6","1.5 kPa","DWP",223.0248209,0.8,0.6,"Lignin",NA,"new",NA,"field moist"
"C10H8O6","1.5 kPa","SR",223.0248209,0.8,0.6,"Lignin","new",NA,NA,"drought"
"C10H8O6","50 kPa","CPCRW",223.0248209,0.8,0.6,"Lignin",NA,NA,NA,NA
"C10H8O6","50 kPa","DWP",223.0248209,0.8,0.6,"Lignin","new",NA,"new",NA
"C10H8O7","1.5 kPa","CPCRW",239.0197352,0.8,0.7,"Tannin","lost",NA,"lost",NA
"C10H8O7","50 kPa","CPCRW",239.0197352,0.8,0.7,"Tannin",NA,NA,NA,NA
"C10H8O7","50 kPa","DWP",239.0197352,0.8,0.7,"Tannin",NA,NA,"new","saturation"
"C11H10O10","50 kPa","CPCRW",301.0200972,0.91,0.91,"Tannin","new",NA,NA,"drought"
"C11H10O4","1.5 kPa","CPCRW",205.0506543,0.91,0.36,"Lignin",NA,"new",NA,"field moist"
"C11H10O4","50 kPa","CPCRW",205.0506543,0.91,0.36,"Lignin",NA,"new","new",NA
"C11H10O5","1.5 kPa","CPCRW",221.0455643,0.91,0.45,"Lignin","lost",NA,NA,NA
"C11H10O5","1.5 kPa","DWP",221.0455643,0.91,0.45,"Lignin",NA,"new",NA,"field moist"
"C11H10O5","1.5 kPa","SR",221.0455643,0.91,0.45,"Lignin","new",NA,NA,"drought"
"C11H10O5","50 kPa","CPCRW",221.0455643,0.91,0.45,"Lignin",NA,NA,NA,NA
"C11H10O5","50 kPa","DWP",221.0455643,0.91,0.45,"Lignin","new","new","new",NA
"C11H10O6","1.5 kPa","CPCRW",237.0404768,0.91,0.55,"Lignin",NA,NA,NA,NA
"C11H10O6","1.5 kPa","DWP",237.0404768,0.91,0.55,"Lignin",NA,"new","new",NA
"C11H10O6","1.5 kPa","SR",237.0404768,0.91,0.55,"Lignin","new",NA,NA,"drought"
"C11H10O6","50 kPa","CPCRW",237.0404768,0.91,0.55,"Lignin",NA,NA,NA,NA
"C11H10O6","50 kPa","DWP",237.0404768,0.91,0.55,"Lignin",NA,NA,NA,NA
"C11H10O7","1.5 kPa","CPCRW",253.0353745,0.91,0.64,"Lignin","lost",NA,NA,NA
"C11H10O7","50 kPa","CPCRW",253.0353745,0.91,0.64,"Lignin",NA,NA,NA,NA
"C11H10O7","50 kPa","DWP",253.0353745,0.91,0.64,"Lignin",NA,NA,"new","saturation"
"C11H10O8","1.5 kPa","CPCRW",269.0302848,0.91,0.73,"Tannin",NA,NA,NA,NA
"C11H10O8","1.5 kPa","DWP",269.0302848,0.91,0.73,"Tannin",NA,"new","new",NA
"C11H10O8","50 kPa","CPCRW",269.0302848,0.91,0.73,"Tannin",NA,NA,NA,NA
"C11H10O8","50 kPa","DWP",269.0302848,0.91,0.73,"Tannin","new","new","new",NA
"C11H10O9","1.5 kPa","CPCRW",285.0251915,0.91,0.82,"Tannin","lost",NA,"lost",NA
"C11H10O9","50 kPa","CPCRW",285.0251915,0.91,0.82,"Tannin",NA,NA,NA,NA
"C11H10O9","50 kPa","DWP",285.0251915,0.91,0.82,"Tannin",NA,NA,"new","saturation"
"C11H12O10","50 kPa","CPCRW",303.0357567,1.09,0.91,"Tannin","new",NA,NA,"drought"
"C11H12O10","50 kPa","CPCRW",316.0391257,1.09,0.91,"Tannin","new",NA,NA,"drought"
"C11H12O4","1.5 kPa","CPCRW",207.0663043,1.09,0.36,"Lignin","lost",NA,"lost",NA
"C11H12O4","50 kPa","CPCRW",207.0663043,1.09,0.36,"Lignin",NA,NA,NA,NA
"C11H12O5","1.5 kPa","CPCRW",223.061206,1.09,0.45,"Lignin",NA,NA,NA,NA
"C11H12O5","1.5 kPa","DWP",223.061206,1.09,0.45,"Lignin",NA,"new",NA,"field moist"
"C11H12O5","1.5 kPa","SR",223.061206,1.09,0.45,"Lignin","new",NA,NA,"drought"
"C11H12O5","50 kPa","CPCRW",223.061206,1.09,0.45,"Lignin",NA,NA,NA,NA
"C11H12O5","50 kPa","DWP",223.061206,1.09,0.45,"Lignin",NA,NA,NA,NA
"C11H12O5","50 kPa","SR",223.061206,1.09,0.45,"Lignin",NA,NA,"new","saturation"
"C11H12O6","1.5 kPa","CPCRW",239.056125,1.09,0.55,"Lignin",NA,NA,NA,NA
"C11H12O6","1.5 kPa","DWP",239.056125,1.09,0.55,"Lignin","new","new","new",NA
"C11H12O6","1.5 kPa","SR",239.056125,1.09,0.55,"Lignin","new","new",NA,NA
"C11H12O6","50 kPa","CPCRW",239.056125,1.09,0.55,"Lignin",NA,NA,NA,NA
"C11H12O6","50 kPa","DWP",239.056125,1.09,0.55,"Lignin",NA,NA,NA,NA
"C11H12O6","50 kPa","SR",239.056125,1.09,0.55,"Lignin","lost",NA,NA,NA
"C11H12O7","1.5 kPa","CPCRW",255.0510378,1.09,0.64,"Lignin",NA,NA,NA,NA
"C11H12O7","1.5 kPa","CPCRW",268.0543716,1.09,0.64,"Lignin",NA,NA,NA,NA
"C11H12O7","1.5 kPa","DWP",255.0510378,1.09,0.64,"Lignin",NA,"new","new",NA
"C11H12O7","1.5 kPa","DWP",268.0543716,1.09,0.64,"Lignin",NA,"new","new",NA
"C11H12O7","1.5 kPa","SR",255.0510378,1.09,0.64,"Lignin","new",NA,NA,"drought"
"C11H12O7","1.5 kPa","SR",268.0543716,1.09,0.64,"Lignin","new",NA,NA,"drought"
"C11H12O7","50 kPa","CPCRW",255.0510378,1.09,0.64,"Lignin",NA,NA,NA,NA
"C11H12O7","50 kPa","CPCRW",268.0543716,1.09,0.64,"Lignin",NA,NA,NA,NA
"C11H12O7","50 kPa","DWP",255.0510378,1.09,0.64,"Lignin",NA,NA,NA,NA
"C11H12O7","50 kPa","DWP",268.0543716,1.09,0.64,"Lignin",NA,NA,NA,NA
"C11H12O8","1.5 kPa","CPCRW",271.0459363,1.09,0.73,"Tannin",NA,NA,NA,NA
"C11H12O8","1.5 kPa","CPCRW",284.0492745,1.09,0.73,"Tannin",NA,NA,NA,NA
"C11H12O8","1.5 kPa","DWP",271.0459363,1.09,0.73,"Tannin",NA,"new","new",NA
"C11H12O8","1.5 kPa","DWP",284.0492745,1.09,0.73,"Tannin",NA,"new","new",NA
"C11H12O8","1.5 kPa","SR",271.0459363,1.09,0.73,"Tannin","new",NA,NA,"drought"
"C11H12O8","1.5 kPa","SR",284.0492745,1.09,0.73,"Tannin","new",NA,NA,"drought"
"C11H12O8","50 kPa","CPCRW",271.0459363,1.09,0.73,"Tannin",NA,NA,NA,NA
"C11H12O8","50 kPa","CPCRW",284.0492745,1.09,0.73,"Tannin",NA,NA,NA,NA
"C11H12O8","50 kPa","DWP",271.0459363,1.09,0.73,"Tannin",NA,NA,NA,NA
"C11H12O8","50 kPa","DWP",284.0492745,1.09,0.73,"Tannin",NA,NA,NA,NA
"C11H12O9","1.5 kPa","CPCRW",287.0408475,1.09,0.82,"Tannin",NA,NA,NA,NA
"C11H12O9","1.5 kPa","CPCRW",300.0441906,1.09,0.82,"Tannin",NA,NA,NA,NA
"C11H12O9","1.5 kPa","DWP",287.0408475,1.09,0.82,"Tannin",NA,"new",NA,"field moist"
"C11H12O9","1.5 kPa","DWP",300.0441906,1.09,0.82,"Tannin",NA,"new",NA,"field moist"
"C11H12O9","50 kPa","CPCRW",287.0408475,1.09,0.82,"Tannin",NA,NA,NA,NA
"C11H12O9","50 kPa","CPCRW",300.0441906,1.09,0.82,"Tannin",NA,NA,NA,NA
