site,treatment,core,AminoSugar,Carb,ConHC,Lignin,Lipid,Protein,Tannin,Unnamed,UnsatHC,total
DWP,field moist,D20,2.354580770844779,10.287393914499525,6.792101514157905,23.57732224401682,25.062515171569114,24.00679671298511,2.3250715187073023,3.656590013368079,1.937628139851358,100
DWP,saturation,D11,2.2006552451628476,10.488514468344077,9.510076949412458,32.072286264185514,21.05193145722485,13.90343097615352,3.3834472488594196,4.022283259482645,3.367374131174663,100
DWP,saturation,D12,2.2058844396513533,11.212860009853651,8.106156682597065,29.891086738127004,20.56406985897767,17.421544633601,2.360164727894684,4.238161287234088,4.0000716220634835,100
DWP,saturation,D13,1.1981637497925721,5.413416687211253,8.522506764875285,35.95417690603718,25.346017870563198,12.765597834700907,4.904730293233243,4.063524888575253,1.8318650050110985,100
DWP,saturation,D14,1.631391248882693,9.646941993900272,11.530369779855448,36.88808693392892,17.015151931428818,12.812786522113178,3.4306235316276776,4.56250218994268,2.482145868320303,99.99999999999999
DWP,saturation,D15,1.4533249546461469,8.21523581846836,15.019451203945067,43.27765157483971,12.881801764263335,9.558964552143122,3.54325162537102,4.03185504938772,2.018463456935512,100
DWP,time zero saturation,D10,2.208982216523097,8.28657375433058,10.41478921009096,47.993469288016144,9.662668846290245,13.414409480551809,4.44525412798139,2.483793359023495,1.0900597171922737,100
DWP,time zero saturation,D6,2.8471985132921995,16.56702542094212,9.817146239659948,29.699655456798805,15.374160856066336,15.126269207624132,3.901445702695986,4.879910032665583,1.7871885702548929,100
DWP,time zero saturation,D7,3.157693792806576,15.208003762231876,9.41768857544917,26.426813982469675,19.358164711879965,15.064229257282904,3.4952970443385487,5.160238517765351,2.7118703557759334,100
DWP,time zero saturation,D8,2.2115666105966536,13.271024560990226,8.550504864854926,24.32471698873232,28.358818111919945,11.637250625161478,3.6872836665526494,5.068191315198418,2.8906432559933934,100
DWP,time zero saturation,D9,3.340176744613291,17.74630842259226,10.632188015605154,30.371848324832914,14.86366637519871,11.771757197905435,4.746378925777873,4.782392315818456,1.7452836776558935,99.99999999999999
SR,baseline,S12,3.3056137073855085,12.316216244237305,13.529252520629349,31.292246671563365,18.207384089508444,11.287138913713372,3.1622926006804257,2.0794953856214664,4.8203598666607625,100
SR,baseline,S20,3.048772017061326,10.546684173886646,11.364837795388068,21.729821909011843,28.64263460099517,17.731920470312883,1.82042352988997,1.5109072025180486,3.6039983009360546,100
SR,baseline,S22,2.671536089935037,14.516308818173956,12.365586606820926,27.962433606266764,22.574041823155643,11.412670416347147,2.9448502044638922,1.5777586253450346,3.9748138094916063,100
SR,baseline,S6,3.1809434337655595,14.20422079246255,15.874221848411926,31.24154754852373,16.301919727069183,9.596666137349485,3.2667514014679684,1.9066239918602532,4.427105119089342,100
SR,baseline,S8,1.8734437919757827,7.006132512913255,15.702142279053279,21.760432706546656,34.058857638753615,12.417573843220069,2.4946288117851685,1.5206941926745352,3.1660942230776348,100
SR,drought,S10,2.5744471811192615,16.666144105309407,12.892028682667375,42.22561670806077,8.064331612706459,7.8573942035841835,4.4841120224818765,2.4329226688663277,2.8030028152043354,100
SR,drought,S14,2.8581098039176918,13.34375011602772,11.329315179098717,42.10564871584694,8.066564077218251,13.888102199248966,4.1359989880516075,2.2653535573014025,2.0071573632886923,100
SR,drought,S25,3.611937672450672,15.758952441875257,8.846614591315928,37.5483117199031,11.188005132295316,12.824116389701425,3.3870311678814358,2.877127120603308,3.9579037639735577,99.99999999999999
SR,drought,S4,4.058035733559152,19.086618883328793,9.141304968228297,29.685169665683496,11.817946983374538,18.537835354575222,1.9512597512839363,2.721858290369558,2.9999703695970186,100
SR,drought,S5,4.149548237549513,12.872656067189725,10.053721560994772,30.439518836840772,13.136327991472099,18.24529811298267,2.6919258163546056,2.123535929070874,6.2874674475449694,100
SR,field moist,S1,4.3196297430492105,14.937201760184164,4.171228935014311,34.289489858943,12.28933052703641,23.600832967926674,2.09935865058988,1.1390182000070053,3.153909357249357,100
SR,field moist,S13,3.5652436522210476,10.865446752804845,12.371232814714034,32.721395174370805,18.54624298806062,12.711863461448896,2.7726815328883103,1.7603340941175951,4.685559529373847,100
SR,field moist,S15,4.28011316512309,13.318601116598268,4.0915415945949265,31.267736527107477,13.58054996779887,26.520011226139484,2.153519029759246,1.0006042014418326,3.7873231714368045,100
SR,field moist,S19,4.5170939419087,10.343261735829127,9.750103110103007,33.55982174832765,18.714981183369087,14.222550244847557,2.61276893449322,1.4453833073662052,4.834035793755453,100
SR,field moist,S21,4.122075218431767,12.446578832239151,6.801347251630321,39.10074636812137,15.090796318521885,14.064455675871057,3.557960423800604,1.2891044763886286,3.5269354349952122,100
SR,saturation,S18,3.2408805396923523,13.756345204755913,7.5848659652470065,34.17912791300355,17.322859824726194,17.137362513283506,2.861939824049802,1.003532738421416,2.9130854768202687,100
SR,saturation,S2,3.1354002135889405,9.756143320302417,11.040929490678856,27.530098268803645,12.544599576601295,25.05151884095239,3.527873583520113,1.9962894936644444,5.417147211887914,100
SR,saturation,S24,3.292606982986556,12.88605936087927,6.881569012154311,37.38224397399506,15.612713312113522,16.42428430558679,3.342006967018342,1.1452724876875078,3.0332435975786427,100
SR,saturation,S3,3.6899284971154134,13.799000397079505,4.285951570662331,35.7160867186387,14.53924163026206,21.947438838700975,2.3463101629594276,1.4232512602761964,2.2527909243053834,100
SR,saturation,S7,3.498396150938545,13.816778433959417,8.166500514708023,32.94348115745642,15.24745310230784,15.416252498053609,2.6370450851770597,1.8875192051794576,6.386573852219629,100
SR,time zero saturation,S11,2.6575110622931444,8.4150721723492,9.024711400502143,24.30880401345937,31.705381818367048,15.287820558126302,2.3829141311212196,2.1029934141994158,4.11479142958216,100
SR,time zero saturation,S16,3.8971975406120167,11.873887916013885,7.917630239579951,25.494976570024768,21.581421072636143,16.91703090002395,2.349779726313865,2.0670472555189536,7.901028779276472,100
SR,time zero saturation,S17,2.46562680654498,8.719684489795766,10.941903153575769,26.46346893617549,28.58728323252994,14.383943588024257,2.824876512381161,1.269241907754374,4.343971373218255,100
SR,time zero saturation,S23,3.4976097824575465,11.621422085542708,9.02915371468502,30.484494164115866,17.145178538622606,19.192202257372763,2.6724180464203475,2.2428000948446236,4.114721315938527,100
SR,time zero saturation,S9,3.3015115848746817,11.33402682474257,11.665759990442698,27.627114175052508,16.073945824427557,19.831222227880858,3.176367411428539,2.4599677141439504,4.530084247006649,100
