Mass,C,H,O,N,S,P,Na,El_comp,Class,NeutralMass,AImod,NOSC,HC,OC,site,tension,treatment,newmolecules
200.1292468,10,19,3,1,0,0,0,CHON,Protein,201.1365232,0,-1,1.9,0.3,DWP,50 kPa,field.moist,lost
200.1292468,10,19,3,1,0,0,0,CHON,Protein,201.1365232,0,-1,1.9,0.3,DWP,1.5 kPa,drought,new
200.1292468,10,19,3,1,0,0,0,CHON,Protein,201.1365232,0,-1,1.9,0.3,DWP,50 kPa,saturation,lost
201.0768719,9,14,5,0,0,0,0,CHO,AminoSugar,202.0841484,0.07692307692307693,-0.44444444444444464,1.5555555555555556,0.5555555555555556,CPCRW,50 kPa,drought,new
201.0768719,9,14,5,0,0,0,0,CHO,AminoSugar,202.0841484,0.07692307692307693,-0.44444444444444464,1.5555555555555556,0.5555555555555556,DWP,50 kPa,drought,new
201.1132557,10,18,4,0,0,0,0,CHO,Protein,202.1205322,0,-1,1.8,0.4,CPCRW,50 kPa,saturation,new
201.1132557,10,18,4,0,0,0,0,CHO,Protein,202.1205322,0,-1,1.8,0.4,CPCRW,50 kPa,drought,new
201.1132557,10,18,4,0,0,0,0,CHO,Protein,202.1205322,0,-1,1.8,0.4,DWP,1.5 kPa,saturation,lost
203.0350005,11,8,4,0,0,0,0,CHO,ConHC,204.0422769,0.6666666666666666,0,0.7272727272727273,0.36363636363636365,CPCRW,50 kPa,saturation,new
203.107783,13,16,2,0,0,0,0,CHO,Lignin,204.1150594,0.4166666666666667,-0.9230769230769234,1.2307692307692308,0.15384615384615385,CPCRW,1.5 kPa,field.moist,new
203.107783,13,16,2,0,0,0,0,CHO,Lignin,204.1150594,0.4166666666666667,-0.9230769230769234,1.2307692307692308,0.15384615384615385,CPCRW,50 kPa,field.moist,lost
203.107783,13,16,2,0,0,0,0,CHO,Lignin,204.1150594,0.4166666666666667,-0.9230769230769234,1.2307692307692308,0.15384615384615385,CPCRW,50 kPa,drought,lost
203.1289088,10,20,4,0,0,0,0,CHO,Protein,204.1361852,-0.125,-1.2000000000000002,2,0.4,CPCRW,50 kPa,saturation,new
203.1289088,10,20,4,0,0,0,0,CHO,Protein,204.1361852,-0.125,-1.2000000000000002,2,0.4,CPCRW,1.5 kPa,saturation,new
205.0142724,10,6,5,0,0,0,0,CHO,ConHC,206.0215489,0.7333333333333333,0.3999999999999999,0.6,0.5,DWP,50 kPa,saturation,new
205.0354043,7,10,7,0,0,0,0,CHO,Tannin,206.0426807,-0.14285714285714285,0.5714285714285716,1.4285714285714286,1,DWP,50 kPa,drought,lost
205.0354043,7,10,7,0,0,0,0,CHO,Tannin,206.0426807,-0.14285714285714285,0.5714285714285716,1.4285714285714286,1,DWP,1.5 kPa,drought,lost
