sample,Dist,peak.x,peak.y,Dist.plus,Dist.minus,Trans.name
Sample_data[, -1],6.0469444,211.0975987,205.0506543,6.0469544,6.0469344,H6
Sample_data[, -1],6.01056299999999,211.0975987,205.0870357,6.01057299999999,6.01055299999999,C_1H2O
Sample_data[, -1],4.03129439999998,211.0975987,207.0663043,4.03130439999998,4.03128439999998,H4
Sample_data[, -1],3.9949068,211.0975987,207.1026919,3.9949168,3.9948968,C_1O1
Sample_data[, -1],2.05202649999998,211.0975987,209.0455722,2.05203649999998,2.05201649999998,CH6O_1
Sample_data[, -1],2.01564349999998,211.0975987,209.0819552,2.01565349999998,2.01563349999998,H2
Sample_data[, -1],0.0363806999999952,211.0975987,211.061218,0.0363906999999952,0.0363706999999952,CH4_O
Sample_data[, -1],2.01564969999998,212.0690329,210.0533832,2.01565969999998,2.01563969999998,H2
Sample_data[, -1],2.99314009999998,212.0750953,209.0819552,2.99315009999998,2.99313009999998,C_1H1N1O_2S1
Sample_data[, -1],1.01387729999999,212.0750953,211.061218,1.01388729999999,1.01386729999999,H3N1O_3S1
Sample_data[, -1],10.0207296,215.0713839,205.0506543,10.0207396,10.0207196,C2H2O_1
Sample_data[, -1],9.9843482,215.0713839,205.0870357,9.9843582,9.9843382,H_2C1
Sample_data[, -1],8.04147209999999,215.0713839,207.0299118,8.04148209999999,8.04146209999999,C3H4O_2
Sample_data[, -1],8.00507959999999,215.0713839,207.0663043,8.00508959999999,8.00506959999999,C2O_1
Sample_data[, -1],7.968692,215.0713839,207.1026919,7.968702,7.968682,CH_4
Sample_data[, -1],6.02581169999999,215.0713839,209.0455722,6.02582169999999,6.02580169999999,C3H2O_2
Sample_data[, -1],5.98942869999999,215.0713839,209.0819552,5.98943869999999,5.98941869999999,C2H_2O_1
Sample_data[, -1],11.9999905,217.0506448,205.0506543,12.0000005,11.9999805,C1
Sample_data[, -1],11.9636091,217.0506448,205.0870357,11.9636191,11.9635991,H_4O1
Sample_data[, -1],10.020733,217.0506448,207.0299118,10.020743,10.020723,C2H2O_1
Sample_data[, -1],9.98434049999997,217.0506448,207.0663043,9.98435049999997,9.98433049999997,H_2C1
Sample_data[, -1],6.02581139999998,217.0506448,211.0248334,6.02582139999998,6.02580139999998,C3H2O_2
Sample_data[, -1],5.98942679999999,217.0506448,211.061218,5.98943679999999,5.98941679999999,C2H_2O_1
Sample_data[, -1],1.97926089999999,217.0506448,215.0713839,1.97927089999999,1.97925089999999,C_1H_2O1
Sample_data[, -1],13.0078226,217.0612148,204.0533922,13.0078326,13.0078126,CH
Sample_data[, -1],12.0363774,217.0870317,205.0506543,12.0363874,12.0363674,C2H4O_1
Sample_data[, -1],11.999996,217.0870317,205.0870357,12.000006,11.999986,C1
Sample_data[, -1],10.0207274,217.0870317,207.0663043,10.0207374,10.0207174,C2H2O_1
Sample_data[, -1],8.0050765,217.0870317,209.0819552,8.0050865,8.0050665,C2O_1
Sample_data[, -1],6.02581370000001,217.0870317,211.061218,6.02582370000001,6.02580370000002,C3H2O_2
Sample_data[, -1],5.98943300000002,217.0870317,211.0975987,5.98944300000002,5.98942300000002,C2H_2O_1
Sample_data[, -1],2.01564780000001,217.0870317,215.0713839,2.01565780000001,2.01563780000001,H2
Sample_data[, -1],0.036386900000025,217.0870317,217.0506448,0.036396900000025,0.036376900000025,CH4_O
Sample_data[, -1],12.0363851,217.1234208,205.0870357,12.0363951,12.0363751,C2H4O_1
Sample_data[, -1],11.9999906,217.1234208,205.1234302,12.0000006,11.9999806,C1
Sample_data[, -1],11.963607,217.1234208,205.1598138,11.963617,11.963597,H_4O1
Sample_data[, -1],10.0207289,217.1234208,207.1026919,10.0207389,10.0207189,C2H2O_1
Sample_data[, -1],8.04146559999998,217.1234208,209.0819552,8.04147559999998,8.04145559999998,C3H4O_2
Sample_data[, -1],6.0258221,217.1234208,211.0975987,6.0258321,6.0258121,C3H2O_2
Sample_data[, -1],2.05203689999999,217.1234208,215.0713839,2.05204689999999,2.05202689999999,CH6O_1
Sample_data[, -1],0.0363890999999796,217.1234208,217.0870317,0.0363990999999796,0.0363790999999796,CH4_O
Sample_data[, -1],1.0078163,218.0690311,217.0612148,1.0078263,1.0078063,H1
Sample_data[, -1],14.0156415,219.0299139,205.0142724,14.0156515,14.0156315,CH2
Sample_data[, -1],13.9792596,219.0299139,205.0506543,13.9792696,13.9792496,H_2O1
Sample_data[, -1],13.9428782,219.0299139,205.0870357,13.9428882,13.9428682,C_1H_6O2
Sample_data[, -1],12.0000021,219.0299139,207.0299118,12.0000121,11.9999921,C1
Sample_data[, -1],11.9636096,219.0299139,207.0663043,11.9636196,11.9635996,H_4O1
Sample_data[, -1],9.98434169999999,219.0299139,209.0455722,9.98435169999999,9.98433169999999,H_2C1
Sample_data[, -1],9.94795869999999,219.0299139,209.0819552,9.94796869999999,9.94794869999999,H_6O1
Sample_data[, -1],8.00508049999999,219.0299139,211.0248334,8.00509049999999,8.00507049999999,C2O_1
Sample_data[, -1],7.9686959,219.0299139,211.061218,7.9687059,7.9686859,CH_4
Sample_data[, -1],1.97926910000001,219.0299139,217.0506448,1.97927910000001,1.97925910000001,C_1H_2O1
Sample_data[, -1],1.97927319999999,219.0586719,217.0793987,1.97928319999999,1.97926319999999,C_1H_2O1
Sample_data[, -1],14.015643,219.0662973,205.0506543,14.015653,14.015633,CH2
Sample_data[, -1],13.9792616,219.0662973,205.0870357,13.9792716,13.9792516,H_2O1
Sample_data[, -1],12.0363855,219.0662973,207.0299118,12.0363955,12.0363755,C2H4O_1
Sample_data[, -1],11.999993,219.0662973,207.0663043,12.000003,11.999983,C1
Sample_data[, -1],11.9636054,219.0662973,207.1026919,11.9636154,11.9635954,H_4O1
Sample_data[, -1],10.0207251,219.0662973,209.0455722,10.0207351,10.0207151,C2H2O_1
Sample_data[, -1],9.98434209999999,219.0662973,209.0819552,9.98435209999999,9.98433209999999,H_2C1
Sample_data[, -1],8.0414639,219.0662973,211.0248334,8.0414739,8.0414539,C3H4O_2
Sample_data[, -1],8.00507930000001,219.0662973,211.061218,8.00508930000001,8.00506930000001,C2O_1
Sample_data[, -1],7.96869860000001,219.0662973,211.0975987,7.96870860000001,7.96868860000001,CH_4
Sample_data[, -1],3.9949134,219.0662973,215.0713839,3.9949234,3.9949034,C_1O1
Sample_data[, -1],2.01565250000002,219.0662973,217.0506448,2.01566250000002,2.01564250000002,H2
Sample_data[, -1],1.97926559999999,219.0662973,217.0870317,1.97927559999999,1.97925559999999,C_1H_2O1
Sample_data[, -1],0.0363834000000054,219.0662973,219.0299139,0.0363934000000054,0.0363734000000054,CH4_O
Sample_data[, -1],2.0156422,219.076857,217.0612148,2.0156522,2.0156322,H2
Sample_data[, -1],1.0078259,219.076857,218.0690311,1.0078359,1.0078159,H1
Sample_data[, -1],14.0520257,219.10268,205.0506543,14.0520357,14.0520157,C2H6O_1
Sample_data[, -1],14.0156443,219.10268,205.0870357,14.0156543,14.0156343,CH2
Sample_data[, -1],12.0363757,219.10268,207.0663043,12.0363857,12.0363657,C2H4O_1
Sample_data[, -1],8.041462,219.10268,211.061218,8.041472,8.041452,C3H4O_2
Sample_data[, -1],8.0050813,219.10268,211.0975987,8.0050913,8.0050713,C2O_1
Sample_data[, -1],4.03129609999999,219.10268,215.0713839,4.03130609999999,4.03128609999999,H4
Sample_data[, -1],2.05203520000001,219.10268,217.0506448,2.05204520000001,2.05202520000001,CH6O_1
Sample_data[, -1],2.01564829999998,219.10268,217.0870317,2.01565829999998,2.01563829999998,H2
Sample_data[, -1],1.9792592,219.10268,217.1234208,1.9792692,1.9792492,C_1H_2O1
Sample_data[, -1],0.0363826999999901,219.10268,219.0662973,0.0363926999999901,0.0363726999999901,CH4_O
Sample_data[, -1],15.994906,220.0482982,204.0533922,15.994916,15.994896,O1
Sample_data[, -1],1.97926710000002,220.0482982,218.0690311,1.97927710000002,1.97925710000002,C_1H_2O1
Sample_data[, -1],1.97925620000001,220.0664915,218.0872353,1.97926620000001,1.97924620000001,C_1H_2O1
Sample_data[, -1],1.0078196,220.0664915,219.0586719,1.0078296,1.0078096,H1
Sample_data[, -1],17.0391162,220.1468992,203.107783,17.0391262,17.0391062,C1H5
Sample_data[, -1],15.023469,220.1468992,205.1234302,15.023479,15.023459,C1H3
Sample_data[, -1],14.9870854,220.1468992,205.1598138,14.9870954,14.9870754,H_1O1
Sample_data[, -1],3.02347840000002,220.1468992,217.1234208,3.02348840000002,3.02346840000002,H3
Sample_data[, -1],15.9949073,221.0091797,205.0142724,15.9949173,15.9948973,O1
Sample_data[, -1],15.9585254,221.0091797,205.0506543,15.9585354,15.9585154,C_1H_4O2
Sample_data[, -1],13.9792679,221.0091797,207.0299118,13.9792779,13.9792579,H_2O1
Sample_data[, -1],13.9428754,221.0091797,207.0663043,13.9428854,13.9428654,C_1H_6O2
Sample_data[, -1],11.9636075,221.0091797,209.0455722,11.9636175,11.9635975,H_4O1
Sample_data[, -1],9.9843463,221.0091797,211.0248334,9.9843563,9.9843363,H_2C1
Sample_data[, -1],9.94796170000001,221.0091797,211.061218,9.94797170000001,9.94795170000001,H_6O1
Sample_data[, -1],1.97926580000001,221.0091797,219.0299139,1.97927580000001,1.97925580000001,C_1H_2O1
Sample_data[, -1],16.0312919,221.0455643,205.0142724,16.0313019,16.0312819,C1H4
Sample_data[, -1],15.99491,221.0455643,205.0506543,15.99492,15.9949,O1
Sample_data[, -1],15.9585286,221.0455643,205.0870357,15.9585386,15.9585186,C_1H_4O2
Sample_data[, -1],14.0156525,221.0455643,207.0299118,14.0156625,14.0156425,CH2
Sample_data[, -1],13.97926,221.0455643,207.0663043,13.97927,13.97925,H_2O1
Sample_data[, -1],13.9428724,221.0455643,207.1026919,13.9428824,13.9428624,C_1H_6O2
Sample_data[, -1],11.9999921,221.0455643,209.0455722,12.0000021,11.9999821,C1
Sample_data[, -1],11.9636091,221.0455643,209.0819552,11.9636191,11.9635991,H_4O1
Sample_data[, -1],10.9921811,221.0455643,210.0533832,10.9921911,10.9921711,C1H_1
Sample_data[, -1],10.0207309,221.0455643,211.0248334,10.0207409,10.0207209,C2H2O_1
Sample_data[, -1],9.9843463,221.0455643,211.061218,9.9843563,9.9843363,H_2C1
Sample_data[, -1],9.9479656,221.0455643,211.0975987,9.9479756,9.9479556,H_6O1
Sample_data[, -1],5.97418039999999,221.0455643,215.0713839,5.97419039999999,5.97417039999999,C_2H_2O2
Sample_data[, -1],3.99491950000001,221.0455643,217.0506448,3.99492950000001,3.99490950000001,C_1O1
Sample_data[, -1],2.0156504,221.0455643,219.0299139,2.0156604,2.0156404,H2
Sample_data[, -1],1.97926699999999,221.0455643,219.0662973,1.97927699999999,1.97925699999999,C_1H_2O1
Sample_data[, -1],0.036384599999991,221.0455643,221.0091797,0.036394599999991,0.036374599999991,CH4_O
Sample_data[, -1],16.0676757,221.0819481,205.0142724,16.0676857,16.0676657,C2H8O_1
Sample_data[, -1],16.0312938,221.0819481,205.0506543,16.0313038,16.0312838,C1H4
Sample_data[, -1],15.9949124,221.0819481,205.0870357,15.9949224,15.9949024,O1
Sample_data[, -1],14.0520363,221.0819481,207.0299118,14.0520463,14.0520263,C2H6O_1
Sample_data[, -1],14.0156438,221.0819481,207.0663043,14.0156538,14.0156338,CH2
Sample_data[, -1],13.9792562,221.0819481,207.1026919,13.9792662,13.9792462,H_2O1
Sample_data[, -1],12.0363759,221.0819481,209.0455722,12.0363859,12.0363659,C2H4O_1
Sample_data[, -1],11.9999929,221.0819481,209.0819552,12.0000029,11.9999829,C1
Sample_data[, -1],10.0207301,221.0819481,211.061218,10.0207401,10.0207201,C2H2O_1
Sample_data[, -1],9.98434940000001,221.0819481,211.0975987,9.98435940000001,9.98433940000001,H_2C1
Sample_data[, -1],6.0105642,221.0819481,215.0713839,6.0105742,6.0105542,C_1H2O
Sample_data[, -1],4.03130330000002,221.0819481,217.0506448,4.03131330000002,4.03129330000002,H4
Sample_data[, -1],3.99491639999999,221.0819481,217.0870317,3.99492639999999,3.99490639999999,C_1O1
Sample_data[, -1],2.05203420000001,221.0819481,219.0299139,2.05204420000001,2.05202420000001,CH6O_1
Sample_data[, -1],2.0156508,221.0819481,219.0662973,2.0156608,2.0156408,H2
Sample_data[, -1],1.97926810000001,221.0819481,219.10268,1.97927810000001,1.97925810000001,C_1H_2O1
Sample_data[, -1],0.0363838000000101,221.0819481,221.0455643,0.0363938000000101,0.0363738000000101,CH4_O
Sample_data[, -1],16.0676777,221.118332,205.0506543,16.0676877,16.0676677,C2H8O_1
Sample_data[, -1],16.0312963,221.118332,205.0870357,16.0313063,16.0312863,C1H4
Sample_data[, -1],14.0520277,221.118332,207.0663043,14.0520377,14.0520177,C2H6O_1
Sample_data[, -1],14.0156401,221.118332,207.1026919,14.0156501,14.0156301,CH2
Sample_data[, -1],12.0363768,221.118332,209.0819552,12.0363868,12.0363668,C2H4O_1
Sample_data[, -1],10.0207333,221.118332,211.0975987,10.0207433,10.0207233,C2H2O_1
Sample_data[, -1],6.04694810000001,221.118332,215.0713839,6.04695810000001,6.04693810000001,H6
Sample_data[, -1],4.0313003,221.118332,217.0870317,4.0313103,4.0312903,H4
Sample_data[, -1],3.99491120000002,221.118332,217.1234208,3.99492120000002,3.99490120000002,C_1O1
Sample_data[, -1],2.05203470000001,221.118332,219.0662973,2.05204470000001,2.05202470000001,CH6O_1
Sample_data[, -1],2.01565200000002,221.118332,219.10268,2.01566200000002,2.01564200000002,H2
Sample_data[, -1],0.0363839000000041,221.118332,221.0819481,0.0363939000000041,0.0363739000000041,CH4_O
Sample_data[, -1],16.0676801,221.1547158,205.0870357,16.0676901,16.0676701,C2H8O_1
Sample_data[, -1],4.031295,221.1547158,217.1234208,4.031305,4.031285,H4
Sample_data[, -1],2.0520358,221.1547158,219.10268,2.0520458,2.0520258,CH6O_1
Sample_data[, -1],1.00781659999998,221.1547158,220.1468992,1.00782659999998,1.00780659999998,H1
Sample_data[, -1],0.0363837999999816,221.1547158,221.118332,0.0363937999999817,0.0363737999999816,CH4_O
Sample_data[, -1],17.0027313,222.0533856,205.0506543,17.0027413,17.0027213,O1H1
Sample_data[, -1],15.0234738,222.0533856,207.0299118,15.0234838,15.0234638,C1H3
Sample_data[, -1],14.9870813,222.0533856,207.0663043,14.9870913,14.9870713,H_1O1
Sample_data[, -1],12.9714304,222.0533856,209.0819552,12.9714404,12.9714204,H_3O1
Sample_data[, -1],12.0000024,222.0533856,210.0533832,12.0000124,11.9999924,C1
Sample_data[, -1],10.9921676,222.0533856,211.061218,10.9921776,10.9921576,C1H_1
Sample_data[, -1],9.98435270000002,222.0533856,212.0690329,9.98436270000002,9.98434270000002,H_2C1
Sample_data[, -1],3.02347170000002,222.0533856,219.0299139,3.02348170000002,3.02346170000002,H3
Sample_data[, -1],1.00782130000002,222.0533856,221.0455643,1.00783130000002,1.00781130000002,H1
Sample_data[, -1],17.0391218,222.0897761,205.0506543,17.0391318,17.0391118,C1H5
Sample_data[, -1],17.0027404,222.0897761,205.0870357,17.0027504,17.0027304,O1H1
Sample_data[, -1],15.0234718,222.0897761,207.0663043,15.0234818,15.0234618,C1H3
Sample_data[, -1],14.9870842,222.0897761,207.1026919,14.9870942,14.9870742,H_1O1
Sample_data[, -1],13.0078209,222.0897761,209.0819552,13.0078309,13.0078109,CH
Sample_data[, -1],12.0363929,222.0897761,210.0533832,12.0364029,12.0363829,C2H4O_1
Sample_data[, -1],10.9921774,222.0897761,211.0975987,10.9921874,10.9921674,C1H_1
Sample_data[, -1],10.0207432,222.0897761,212.0690329,10.0207532,10.0207332,C2H2O_1
Sample_data[, -1],3.02347879999999,222.0897761,219.0662973,3.02348879999999,3.02346879999999,H3
Sample_data[, -1],1.00782799999999,222.0897761,221.0819481,1.00783799999999,1.00781799999999,H1
Sample_data[, -1],15.9949091,223.0248209,207.0299118,15.9949191,15.9948991,O1
Sample_data[, -1],12.9714377,223.0248209,210.0533832,12.9714477,12.9714277,H_3O1
Sample_data[, -1],5.97417610000002,223.0248209,217.0506448,5.97418610000002,5.97416610000002,C_2H_2O2
Sample_data[, -1],3.99490700000001,223.0248209,219.0299139,3.99491700000001,3.99489700000001,C_1O1
Sample_data[, -1],2.0156412,223.0248209,221.0091797,2.0156512,2.0156312,H2
Sample_data[, -1],1.97925660000001,223.0248209,221.0455643,1.97926660000001,1.97924660000001,C_1H_2O1
Sample_data[, -1],17.9741703,223.061206,205.0870357,17.9741803,17.9741603,C_1H_2O2
Sample_data[, -1],16.0312942,223.061206,207.0299118,16.0313042,16.0312842,C1H4
Sample_data[, -1],13.0078228,223.061206,210.0533832,13.0078328,13.0078128,CH
Sample_data[, -1],11.9636073,223.061206,211.0975987,11.9636173,11.9635973,H_4O1
Sample_data[, -1],10.9921731,223.061206,212.0690329,10.9921831,10.9921631,C1H_1
Sample_data[, -1],7.9898221,223.061206,215.0713839,7.9898321,7.9898121,C_2O2
Sample_data[, -1],6.01056120000001,223.061206,217.0506448,6.01057120000001,6.01055120000001,C_1H2O
Sample_data[, -1],5.97417429999999,223.061206,217.0870317,5.97418429999999,5.97416429999999,C_2H_2O2
Sample_data[, -1],4.0312921,223.061206,219.0299139,4.0313021,4.0312821,H4
Sample_data[, -1],3.9949087,223.061206,219.0662973,3.9949187,3.9948987,C_1O1
Sample_data[, -1],2.05202629999999,223.061206,221.0091797,2.05203629999999,2.05201629999999,CH6O_1
Sample_data[, -1],2.0156417,223.061206,221.0455643,2.0156517,2.0156317,H2
Sample_data[, -1],1.97925789999999,223.061206,221.0819481,1.97926789999999,1.97924789999999,C_1H_2O1
Sample_data[, -1],1.00782039999999,223.061206,222.0533856,1.00783039999999,1.00781039999999,H1
Sample_data[, -1],0.0363850999999897,223.061206,223.0248209,0.0363950999999897,0.0363750999999897,CH4_O
Sample_data[, -1],13.007819,223.0794072,210.0715882,13.007829,13.007809,CH
Sample_data[, -1],11.999994,223.0794072,211.0794132,12.000004,11.999984,C1
Sample_data[, -1],18.010555,223.0975907,205.0870357,18.010565,18.010545,H2O
Sample_data[, -1],16.0676789,223.0975907,207.0299118,16.0676889,16.0676689,C2H8O_1
Sample_data[, -1],11.999992,223.0975907,211.0975987,12.000002,11.999982,C1
Sample_data[, -1],8.02620680000001,223.0975907,215.0713839,8.02621680000001,8.02619680000001,C_1H4O
Sample_data[, -1],6.04694590000003,223.0975907,217.0506448,6.04695590000003,6.04693590000003,H6
Sample_data[, -1],6.010559,223.0975907,217.0870317,6.010569,6.010549,C_1H2O
Sample_data[, -1],4.03129340000001,223.0975907,219.0662973,4.03130340000001,4.03128340000001,H4
Sample_data[, -1],3.99491070000002,223.0975907,219.10268,3.99492070000002,3.99490070000002,C_1O1
Sample_data[, -1],2.05202640000002,223.0975907,221.0455643,2.05203640000002,2.05201640000002,CH6O_1
Sample_data[, -1],2.01564260000001,223.0975907,221.0819481,2.01565260000001,2.01563260000001,H2
Sample_data[, -1],1.9792587,223.0975907,221.118332,1.9792687,1.9792487,C_1H_2O1
Sample_data[, -1],0.0363847000000135,223.0975907,223.061206,0.0363947000000135,0.0363747000000135,CH4_O
Sample_data[, -1],18.0469417,223.1339774,205.0870357,18.0469517,18.0469317,CH6
Sample_data[, -1],12.0363787,223.1339774,211.0975987,12.0363887,12.0363687,C2H4O_1
Sample_data[, -1],8.06259349999999,223.1339774,215.0713839,8.06260349999999,8.06258349999999,H8
Sample_data[, -1],6.04694569999998,223.1339774,217.0870317,6.04695569999998,6.04693569999998,H6
Sample_data[, -1],6.0105566,223.1339774,217.1234208,6.0105666,6.0105466,C_1H2O
Sample_data[, -1],4.0312974,223.1339774,219.10268,4.0313074,4.0312874,H4
Sample_data[, -1],2.05202929999999,223.1339774,221.0819481,2.05203929999999,2.05201929999999,CH6O_1
Sample_data[, -1],2.01564539999998,223.1339774,221.118332,2.01565539999998,2.01563539999998,H2
Sample_data[, -1],1.9792616,223.1339774,221.1547158,1.9792716,1.9792516,C_1H_2O1
Sample_data[, -1],0.03638669999998,223.1339774,223.0975907,0.03639669999998,0.03637669999998,CH4_O
Sample_data[, -1],14.0156435,224.0690267,210.0533832,14.0156535,14.0156335,CH2
Sample_data[, -1],11.9999938,224.0690267,212.0690329,12.0000038,11.9999838,C1
Sample_data[, -1],2.01564109999998,224.0690267,222.0533856,2.01565109999998,2.01563109999998,H2
Sample_data[, -1],1.0078207,224.0690267,223.061206,1.0078307,1.0078107,H1
Sample_data[, -1],14.0156423,224.0872305,210.0715882,14.0156523,14.0156323,CH2
Sample_data[, -1],13.0078173,224.0872305,211.0794132,13.0078273,13.0078073,CH
Sample_data[, -1],1.00782330000001,224.0872305,223.0794072,1.00783330000001,1.00781330000001,H1
Sample_data[, -1],0.0363877000000059,224.0872305,224.0508428,0.0363977000000059,0.0363777000000059,CH4_O
Sample_data[, -1],19.989821,225.0404753,205.0506543,19.989831,19.989811,C_1O2
Sample_data[, -1],18.0105635,225.0404753,207.0299118,18.0105735,18.0105535,H2O
Sample_data[, -1],17.974171,225.0404753,207.0663043,17.974181,17.974161,C_1H_2O2
Sample_data[, -1],15.9585201,225.0404753,209.0819552,15.9585301,15.9585101,C_1H_4O2
Sample_data[, -1],14.9870921,225.0404753,210.0533832,14.9871021,14.9870821,H_1O1
Sample_data[, -1],14.0156419,225.0404753,211.0248334,14.0156519,14.0156319,CH2
Sample_data[, -1],13.9792573,225.0404753,211.061218,13.9792673,13.9792473,H_2O1
Sample_data[, -1],13.9428766,225.0404753,211.0975987,13.9428866,13.9428666,C_1H_6O2
Sample_data[, -1],12.9714424,225.0404753,212.0690329,12.9714524,12.9714324,H_3O1
Sample_data[, -1],9.9690914,225.0404753,215.0713839,9.9691014,9.9690814,C_3H_2O3
Sample_data[, -1],7.98983050000001,225.0404753,217.0506448,7.98984050000001,7.98982050000001,C_2O2
Sample_data[, -1],6.0105614,225.0404753,219.0299139,6.0105714,6.0105514,C_1H2O
Sample_data[, -1],5.97417799999999,225.0404753,219.0662973,5.97418799999999,5.974168,C_2H_2O2
Sample_data[, -1],4.03129559999999,225.0404753,221.0091797,4.03130559999999,4.03128559999999,H4
Sample_data[, -1],3.994911,225.0404753,221.0455643,3.994921,3.994901,C_1O1
Sample_data[, -1],2.01565439999999,225.0404753,223.0248209,2.01566439999999,2.01564439999999,H2
Sample_data[, -1],1.9792693,225.0404753,223.061206,1.9792793,1.9792593,C_1H_2O1
Sample_data[, -1],1.9792573,225.0586645,223.0794072,1.9792673,1.9792473,C_1H_2O1
Sample_data[, -1],1.00782169999999,225.0586645,224.0508428,1.00783169999999,1.00781169999999,H1
Sample_data[, -1],20.0262063,225.0768606,205.0506543,20.0262163,20.0261963,H4O
Sample_data[, -1],19.9898249,225.0768606,205.0870357,19.9898349,19.9898149,C_1O2
Sample_data[, -1],18.0469488,225.0768606,207.0299118,18.0469588,18.0469388,CH6
Sample_data[, -1],18.0105563,225.0768606,207.0663043,18.0105663,18.0105463,H2O
Sample_data[, -1],15.9949054,225.0768606,209.0819552,15.9949154,15.9948954,O1
Sample_data[, -1],15.0234774,225.0768606,210.0533832,15.0234874,15.0234674,C1H3
Sample_data[, -1],14.0520272,225.0768606,211.0248334,14.0520372,14.0520172,C2H6O_1
Sample_data[, -1],14.0156426,225.0768606,211.061218,14.0156526,14.0156326,CH2
Sample_data[, -1],13.9792619,225.0768606,211.0975987,13.9792719,13.9792519,H_2O1
Sample_data[, -1],13.0078277,225.0768606,212.0690329,13.0078377,13.0078177,CH
Sample_data[, -1],10.0054767,225.0768606,215.0713839,10.0054867,10.0054667,C_2H2O2
Sample_data[, -1],8.02621580000002,225.0768606,217.0506448,8.02622580000002,8.02620580000002,C_1H4O
Sample_data[, -1],7.98982889999999,225.0768606,217.0870317,7.98983889999999,7.98981889999999,C_2O2
